zipcode,latitude,longitude,state,population,bedroom_number,bathroom_number,living_space,land_space,year_built,2015,2016,2017,2018,2019,2020,2021,2022,2023,net_income,2024
75446,33.61385,-95.89177,TX,3536,3,2,1854,521,2004,97344.81,106881.07,116456.11,127700.16,135888.8,151679.4,177914.07,209592.36,203726.2,6710,208416.43
75447,33.765,-96.11966,TX,1067,3,3,3018,21,2005,158942.02,174902.49,193229.05,205745.93,220825.53,236837.84,290042.39,348472.38,341554.06,2138,340996.03
75449,33.423,-95.9493,TX,1165,2,2,1643,1,1984,74666.49,81837.85,94385.1,103278.65,113220.37,124829.01,155180.1,185106.02,171981.29,2214,176986.2
75452,33.39284,-96.24469,TX,4688,3,2,1894,1127,2003,134625.45,149117.71,163848.47,180868.53,199889.52,214759.93,256128.92,307088.73,309145.63,8079,302418.57
75453,33.00025,-95.92817,TX,2757,3,2,1944,4,2005,124217.11,135518.31,152681.32,169339.81,189071.31,208223.32,242361.33,286229.39,284649.56,6466,284285.81
75454,33.283,-96.56073,TX,15341,4,3,2613,5648,1956,241328.12,262881.09,280705.86,291451.82,294250.48,299499.78,360008.94,468136.9,454596.07,13172,479640.38
75455,33.21725,-94.98022,TX,26687,3,2,2211,1251,1926,115158.1,123118.88,130334.55,138222.11,147113.59,157754.22,186769.96,215647.61,218076.69,70314,213843.3
75457,33.1746,-95.21125,TX,6228,3,3,2148,630,1940,144880.07,149669.59,153139.04,162378.94,169302.89,184823.84,220666.58,256576,257596.87,14351,254082.23
75459,33.52988,-96.6831,TX,5709,3,3,2278,4,1955,140837.76,156702.52,176162.79,195646.94,203706,215402.64,248604.73,295108.26,305551.03,9030,298703.28
75460,33.6627,-95.60296,TX,24287,3,2,1729,4551,2007,84187.35,84875.32,87401.3,90306.89,90568.59,98792.29,118900.1,134756.66,127187.31,64165,134974.94
75462,33.62166,-95.48362,TX,11232,3,3,2366,1720,2004,149504.25,154782.02,168296.43,181061.12,180924.4,190701.92,225263.68,265431.84,265361.51,21316,268097.96
75473,33.81461,-95.48433,TX,3773,3,3,2454,5,1981,147527.04,153366.33,172736.72,185909.82,184358.09,195401,231970.45,273144.46,270628.93,6869,274921.14
75479,33.63007,-96.3386,TX,2122,3,2,1745,1,1941,130745.59,138370.53,150425.8,164195.76,180335.25,198168.16,234221.25,273088.55,267443.89,3981,267774.78
75486,33.75757,-95.74663,TX,2442,3,2,2034,2,1960,153379.83,162040.39,185127.42,197813.21,194115.81,203938.48,247881.1,292171.64,284497.46,4647,287613.38
75490,33.4363,-96.30771,TX,2891,3,3,2086,1018,1987,163464.67,180983.66,199771.78,219383.76,240046.78,257708.17,306159.06,374514.69,384833.24,4015,374263.26
75491,33.49741,-96.39485,TX,4914,4,3,2670,1242,1961,144097.56,157194.07,180604.23,203595.71,214138.08,225255.42,268064.55,322157.11,321237.74,9001,325265.15
75494,32.90898,-95.26126,TX,10785,3,2,1886,1343,1986,131028.6,136998.64,146327.92,158062.82,166961.65,183933.63,223544.14,253439.83,252629.3,23489,243161.72
75495,33.43246,-96.55041,TX,9208,4,3,2452,4901,1950,199554.42,219415.83,240125.03,266353.19,275237.09,288461.28,341047.65,414089.1,421069.01,12958,417878.91
75496,33.36276,-96.06616,TX,3578,3,2,1860,1918,1988,101797.2,117841.38,134227.74,144256.6,156466.84,171212.81,203324.66,249807.54,251688.84,6613,248732.7
75497,32.92098,-95.5764,TX,3623,3,2,2421,268,1958,188031.51,198322.19,212299.35,227681.19,246678.29,274560.2,357342.43,412364.93,400291.25,7041,379177.13
75501,33.37413,-94.13168,TX,35111,3,2,2040,1873,2008,97324.78,102033.69,99858.07,105059.1,111381.98,120616.16,133950.59,148135.87,140653,89338,152545.46
75503,33.51345,-94.13038,TX,27361,4,3,2837,1073,1923,156581.24,162045.85,163524.44,170874.62,178848.92,189140.19,210768.58,240386.28,243219.07,50219,247796.93
75551,33.11648,-94.20325,TX,11040,3,2,2007,8,2000,105659.26,107018.78,108115.86,111264.9,117791.95,125991.83,146161.6,168401.18,161936.19,23098,169178.63
75554,33.58534,-94.78563,TX,2078,3,2,1769,15,1920,109341.78,113764.06,115949.17,124933.17,128428.74,136370.86,159758.09,185466.62,174777.81,3036,185138.36
75555,32.94564,-94.13696,TX,1424,4,3,2861,11,1957,115036.16,119023.9,120271.27,124853.94,134172.08,147691.08,179957.53,204737.56,188145.28,3187,200769.45
75559,33.49929,-94.63931,TX,5392,3,2,1499,1,2003,106553.81,111304.69,112978.95,121549.27,123791.42,132650.75,153214.42,176728.96,166163.84,12020,178433.56
75561,33.517,-94.27855,TX,4626,3,8,2192,5,1908,98073.12,100923.17,102158.3,110307.53,116870.03,126372.31,143308.36,157909.36,149999.08,12021,169919.26
75563,33.01835,-94.38871,TX,3816,3,2,1652,953,1892,85024.03,87326.98,84049.03,87462.74,93878.04,100074.31,119494.7,143120.98,131749.2,9149,143279.58
75568,33.19607,-94.59362,TX,2873,3,2,2097,29,1990,94984.18,102464.19,102727.06,106218.43,110282.88,116009.04,136327.69,154801.62,143284.05,6894,152783.95
75569,33.44127,-94.12292,TX,3478,3,2,1297,10018,1916,102096.25,107588.79,106716.54,113685.93,119324.23,129083.66,143713.94,160349.79,154762.44,9695,161049.92
75570,33.4649,-94.4389,TX,11162,3,3,2411,487,1979,101832.21,105597.04,105076.71,112747.44,117634.01,125425,143295.72,161885.56,156069.1,18761,164313.52
75571,33.20704,-94.76407,TX,2367,4,2,1959,1604,2001,100408.1,104668.57,111188,118881.26,124111.67,132265.93,159439.06,181656.02,170585.74,6109,179707.59
75572,33.23114,-94.12934,TX,3474,3,2,1835,1184,1932,100514.3,103917.07,104382.5,106165.26,110502.08,117718.38,138849.19,161290.03,154290.81,8555,160412.28
75601,32.5086,-94.72414,TX,15683,3,3,2601,3230,1972,128145.74,130360.72,130730.05,138819.19,154336.76,158799.35,166352.79,188435.2,200210.68,35174,201066.79
75602,32.45803,-94.65712,TX,21024,3,2,2236,3320,1999,80141.25,84574.37,84832.86,90677.27,101939.82,106366.35,108817.03,120385.87,126407.84,58327,130482.73
75603,32.40448,-94.71754,TX,6733,4,3,1960,3,2004,150191,157187.42,159805.98,172939.55,187671.15,192422.78,199635.74,223609.89,227943.26,12598,240350.25
75604,32.51374,-94.82919,TX,30349,4,2,2255,1419,1972,142442.12,145713.97,145758.18,153788.03,170677.11,173963.85,179226.44,203878.21,216446.88,70042,220998.8
75605,32.58385,-94.71554,TX,33730,4,3,2714,1334,1976,183533.03,186094.78,188246,197521.4,216339.75,219844.86,230724.01,265097.23,276448.03,57649,283085.59
75630,32.87588,-94.5572,TX,2306,3,2,1903,2084,2007,124421.22,121878.17,116045.44,118140.79,121580.34,127408.8,142131.84,162355.21,150060.49,5016,167614.29
75633,32.12788,-94.28109,TX,12799,3,2,2166,197,1918,126073.81,132291.56,134289.06,137476.74,147711.37,154323.45,168676.96,185740.15,182092.78,28256,187764.29
75638,33.01869,-94.73173,TX,5001,3,2,1960,706,1912,82637.43,88867.29,91323.66,96019.83,100544.15,109239.58,131876.75,150409.81,148580.83,13795,146043.72
75640,32.7152,-94.68133,TX,5791,3,2,2187,6,2004,173955.97,179368.08,180269.88,185491.96,195111.19,206618.83,233061.3,267115.62,272246.83,8535,268756.11
75647,32.5167,-94.96429,TX,12405,3,2,2258,723,2003,121948.2,125675.4,127753.13,135693.96,149062.11,157941.27,168267.64,191917.89,201157.52,29682,201043.3
75650,32.51529,-94.55358,TX,9239,4,3,2516,923,1977,188874.03,200491.04,197355.34,205088.28,213823.54,225064.55,240283.22,269525.53,277765.2,17812,282023.06
75656,33.01471,-94.58686,TX,4768,3,2,1782,5,1924,92844.61,98824.54,97995.37,103915.29,110538.45,118345.62,139892.15,161808.77,153076.77,10289,159633.98
75657,32.79437,-94.30498,TX,7366,3,2,1693,716,2004,131541.98,126049.56,124131.28,130045.32,129443.38,132357.28,145206.95,160512.36,151809.88,18846,167994.34
75662,32.38076,-94.87503,TX,25153,3,3,2224,998,1947,130558.38,134802.91,133602.77,138448.46,152992.63,158978.01,165234.46,187382.39,198347.35,51436,199862.57
75667,31.988,-94.83729,TX,1457,3,2,1706,17,1990,122796.23,134911.08,135262.08,138013.98,145581.07,154598.77,169721.94,195626.41,208673.05,2487,199651.82
75670,32.56456,-94.42326,TX,18855,3,2,1725,4195,1962,84951.18,88448.65,85977.13,86256.34,89948.26,91148.98,93195.33,93885.65,91192.65,46582,98896.99
75672,32.47076,-94.29353,TX,16700,3,2,1984,1002,1960,148191.54,151739.74,149843.29,150471.9,156453.2,163660.67,174135.18,188685.8,192437.76,33747,193781.27
75681,31.93597,-94.685,TX,2563,3,2,2347,21,1988,116696.58,126630.4,126622.16,132959.96,142819.4,151142.63,166062.48,185548.71,195477.88,5865,187572.96
75683,32.82182,-94.74035,TX,3998,3,2,1728,4803,1964,97061.72,99149.19,99823.48,106333.73,112408.25,118607.41,131740.24,146764.95,150437.59,8584,149041.63
75686,32.96921,-94.94697,TX,13396,3,3,2410,251,1925,121386.48,121322,122815.68,131105.03,133041.75,141291.79,172169.32,196352.07,201831.27,30967,193811.19
75692,32.4718,-94.11936,TX,4698,3,2,1739,456,2009,136103.61,143319.81,142886.81,145404.59,150721.84,160088.12,169352.03,182835.78,184678.52,10363,187913.94
75693,32.53364,-94.86083,TX,6353,3,2,1921,1730,2009,154358.48,157974.03,158306.76,165874.02,185479.02,193083.87,199858.32,226717.77,238649.56,12228,239288.23
75701,32.32297,-95.29679,TX,34296,3,3,2233,4110,1995,117417.48,122944.2,130452.44,139520.29,142944.28,153240.6,172959.56,200239.4,220163.78,81466,207814.92
75702,32.36403,-95.31207,TX,28236,3,2,1551,4285,1977,64600.57,68472.16,76635.69,84424.12,87511,95723.78,112356.29,123672.81,138563.3,84110,125077.1
75703,32.23825,-95.31947,TX,42414,4,3,3089,1617,1957,207633.54,214560.42,223198.4,231487.36,236562.09,251316.6,280546.53,325886.38,343677.24,85472,337038.89
75704,32.40616,-95.4407,TX,9575,4,2,2408,1508,2004,129516.02,133617.82,141633.1,151601.32,155229.24,167167.84,190657.32,221184.26,237046.97,22167,227115.66
75706,32.46822,-95.30402,TX,10142,3,2,2049,2,1925,114316.32,120926.87,131818.91,143448.73,147462.83,160040.28,184987.85,212171.83,224754.48,25849,212207.79
75707,32.30479,-95.171,TX,14455,3,3,2332,1312,1939,179692.71,186353,194820.28,202371.74,208102.94,221776.23,250217.91,289295,307250.99,30203,294582.83
75708,32.41436,-95.20717,TX,10419,3,2,1522,25,2005,81134.7,87155.29,97473.1,107791.56,109894.64,120477.81,138851.58,155073.8,166394.92,21917,154509.86
75709,32.31323,-95.38904,TX,4596,4,4,3123,2,2006,155881.28,162076.47,171813.74,181388.99,185325.47,197194.51,224842.55,262570.6,277009.72,13186,273404.35
75751,32.07875,-95.91661,TX,17098,4,3,2220,939,2002,109620.07,117004.31,127705.48,136000.3,136724.81,145028.82,167863.9,189598.32,194270.7,42991,194471.4
75752,32.24239,-95.80751,TX,7450,3,2,1845,7,1975,175797.27,184786.76,195926.57,207416.93,214306.09,230538.17,274289.08,313216.57,313543.08,13842,304358.71
75754,32.42431,-95.66462,TX,7961,4,3,2148,40,1971,168206.34,175920.16,188554.35,198294.3,211089.08,229676.63,275588.04,312387.67,292227.96,12877,304033.7
75755,32.63236,-95.08662,TX,4576,4,2,2250,8,2003,122744.78,124973.18,128264.8,135102.79,145615.53,160358.55,187456.25,213156.15,218242.28,11142,212490.13
75756,32.30031,-95.59771,TX,4403,3,2,1846,630,1971,144340.58,153250.63,165358.67,176926.11,181274.16,193497.11,234321.83,268439.7,273301.99,8805,259410.1
75757,32.11584,-95.34933,TX,13699,3,3,2317,1277,1995,208208.28,216144.03,225559.31,233055.72,240922.92,255864.48,292374.2,344357.98,356949.35,20975,348682.6
75758,32.27375,-95.50484,TX,9726,3,2,2172,1138,1970,162439.18,168771.3,174774.83,185196.44,184718.82,196560.11,230383.9,266615.08,271947.72,20087,265313.15
75765,32.64119,-95.2359,TX,7705,3,2,1991,263,1967,128705.82,133509.27,139557.5,149856.18,159164.38,179628.75,219802.76,255715.18,265566.22,14687,246295.98
75766,31.94592,-95.25181,TX,25577,3,2,2380,1372,2005,95219.77,99153.92,102068.43,103162.01,111741.94,127482.75,153233.81,176887.99,186839.01,68589,174197.37
75771,32.53542,-95.43006,TX,21260,4,3,3402,1174,1959,166326.26,172641.21,180104.91,190387.27,197347.81,211746.44,241483.32,284116.18,299966.85,37149,291359.94
75773,32.67969,-95.44654,TX,13478,3,2,2312,999,1995,134126.86,139052.43,147221.56,155232,163833.29,182571.66,220443.34,254238.5,261297.82,28283,246329.64
75778,32.30239,-95.71367,TX,2443,3,2,1600,2490,1972,117952.37,126298.75,136070.78,144833.43,149254.74,162755.14,195858.37,226830.68,223462.24,6956,220977.53
75783,32.82227,-95.42386,TX,8316,3,2,1747,675,1976,128793.38,133644.54,141862.34,146792.89,154815.35,173205.26,208861.08,238590.08,239693.95,15807,229650.95
75789,32.1126,-95.09405,TX,8919,3,2,1972,646,2002,140349.19,150324.31,158471.54,161885.16,170422.48,189382.94,221531.29,257733.56,265360.8,15160,253307.63
75790,32.52749,-95.64255,TX,3383,3,2,2005,883,1971,121611.65,125928.08,132244.81,142200.63,153500.62,169792.9,201101.62,231919.63,232135.57,9757,227383
75791,32.22214,-95.22103,TX,14093,4,3,5134,1189,2004,153963.69,161221.97,168907.26,176227.05,184360.69,198132.93,222172.34,259331.24,277594.83,23997,267992.68
75792,32.4679,-95.10623,TX,3134,4,3,2563,1418,1993,112163.87,118714.43,125555.03,136340.63,143497.83,156518.9,174658.61,195266.36,206166.16,7572,201089.96
75801,31.74004,-95.55116,TX,15740,3,2,2151,1593,2007,91156.58,96687.15,99395.15,103100.43,110348.38,117651.89,134818.28,155432.76,166818.52,37868,157052.18
75803,31.87513,-95.66704,TX,21941,3,2,1749,2602,1945,100887.31,110225.03,113472.42,119106.65,126660.9,135447.84,156335.98,182521.87,194089.59,32395,180354.39
75831,31.45745,-96.02275,TX,4981,3,2,1534,15,2008,138987.99,153969.5,155861.77,160645.48,171812.98,190267.15,214413.04,251167.12,240891.74,10129,252124.09
75833,31.26304,-95.83999,TX,2223,3,2,1883,18,1945,125455.38,152190.58,157933.4,165648.37,169494.13,188629.06,207079.66,236913.19,229365.53,7033,237989.43
75835,31.29758,-95.48834,TX,11597,3,2,1943,710,1900,96939.59,100906.48,104122.59,113402.04,117684.64,125168.91,142031.33,163132.51,150445.7,27371,165746.22
75839,31.6181,-95.55738,TX,6001,3,2,1671,1372,1980,115977.73,124738.21,127371.67,131413.11,138769.58,146211.38,170951.73,200681.63,218367.36,10881,199345.14
75840,31.78412,-96.08552,TX,6504,3,2,2037,635,1994,121349.38,124777.63,125928.21,129520.68,135649.48,144686.21,173006.5,203362.34,208732.93,14294,201203.07
75844,31.51921,-95.43481,TX,4622,3,2,2072,369,1988,118359.79,128678.46,134549.86,142803.33,149452.92,161116.9,190137.89,216295.08,201417.92,10561,210949.12
75845,31.09488,-95.08707,TX,2105,3,2,1916,1,1910,110330.09,119615.79,120277.11,124723.39,134015.14,142918.59,166808.8,188691.66,181294.65,6038,183964.08
75852,30.98723,-95.72023,TX,3306,3,2,1733,13,1954,171049.12,184312.24,191226.18,198366,203824.61,223790.13,268045.09,326016.45,327043.55,4131,322555.75
75859,31.8842,-96.25512,TX,2125,3,2,2145,18,2003,221813.17,219699.74,224554.69,239216.33,253584.79,270696.87,325530.45,398754.19,402162.86,3852,399004.38
75860,31.62342,-96.24615,TX,6248,3,2,1963,1851,1958,103547.86,108253.06,107476.4,112785.73,116249.28,124990.36,151932.2,177501.67,167317.24,12077,173370.62
75862,30.96193,-95.32951,TX,10245,3,2,1698,3318,1940,95924.42,101423.46,102998.39,110656.27,118633.35,125119.88,147598.21,168106.01,164694.44,23224,164954.66
75901,31.30264,-94.65481,TX,28979,3,2,2002,2179,2006,106393.62,109231.54,112608.21,115820.37,128465.91,140079.73,156922.1,174862.07,183327.86,69903,176188.38
75904,31.33872,-94.83467,TX,34663,3,2,2095,1425,2004,116493.26,119842.6,122581.01,123881.5,136253.55,149089.18,169106.91,188685.55,191879.55,82321,188461.49
75929,31.23579,-94.19735,TX,1553,2,2,1812,1008,1964,111736.15,124611.97,134740.77,150378.56,162063.3,172598.35,189757.68,212263.19,188078.71,2855,211160.73
75931,31.09978,-93.98953,TX,1821,3,3,2088,950,1957,134549.15,142034.15,146914.86,156609.87,169692.82,181058.56,213094.25,249057.73,244948.92,4261,247566.6
75932,31.0551,-93.61396,TX,1343,3,2,1787,2027,1999,112712.67,118618.12,125529.18,130457.59,147187.01,163187.65,188603.57,205798.76,210111.7,2546,197411.6
75933,30.55314,-93.81608,TX,1624,3,2,1536,9,2003,79069.19,79668.36,84397.39,93263.94,106736.05,108728.12,118915.11,129589.04,128475.71,2921,131997.43
75935,31.72999,-94.20077,TX,12426,3,2,1925,1025,2006,130052.08,133650.61,128636.86,130851.54,141714.06,156207.76,173824.06,180558.07,169817.91,32896,176172.33
75938,30.93436,-94.35605,TX,2217,2,2,1304,3,2001,102906.71,107299.14,111884.21,113771.72,119935.08,132072.3,152130.15,169885.68,155716.67,4947,164781.27
75941,31.18078,-94.76219,TX,8470,3,2,2264,680,1956,102616.34,101510.74,104054.93,106142.31,117964.38,130351.9,147222.94,162635.49,166062.65,19338,161557.36
75946,31.81372,-94.52392,TX,3714,2,2,1747,10,1962,135745.02,142875.19,143094.1,143944.37,150539.59,163093.7,181309.77,204798.8,210543.17,6953,203393.92
75949,31.22907,-94.51782,TX,8469,3,2,1739,4,2007,125103.92,129694.79,134785.32,136635.64,147394.08,161405.25,188563.67,209584.36,203957.49,16069,202851.65
75951,30.93098,-94.05762,TX,15026,3,2,2214,789,1977,104663.11,109380.37,110716.91,115410.32,120370.84,129083.54,147170.35,165002.21,146746.6,36652,165358.99
75954,31.92169,-94.05523,TX,2550,3,2,1258,1,1929,130291.61,138011.23,134080.01,132370.53,142372.54,159609.53,180279.75,188945.08,177224.57,6771,180200.91
75956,30.6721,-93.96706,TX,8275,3,2,1880,11,1925,105086.25,109184.57,115568.08,120642.09,125674.2,131121.29,150351.25,169136.72,158891.04,13534,167909.1
75961,31.5576,-94.51098,TX,14909,4,2,2120,429,1981,106926.66,110101.48,113825.63,115726.28,121454.59,133140.93,145991.51,161373.74,167108.67,36491,166949.2
75964,31.63334,-94.75057,TX,19889,3,3,2108,1681,1997,109700.22,112670.7,114510.52,116401.23,123210.85,133976.67,146744.27,162553.99,169146.63,45775,167880.86
75965,31.7284,-94.62629,TX,18231,3,3,2407,163,1939,161910.45,166720.31,169367.07,173351.56,180160.12,192573.09,213513.55,244825.59,253198.81,32922,250606.5
75966,30.83783,-93.72611,TX,4462,4,3,2900,14,1940,82442.68,83996,89120.3,93369.44,105903.93,108706.9,118679.84,128323.12,128844.35,9879,134194.73
75969,31.44765,-94.89758,TX,3719,3,2,1746,1566,1976,129619.85,130845.69,134794.55,137936.54,149411.35,166372.81,192289.82,215631.36,212760.59,8048,211178.43
75972,31.49407,-94.12173,TX,6190,3,2,2080,130,2006,117529.36,125516.38,133032.92,145213.69,151574.92,158229.18,173693.63,182267.35,156744.24,14813,181368.93
75973,31.71977,-93.93259,TX,2809,3,2,1477,21,1954,160003,168968.85,163702.41,164155.78,175165.24,196304.06,227103.98,246749.43,221726.55,4810,235420.85
75974,31.95674,-94.23713,TX,3296,2,2,2719,16,1999,123347.03,128080.36,125719.25,123405.13,133145.06,148588.61,169964.91,183594.67,175598.86,6799,174779.55
75975,31.89535,-94.4122,TX,3868,4,2,2347,14,1958,146444.87,149817.28,148225.55,147221.92,159820.07,180004.35,206758.07,223376.43,206611.49,7059,216781.65
75979,30.77477,-94.4026,TX,12023,3,2,1776,443,1982,88525.16,91823.17,99789.18,104158.45,107178.58,119261.11,132860.04,146920.01,137854.55,17317,147067.09
75980,31.12387,-94.34703,TX,2407,2,2,1323,473,1925,91078.57,95248.89,99207.04,101671.43,115327.25,131340.61,146134.12,158041.41,155619.36,4516,152000.41
76001,32.63076,-97.15408,TX,37134,4,3,2411,6175,2003,166982.68,185309.86,203943.75,222349.76,232829.7,245585.93,286283.56,349301.27,348685.9,62474,354623.14
76002,32.62233,-97.09265,TX,34402,4,2,2272,7031,1951,166683.91,184219.44,202379.04,220859.4,231223.49,243374.39,286034.24,349302.64,346306.68,64915,351981.78
76006,32.78511,-97.10019,TX,24547,3,3,2558,4089,2006,204250.99,218674.6,237451.34,257024.98,267161.85,278875.2,318750.19,383885.22,393565.68,71871,395670.28
76008,32.68182,-97.62738,TX,22091,4,3,2884,4521,1977,302460.28,325272.99,341301.5,356530.68,369312.91,380829.36,438714.28,521912.11,525848.88,19648,524091.62
76009,32.41635,-97.20115,TX,20751,3,2,2028,2747,1989,124466.94,140211.76,156428.93,173008.92,184568.98,201764.66,236837.54,286921.27,286134.3,47032,287100.2
76010,32.72271,-97.08065,TX,57448,3,2,1564,6281,2006,86391.38,99833.66,118108.03,137642.33,149709.59,163950.35,190338.33,227289.99,231225.89,165199,234594.12
76011,32.7543,-97.08223,TX,21701,3,2,1574,4197,2007,94187.56,104956.61,120075.32,136786.63,150098.68,166368.7,189636.77,226572.41,235867.97,73189,233206.93
76012,32.75459,-97.13901,TX,28750,4,3,2521,5111,2008,164196.27,181011.47,199646.58,216880.62,225818.16,237754.46,273404.79,328198.86,333209.72,57772,335955.94
76013,32.72027,-97.15652,TX,34457,4,2,2015,5064,1992,149061.65,164357.35,181632.53,199660.43,209781.93,222362.85,254763.56,305167.87,309747.62,70435,311093.67
76014,32.69201,-97.08814,TX,32460,3,2,1532,7692,2006,101424.16,117361.8,135587.11,153935.7,167640.3,180993.37,209496.4,253754.1,258377.68,105122,260575.53
