zipcode,state,City,P_2015,P_2016,P_2017,P_2018,P_2019,P_2020,P_2021,P_2022,P_2023
77619,TX,Groves,106373.89405527512,106551.1073605506,113746.45869952954,120015.14876993494,135496.313410748,148116.5355920277,157145.54768448675,166869.59463519952,164687.52119436127
77011,TX,Houston,83400.75816057117,96068.43458771742,109027.54960763601,127477.48352116124,148705.6834257737,166350.72446932003,178723.8856454241,197377.01219451707,198573.70652457853
77568,TX,La Marque,125416.89923392663,137841.07000535983,153435.0986297597,166927.26094857245,175407.2017869982,191956.43466931992,215339.83125362147,242172.34820372568,237763.92543769296
78676,TX,Wimberley,285816.246638417,304664.96623068623,321850.8231456501,338878.0237464182,356747.05153017584,385028.2165992523,499328.7910762211,603027.8185182039,561903.8930857856
76086,TX,Weatherford,130032.19782878149,143782.72246016207,159263.2871595708,173823.72831617077,190400.4313573338,198659.6942156783,224374.3366275179,265602.7715650888,271171.9134567749
77031,TX,Houston,138701.4774875866,150963.1751252331,160785.5298177739,166656.44211888377,175650.52980821676,182940.49093654865,204912.19198425682,236073.73682765433,242615.14191206987
78382,TX,Rockport,185406.68734768778,200287.11325661736,209668.54591279442,214710.35365390987,215323.83493415732,236975.0089751219,280884.263333833,325076.9614412211,333876.7129485226
78374,TX,Portland,183605.40410159595,193540.36993077418,200018.92305398942,202892.67107395222,206923.45556656286,212235.05578846476,225885.15839442646,250568.45814476858,256660.94328879792
77640,TX,Port Arthur,60941.39994916088,63486.331672786946,63903.65055173057,71579.41969482909,78770.00541722566,86011.82926380553,90954.11557523598,95029.9569204658,96948.55761188603
75751,TX,Athens,109620.07006827173,117004.31417642398,127705.47913793288,136000.29574536855,136724.80781964952,145028.82084829334,167863.90355150378,189598.32104329625,194270.6991457911
77541,TX,Freeport,120088.00020128865,128173.15231214906,134338.06301960105,143837.82022780084,155582.3727603154,166089.12458369587,184159.23016817705,207482.33155311295,200124.05390613124
75801,TX,Palestine,91156.57976050778,96687.14666940628,99395.15043981913,103100.42881021982,110348.38278036677,117651.88817187538,134818.2771492128,155432.7620400631,166818.519227927
77059,TX,Houston,292809.62819004717,303305.65203522966,308048.6552572781,316661.05495815136,327159.77054573206,336881.2565348547,376548.55864038743,427797.40693367907,439931.89056202176
75402,TX,Greenville,127778.22791386342,140700.3682538249,156235.18956807718,174162.19708845593,186197.8478229208,198851.48129220752,232083.9488152459,280188.43645632546,280570.9418124125
75236,TX,Dallas,113873.5428086844,130563.61077315237,146398.73297112877,162783.61660022082,173906.93570425743,186674.00979056527,217466.62703381397,264621.77287819004,270703.0198913893
75201,TX,Dallas,587711.6269856781,633327.0414305836,661118.4763369315,687549.6405756477,695717.3922209743,698088.8710623047,750893.6691743779,867553.5307585052,836620.0554419335
75672,TX,Marshall,148191.54241740584,151739.74345729055,149843.28505657995,150471.90370749964,156453.19656957447,163660.67006961373,174135.1791509334,188685.8040662907,192437.75501039365
78220,TX,San Antonio,70153.1391765999,78167.50665241088,88103.70286309691,99593.10955669614,109697.07088718633,122636.16129076706,142024.93706210723,165566.23003092056,163588.7309637316
77656,TX,Silsbee,121062.678069934,124029.9963844961,126306.47332390457,135510.6348877014,147080.2272983682,156405.6459663797,161118.02993533996,168492.32876175307,159349.93421240896
76207,TX,Denton,203210.90010364619,225408.87404625947,245054.2938158786,258126.51242578926,261415.7185012196,268682.8046228449,311055.3995260426,377522.66161596426,372349.3564863299
76118,TX,Fort Worth,144854.30059533686,161640.8674578812,182039.18752857996,202367.9859816182,213754.62337511894,225860.7274809378,261060.94022557884,316352.6587733664,320156.4611579721
77098,TX,Houston,561931.3865862797,549055.6198493361,543265.4443610715,553881.8108195883,567446.5754065948,574331.6898571382,607475.8751834504,646674.0742994215,650418.91707641
75001,TX,Addison,273859.5782475913,295281.2613456147,319308.55602813297,332937.3944213751,333861.351906673,339818.07198081067,378728.23868940136,440760.6263224802,454387.5857025763
79029,TX,Dumas,114614.04514209775,119617.75050042606,129253.60398327529,148550.34423601182,146014.5426673629,151475.98958360872,162429.82504846607,172560.0067595627,169742.54806516
77587,TX,South Houston,90142.67927659159,98680.15300565334,110765.90886839527,120983.52569662062,130314.08581223687,139824.71490006652,157712.96908128553,185857.88992373634,191278.66084723308
77575,TX,Liberty,126023.47514837823,136540.99525893928,146419.55860856327,155994.7450039277,163044.01812899415,169925.78176632227,188566.08916176608,207042.2594822345,208963.10965135734
79108,TX,Amarillo,106155.83491139197,111221.33872669238,116054.53452881142,122824.32035522611,130579.14672777474,138427.4043600332,157661.63273800473,179140.74873827436,183152.96055681026
76088,TX,Weatherford,220206.5888211977,243623.5908074366,265506.73730847496,290734.88902598264,310810.776205131,328145.9633569991,370495.4399493842,432711.4383031036,435856.1722544577
78064,TX,Pleasanton,172987.63064865943,174222.3262484375,181671.22480954567,192365.25518404203,201902.28038932415,214558.21659334726,238627.33306740408,269218.3701724705,262908.95764877985
78642,TX,Liberty Hill,264419.8333482193,285371.63703497953,300577.7708875154,312038.4489315494,320582.80528863834,344207.48935681634,450152.01096598577,564937.0134244518,524407.0727962431
79360,TX,Seminole,162148.58558112138,167118.01714994406,167698.02284366326,173572.44003885597,178822.18626893972,184576.17436770382,196403.7126077103,211287.6810354692,207347.03089947288
77713,TX,Beaumont,172110.37083861566,172137.20128755484,179375.70827469602,179742.2636274904,194347.98924348934,211560.6927918276,221596.63730450094,237280.8950279646,234424.7626230325
75233,TX,Dallas,122257.62916383285,141453.81551569828,161127.20668932554,183027.59971328394,198421.7748837682,212521.56856964107,247072.92530050795,297607.239940065,301706.26491093746
77808,TX,Bryan,248865.2579301697,267475.87103062187,283064.55705015984,292620.3540442404,298410.4129135809,306980.9806016121,335880.01157969795,376889.6623022104,393980.3988621753
75601,TX,Longview,128145.74155706105,130360.71582496141,130730.05261884682,138819.18713926768,154336.7627903477,158799.3524926103,166352.79004635787,188435.19830181773,200210.67569236847
75156,TX,Payne Springs,157742.997666367,161057.50705405665,174262.9976041657,190472.57797316674,201745.9671197655,217035.47072356485,281991.0954735812,329664.62191216624,316204.37827486714
77422,TX,Brazoria,138457.36119486517,151698.99482583124,164465.6060055608,171662.0011625056,181566.39228234734,193987.07973957143,208870.06992596912,225835.97742167558,225262.2901823889
78404,TX,Corpus Christi,107512.83399193326,113106.44497519,120897.59382583445,124342.24473091472,130716.85667327237,141375.40077718618,151301.53991372732,155706.33369164797,150342.01086758412
79412,TX,Lubbock,74435.62641371075,74648.92543282274,83370.48147327505,90274.00388091721,87941.87946704232,92921.72796558986,106162.92761791265,121326.08165691071,126330.7953652665
77531,TX,Clute,126526.71361233991,138437.0376536542,151239.15231476564,158233.80536271827,170559.9988730074,179928.30150253986,194352.41028283307,209967.81223456003,211712.90736632017
79903,TX,El Paso,91081.06954070379,95045.5330027821,99010.2895814471,102370.78068229217,105290.71534830325,113382.71873378851,129724.85422578217,145166.9574845251,153725.45270122247
79549,TX,Snyder,101687.03776732658,101579.87737424382,97361.75984223315,98309.09748620885,101900.93898053095,107579.2070326718,115227.81816824521,118898.37358549213,115213.0135072673
77002,TX,Houston,279452.8705504347,277278.3736927574,274148.94096769945,273405.2659984833,269036.9237078678,267053.6734740785,266537.4342079813,287857.6210882692,293277.1264779166
75961,TX,Nacogdoches,106926.66194853676,110101.48232517806,113825.6302577952,115726.28403680766,121454.58718836779,133140.93329626517,145991.51340980595,161373.74021836914,167108.67266405703
76707,TX,Waco,56729.78632975876,60407.05543180547,67479.7539455181,76232.84862025183,85536.29739593816,96828.74141981297,117447.69982285037,141032.5510471904,144326.67947226064
78580,TX,Raymondville,62570.95962797254,64384.482364766554,64267.32119421855,70843.9106619644,80332.64585774449,88313.69545279787,97106.3994231436,95878.36471764324,83918.62099372904
75203,TX,Dallas,62590.53996335352,77227.12974191026,91938.24715062427,111527.82779307199,124979.7714277297,137322.2586290454,169601.76435756593,203854.98114198702,203655.13501780864
79849,TX,San Elizario,83318.30594560398,84178.12578686055,86765.52218334402,86442.77857889164,95924.87627699073,103348.97219801527,117005.94091129128,132176.2925329816,145856.2978777615
78612,TX,Bastrop,190039.62007744214,211170.55212317503,231427.1903137203,246319.27693860533,254867.8568689163,278436.6091593712,351538.6557711402,436204.24742114224,431999.24462981604
78255,TX,San Antonio,329472.80818272446,338776.04030116176,348812.35659965966,359347.0444757391,369731.8848360667,383494.1978092092,438119.6539472107,521619.7711193412,543292.3600732822
75215,TX,Dallas,49433.248245435,57131.136448360434,65823.68574390009,81642.40942233162,94985.50542694073,106010.72906086029,131359.65339335226,160577.2400361157,161714.36063642954
77488,TX,Wharton,107223.8267302831,117817.9648617438,125168.10289794106,130758.21741556107,142669.269285213,154512.75148751066,167432.7704024445,183381.4385309046,179793.0197671741
78751,TX,Austin,388264.67498155305,410468.70980393566,424028.3942945448,435990.78315608884,456337.192424051,496356.32131048664,609088.9379776526,713779.3538925963,660612.833402874
78163,TX,Bulverde,278112.1010744346,289797.4955575973,301729.5731067538,313577.12516949594,325551.07148919196,346706.0608848696,407725.0753536446,476053.77633973444,475606.47313386825
78416,TX,Corpus Christi,73796.6170448585,80807.03007232545,84962.24014718826,85626.70987079774,89743.4343553742,101626.48587309876,106817.17467218685,107631.11628847943,107016.58892439803
75057,TX,Lewisville,142923.52604221765,161970.58344775168,179971.8233891135,200847.2375329392,210221.8947620873,222033.82602710128,250995.5329685574,300690.4846232613,308760.3496053396
75773,TX,Mineola,134126.85818590855,139052.4349024984,147221.56169481023,155231.99945611507,163833.2924899722,182571.66277645517,220443.3415134301,254238.4961841453,261297.81876643453
77306,TX,Conroe,137671.0438247994,142693.5527082877,148414.16561836717,156579.4454957665,167730.85922399044,181462.8180769875,215612.97504473,249380.29292644747,245647.02922519474
75169,TX,Wills Point,119037.10494902155,128106.56623599597,140474.4706728815,157280.46910405243,170498.05129415533,189008.79355745076,224148.17784010616,255307.05353297724,252134.7572729516
76301,TX,Wichita Falls,44032.44269118884,43602.68185677769,43755.53640420468,46925.94879190977,47912.664636009584,51990.76404352235,62376.94536869609,75610.20763479646,74799.26224449303
75951,TX,Jasper,104663.11026745992,109380.3702719031,110716.91171837249,115410.3194876247,120370.8362983251,129083.53702564862,147170.3460930958,165002.21481321883,146746.60109177447
77032,TX,Houston,85136.8110040332,93002.19322220421,99748.71802400083,108904.39601461287,121477.62992104368,130277.25778875318,146801.83104931403,173939.4440059303,179807.29733042116
75209,TX,Dallas,471241.0738986854,522083.000211881,554010.1568073941,584374.967582387,593442.7714390432,601874.0003094013,675238.8825272628,817384.8150736239,846092.4317225737
78065,TX,Poteet,139447.11865279273,143421.76916085675,156692.9295987383,165346.83260338087,174065.76334829713,197402.17969749527,221725.70631954714,245839.29758523466,231110.2043880055
78248,TX,San Antonio,308650.7303791863,319305.59147899103,330097.1714163295,340708.92579726997,349773.1354236564,361294.1255269022,404095.6682175617,470382.8935940692,488350.3453361782
75791,TX,Whitehouse,153963.6897046419,161221.96955712416,168907.2552334503,176227.04640218362,184360.69473639518,198132.9285176902,222172.34384593053,259331.24379331214,277594.8265634716
78264,TX,San Antonio,126160.7463752638,135899.23718038996,147658.9408039485,161860.61198754635,170608.15443839168,190058.53098389783,215479.54759509873,238248.49051753362,227531.70475467044
78252,TX,San Antonio,148496.67862365823,157449.41485855778,163017.88664545328,170283.6109235593,178604.13535221762,186917.79068964507,213740.94580469406,254868.22468394265,256704.32154670908
77078,TX,Houston,72121.00458391149,80869.07394649772,88994.4696833822,96257.67814145733,109957.47452825819,123124.62797255034,140932.3557754913,164065.41637878912,169578.9964495612
77474,TX,Sealy,198736.2852461238,213402.18946841304,222260.9352586974,233495.0968719245,243321.92711737147,256661.38723018763,286553.19288603467,326983.4582740121,327474.35550966824
75054,TX,Grand Prairie,281652.30625987943,302313.2712629642,319483.6076275706,334610.2489844312,340105.9201055354,352719.88183274824,410220.1389371441,500260.90028041945,496695.2761545754
79007,TX,Borger,70832.65853280592,73651.34006144528,72815.02505712715,73006.99881386339,76176.30466492711,76390.77925025053,82133.7737343218,87843.70604575478,84162.56754923891
75418,TX,Bonham,93869.73051125766,103928.23995690682,116418.18552187581,129866.64112042723,143357.35484421594,153473.50661028223,181765.69638177296,218612.5094133443,216554.97713163454
76550,TX,Lampasas,121855.39622153521,131590.9472295162,137757.71358426448,155997.08632377887,173373.5225272538,186191.35393852124,218016.37961362544,269857.300025245,272786.496358807
78405,TX,Corpus Christi,67859.05708863145,70854.5432902818,69118.21806509804,71810.47715628425,74911.08187575666,83277.11470987786,87774.62207384918,84411.1298846822,75076.42448192519
75103,TX,Canton,149899.69948666837,157664.08611189897,172111.34620478013,186783.06492584152,200317.4488894388,218790.231561419,257508.9408365653,295921.07185005845,292338.0801729616
78225,TX,San Antonio,73190.83407647874,82989.46296732855,93205.38134489067,102990.0421320747,108939.97663004657,119342.25274603895,138014.57691330195,151154.34251291378,144544.94010854597
75223,TX,Dallas,92669.02761338257,107069.71019828378,118759.13021747232,139303.29403042168,155939.4819217627,174829.19695062237,206693.15717789542,242017.00118532885,240010.67439268163
76022,TX,Bedford,138479.31089304312,154894.83403120257,173439.67406521903,191815.04429915003,204171.83624098054,217986.79497471635,248321.47373752805,297325.20817677263,303380.19834966294
77801,TX,Bryan,112365.60946119645,125430.81879350766,141458.73315801608,153025.43331526686,155910.4678400478,160103.34699020436,173794.4271926246,195030.51748591763,206333.8140978321
77510,TX,Santa Fe,166611.06745965287,183511.08031198487,198516.87035338348,209576.86985755604,220635.33539410218,239963.61524315146,271627.0250398548,308842.5504544554,304490.97119049635
77372,TX,Splendora,136624.3565199705,149909.2165549433,157986.58716454357,165452.9209166665,177392.41921436266,187916.8467014941,214142.29915475263,244722.0825307122,243252.23856650293
75686,TX,Pittsburg,121386.48124325274,121321.99905581352,122815.676540464,131105.03191841897,133041.75468293703,141291.79121621634,172169.3222133386,196352.07109781867,201831.27268788958
75707,TX,Tyler,179692.70562370343,186353.00353993956,194820.28064489816,202371.74492173342,208102.9358395435,221776.23117179328,250217.90542798847,289294.99632039294,307250.9881228995
75454,TX,Melissa,241328.1242361305,262881.09136497806,280705.8571723208,291451.82446623046,294250.47962246847,299499.7807456769,360008.93502398086,468136.9031469927,454596.0681638963
78336,TX,Aransas Pass,145487.2991223696,159168.10235451418,165323.45729104392,172672.4936811001,179733.18323083967,188957.9304954606,204939.5152377551,224979.94990452006,224168.10297393426
78611,TX,Burnet,187033.75043498058,198859.22601162383,206578.18598010577,219011.95373994773,240926.3296344004,272595.31973954535,337571.0744620646,422174.63029026566,416633.2199170118
77591,TX,Texas City,119133.27529234503,129915.28328643095,142391.25426418043,154365.847767457,162774.2030643162,176313.7292732778,195403.550873115,224478.13456420126,223043.16215506065
77701,TX,Beaumont,53690.14513566665,52516.22841111984,52778.807069596,61400.082702778374,72238.81119035646,76008.13597648768,79889.3224066439,76546.4569114716,75476.71602883852
76309,TX,Wichita Falls,70070.53193722,70973.28295413297,70737.27822900673,74954.77239793284,76940.20916443206,84322.64310145781,100948.53340414754,118387.0058857375,118196.86017814779
77651,TX,Port Neches,147077.5010811306,150975.50723652702,156927.6434205992,165338.54759747718,176640.00848461516,189624.41735354104,200893.16025990844,214186.85840417934,216326.78104160595
75633,TX,Carthage,126073.80538778566,132291.564851454,134289.06387697355,137476.7359124552,147711.36511077543,154323.45343273683,168676.96030460417,185740.15379986612,182092.77841031126
78726,TX,Austin,399645.21450592374,415915.28520289436,429273.87994126946,437760.78758294974,446143.58480411005,480583.75791030744,640437.3405323501,772804.8196963831,723146.6099098179
78645,TX,Lago Vista,242491.52988987986,261221.95623524094,279941.39839922386,290828.6253094362,296857.16649021703,312446.1838552879,394636.29748992296,498252.277475168,457625.80405058654
76085,TX,Weatherford,216042.85722026532,235756.4221313879,256226.17645227976,277303.20679731556,297470.5095040803,315694.8901484444,366303.0216192045,431465.1244467445,435518.7294806
77461,TX,Needville,165689.72451527073,179837.40657519098,196849.19743465373,209445.40900013488,223495.7333337535,236383.252517884,266071.6521256924,300593.3249110126,305465.1545894113
76450,TX,Graham,109661.9891077224,111384.24202561907,109658.54681959859,111847.43409532588,119326.76284718966,126422.63129390638,150290.41576816622,180157.31069465913,186632.6922006349
78559,TX,La Feria,79347.19983423478,82380.0316407701,82469.93703840768,82252.4806737514,83411.70567490232,94114.04628584726,108616.35446815878,121894.24556510313,130249.30885976469
78576,TX,Penitas,70190.20159471229,73638.38915311177,73072.89827040759,75095.4042640456,81376.84428323644,89510.48293627844,105844.63713204056,122382.37008556938,131731.27748641954
75757,TX,Bullard,208208.27644792837,216144.03129793194,225559.3099963772,233055.71657541548,240922.92229556656,255864.47818525796,292374.20397501305,344357.9765348037,356949.3478695315
78076,TX,Zapata,105624.57612396772,106264.55758184055,111351.00450161088,112987.70764282602,116289.43196988544,124598.94398019108,136039.16954105222,137364.8558796181,121229.39733626698
78861,TX,Hondo,148090.02863973935,152022.8246598454,159480.00391407704,175843.55671802387,184637.62982128005,198938.51093244692,225783.29565004059,253793.36533352511,239948.03215811765
78121,TX,La Vernia,287578.01972911373,299085.3074865205,315532.2199454999,328300.90247171803,337363.0572614407,357463.46188531816,411269.67976207024,479829.0591592796,482161.35717414075
79331,TX,Lamesa,77232.51789929821,82143.34283379467,81210.2937979191,82696.08868028705,87425.6054440652,96900.72247703344,105279.05887786199,101678.62934063702,91956.30928512629
75935,TX,Center,130052.08462152357,133650.61263892322,128636.85760485743,130851.53678291035,141714.05893104276,156207.75884587193,173824.0574987695,180558.07037562729,169817.90707953722
77562,TX,Highlands,115137.31859235161,122377.18761434541,132480.95274472955,145760.92631999162,156561.29572892675,164321.8701245238,182863.0347073822,212581.82654337937,218433.65982919084
77030,TX,Houston,406368.4292929845,405961.2179888215,411930.76438897173,415668.9123917431,413570.3840919973,411281.65445572365,432389.0109097228,458667.3955694414,466735.38876335433
76306,TX,Wichita Falls,67372.92183699101,68191.55654849751,69206.40612817109,73166.71815905867,75400.31306936493,83624.96826880008,100686.54506830384,121678.98258203955,123324.95573101004
79772,TX,Pecos,116406.01713439188,125358.52151422003,123711.6345899896,135352.7103433887,153850.93909270127,176801.09824723948,197967.92778772605,211501.20139386944,162859.3521572804
75244,TX,Dallas,330642.40592617553,368582.6589180595,388095.71035379544,407098.8962534712,419215.68242933863,440090.8376828765,499483.8742611145,592147.753995421,620102.3093747019
75167,TX,Waxahachie,219931.2434407069,240128.19135977692,265676.76482418255,287990.2941302022,300764.3192746605,320380.91140131175,378042.5518346697,450873.5242023375,456916.3567855692
77068,TX,Houston,191475.94154687956,199984.04799987643,205107.24020424788,210487.60881407282,219745.64981620593,228045.50776535657,262902.72909404204,311938.4364126002,315090.4816077739
76657,TX,Mc Gregor,163373.15934364632,171772.45768613255,185977.1505973446,201656.36675684247,211532.55872832044,226873.4334273909,265658.7757893483,316693.0818857021,320438.2130582117
75462,TX,Paris,149504.25068108298,154782.0175489883,168296.42957652916,181061.11837269194,180924.40002744296,190701.9224938268,225263.67960720195,265431.8447325789,265361.50532451604
76905,TX,San Angelo,121109.56735823512,130709.78158627394,134026.2566481208,137296.2600556937,154084.64008571426,168026.27662428282,189629.1465513731,210555.81934315563,216709.28299272628
77625,TX,Kountze,147741.92168556465,149534.75872924895,150504.5311049067,160037.95721417043,175136.86858293798,186891.5858522593,196417.7261386141,207389.9637915391,194742.79743613905
76643,TX,Hewitt,145948.73208244337,155072.76845766007,168305.85234834327,182651.2760946704,191920.37109375795,206284.02812922,240416.28208508014,285898.5060698536,293176.86260550533
77708,TX,Beaumont,101723.85288179897,103272.43827693303,108124.05596901238,115854.81588018524,126512.86502797081,136301.20622617583,143928.61237479965,151423.1609511167,151944.523432994
77807,TX,Bryan,191552.80069946623,207800.70469620917,217842.5205377241,223298.9364154141,224525.43354989242,230073.8643790792,247383.25842315308,273863.22522619145,283872.05270709575
75647,TX,Gladewater,121948.19773674349,125675.3960674409,127753.1302955118,135693.96203381233,149062.1058234084,157941.26735667224,168267.6381922573,191917.89047027926,201157.523116289
79556,TX,Sweetwater,95392.07925803059,100783.06648297055,99079.3208425485,97553.47866415726,103214.82214083486,107641.90611727412,115045.69504876639,115931.9984592271,107592.0741161522
77836,TX,Caldwell,160937.70804204803,178045.11939081748,182330.36025430833,201658.28558489968,210165.6910321971,223960.777189218,261257.09599567077,286003.0769888294,278447.65202268696
78204,TX,San Antonio,88503.56114198006,105134.1280226371,120038.39266820851,135014.65504637398,141935.765743878,156102.98776423282,179025.27628140195,189379.8989346243,178407.18464101816
76054,TX,Hurst,203287.36083180262,225106.42460325535,245943.9816913232,265463.60268922895,274969.1524043872,289193.732464384,327797.1420095948,387239.2091163837,398052.4435302084
78669,TX,Spicewood,393248.22800960345,410190.02456096234,428535.15677666053,447146.3269616298,470301.7660055698,506945.82598852465,663237.8127699737,828024.0215846249,770870.3429268944
75494,TX,Winnsboro,131028.60317794583,136998.6443923899,146327.92478577534,158062.81868776985,166961.65263121887,183933.63152808123,223544.14452908342,253439.83067146796,252629.2985380825
77094,TX,Houston,388434.95109722327,389409.1226656267,383058.6479221235,384324.72705864167,389587.8537067688,396481.82889829273,436875.6446163179,495906.84550123365,515199.1963762397
79410,TX,Lubbock,106742.45941460168,110493.29839522875,124791.115297737,133613.45593520065,128944.73138273323,133782.59576786545,152699.1004328735,175334.1042938492,182557.82412634057
77703,TX,Beaumont,44690.057316780265,44966.82667806505,44255.63800033103,53898.962800859554,60236.06944975702,62026.10224199339,66177.66197420313,65324.03811079328,70113.22422504841
78733,TX,Austin,580074.4845802583,603627.2913237115,621496.9501582546,649305.168500972,671525.2616024705,729998.4833371973,987703.7929088678,1217938.328368283,1146232.3379817798
76384,TX,Vernon,65878.41338604064,65769.21231909434,65942.21607991745,69405.43575536985,73782.29058661622,79639.1881122687,85852.8067952556,94427.29266665787,91767.87761000203
77612,TX,Buna,141226.77469204928,142630.7325598102,148639.1233494582,156166.81959815606,165334.73147916308,178713.26708812104,203588.99942477982,223291.7041786662,209716.49933100547
77954,TX,Cuero,129616.52676344417,133853.80098247368,129307.83594198275,138281.2737318947,152186.36375620245,159444.64683824714,174557.21272715193,187516.7891406106,182499.1055557943
75570,TX,New Boston,101832.2085460566,105597.03711250167,105076.7118075792,112747.44231695855,117634.00727387522,125424.99739494752,143295.7205190096,161885.56039077128,156069.10153168163
75065,TX,Lake Dallas,184535.68808393794,205808.96427734755,226475.65631830055,246292.28957531488,255848.91060822728,268516.2368012733,313244.8033880736,379379.4407661168,386037.14160601876
78256,TX,San Antonio,369343.7015505927,377748.8707946096,387077.185965265,394784.12688104034,403684.36461388785,418686.2932821498,474074.377513892,558910.6873214572,584925.6973979165
79124,TX,Amarillo,244055.26276463972,253536.05957836588,258389.50494863905,268620.74650250387,276794.9880763433,285214.0351828468,315751.12690082594,362034.0615217869,368905.5212278981
75704,TX,Tyler,129516.01622397284,133617.81769481822,141633.10111042266,151601.3169946457,155229.2410908897,167167.842145706,190657.31858969794,221184.2610899324,237046.9680789255
76354,TX,Burkburnett,95880.13849510682,93159.48621442805,94736.81341323788,100776.04099282109,106887.20499218434,116507.3822360669,135307.74128830063,156071.88908707406,161177.2511951277
79316,TX,Brownfield,100601.21284272824,106423.12011383679,101873.6755984632,99526.99775340415,105345.83535671535,116854.08132584205,113846.26058973931,112612.18936094108,101282.28972965227
78629,TX,Gonzales,122674.67289290424,135831.83523049616,139890.09199389972,150152.01085111423,160483.08066365644,169796.0613997343,188700.2470164244,207179.597335308,205258.2311176819
75551,TX,Atlanta,105659.25743198146,107018.78357763804,108115.86314508006,111264.89677322039,117791.95343768218,125991.82957822135,146161.60280978316,168401.17587680026,161936.192252876
76302,TX,Wichita Falls,96002.32509837847,97953.38346837649,101399.51822633813,107981.38177321914,113861.4726669254,123251.74317474122,143289.63128665145,166909.68536316082,172809.94533658755
75979,TX,Woodville,88525.15542965138,91823.17105534575,99789.1826403229,104158.4506710951,107178.57838621706,119261.11368482141,132860.04480696408,146920.0070309872,137854.5454561246
75835,TX,Crockett,96939.5942993082,100906.48047744267,104122.59361988485,113402.03771074367,117684.64040206512,125168.90580672656,142031.33240222215,163132.5140098244,150445.7034247995
75862,TX,Trinity,95924.42058540625,101423.45552584574,102998.38819667837,110656.27010336438,118633.35357190878,125119.8804161119,147598.2145519917,168106.00926740942,164694.43882394693
77003,TX,Houston,291382.7023405182,303289.2398121605,302042.1103922603,306857.7886340799,309897.6890975188,315309.7522939996,332434.12063257274,362738.3251960979,369461.16936044773
76645,TX,Hillsboro,77505.17497563089,85562.86762437446,93486.66940851051,104112.96056078076,113208.7782871697,128379.79449226304,152815.89687578173,179803.01304961008,180340.54992335365
78701,TX,Austin,556056.0271514092,568097.9514818822,584363.6254812595,594781.0868919635,601025.6761593166,621971.3074718703,700958.2124920203,851574.706206059,797332.3119516078
78387,TX,Sinton,116395.64466625718,124134.03310500558,129485.91969818511,127189.83665284367,139510.18822302207,150216.3476113236,160256.71965958053,167352.8465351009,154372.45433937074
78736,TX,Austin,305376.9523766413,334028.229765701,352199.2480353603,370230.89113499084,390908.7891525654,425542.8676616489,561802.2149068128,658673.5752816377,601399.6325184533
75650,TX,Hallsville,188874.02766433297,200491.04129282638,197355.34177911514,205088.27826596602,213823.5396722585,225064.55424243142,240283.21649886938,269525.53162090783,277765.2040765973
78073,TX,San Antonio,139504.15449642568,151857.70850010792,167746.50663842593,182033.07783823812,187821.8081439424,208688.3005394454,235817.5778803668,262643.6916235919,256924.89405106232
75706,TX,Tyler,114316.32122859638,120926.86652167728,131818.9097011327,143448.72504563493,147462.83025264734,160040.28079711818,184987.84505637301,212171.82782662613,224754.47920711315
78721,TX,Austin,213258.83744314837,247106.6430630387,270647.2854955893,294279.53014515917,312806.2007043573,345024.6571666958,433134.628834842,510188.29132298025,473676.66830239166
77563,TX,Hitchcock,139985.54562805328,149382.3585998795,162044.61798976464,173197.44108677653,182925.63121982757,199950.8993199952,230434.84907802974,260945.61862944532,251232.62928719036
76230,TX,Bowie,109573.04960664432,113140.16779730345,114224.46459899144,121321.9549024971,131188.9822915663,148207.46253752653,176007.13010608932,205703.74361803962,210606.39143434973
78557,TX,Hidalgo,92034.22018893815,101235.6584975401,104266.72876040371,110183.31977144012,115604.91811361448,127057.66910143885,145160.35781403983,168541.68430533717,179377.81161585893
75428,TX,Commerce,76830.20880051806,83295.24815697219,94550.11621710483,108985.72929643407,122067.51898146403,133362.1480228499,160000.90328858566,196488.8771205427,200464.87728635332
78945,TX,La Grange,198170.81181614846,214452.62291700498,228297.69401961146,235260.68298946202,248225.54271336892,267249.67680743436,320161.5029490617,365162.418769697,370586.0378030154
76102,TX,Fort Worth,205391.17198093908,223314.08609097972,228666.6982636574,237443.081818971,241217.40214899855,248016.9935520887,272052.50852627633,303449.08353644406,305802.8037658701
76537,TX,Jarrell,178845.63458582046,187353.46008047284,198226.987071295,205447.03782840187,202947.07579096456,208435.54836044658,256458.10252918708,329540.6285186729,301468.53477546945
78202,TX,San Antonio,60954.57741251209,75636.33427206422,89321.21188187272,106828.19384023326,120093.18691876782,137312.62368526528,164207.65404639445,182528.5518992742,176403.03986209133
78756,TX,Austin,461407.4049715503,485072.64442304935,500928.81684807665,517724.5646322768,536357.8721191211,582841.4837699456,714826.4053377481,858460.01897034,784645.1816088597
75021,TX,Denison,101310.01556526254,112546.79092998897,127553.71390753462,143620.95048141837,154325.80472745627,169134.32635915882,199412.11169686704,236222.57099605273,238209.2032437814
78016,TX,Devine,133963.31856693226,143272.38137079641,151662.28402042072,162272.66134316524,173754.46472416408,190255.55762223506,214839.59304212974,240622.7186027782,225689.4080316405
78390,TX,Taft,117297.9058298921,129748.89888510876,132469.00091881232,132951.9064092648,137806.77759735068,155457.73687695,159083.93111642133,156908.75795558133,141595.53180845178
