zipcode,state,City,P_2015,P_2016,P_2017,P_2018,P_2019,P_2020,P_2021,P_2022,P_2023
76002,TX,Arlington,166683.9075507227,184219.44085436003,202379.04451737262,220859.3979455482,231223.4907683592,243374.3943097235,286034.2359605455,349302.6409193695,346306.6803124644
75701,TX,Tyler,117417.47872004821,122944.20166963736,130452.4355144856,139520.2897812077,142944.28136447477,153240.60143597113,172959.56201896165,200239.39540325722,220163.78187180514
77038,TX,Houston,108252.03383953571,119689.96088591433,128597.24783626314,138969.82145582166,149050.50826331467,157641.65784938892,180330.41384335482,212186.0398138622,218543.6809901373
77017,TX,Houston,94637.86028810508,102305.84767585238,109386.29954374372,118021.483177309,130848.82906840048,142119.4952767077,158167.63184001922,181362.81743214655,184445.95314803428
77320,TX,Huntsville,140249.6190642665,149594.06029546724,156155.8345405989,165160.9512332245,176062.13791630298,188428.3121983437,210717.60974689448,241012.32056063032,240705.48292827685
77092,TX,Houston,162779.91889032107,181127.49034713904,189347.9015923059,197975.31962723285,203694.27962051667,211946.9541770201,235712.31014201985,266488.59466041694,272178.18855059793
78023,TX,Helotes,279547.98548453115,290935.9089615575,299397.80866532587,307457.7055390861,315059.456652882,329965.6237308734,374877.64184081444,439200.84797774605,447945.3878298948
78749,TX,Austin,306544.1884302725,326944.03008662607,342569.0079272487,354388.9012065329,371079.04458181077,403846.15461826575,537250.2790357076,631037.9872081608,579792.2049932289
77351,TX,Livingston,116601.44371657317,116576.0664726915,121838.05027955682,127895.61818565273,134799.08098930816,143833.11478440557,163963.01189543266,185636.9019253007,181670.9416086579
77045,TX,Houston,92552.48275452158,103114.3433481249,114539.95634497616,123255.80818960187,137139.6581208822,146141.78838232518,164117.71332941423,191412.81664923407,196533.42434637708
78602,TX,Bastrop,185490.1169579033,202940.03550352526,219720.15954154744,233720.6826682183,241714.3928695844,255885.34641392148,311104.77363747655,393018.5187061899,374344.98787947104
77047,TX,Houston,135360.4566470026,147063.14282430828,155253.6235283388,163720.3752198846,172947.33715989656,179326.88411298755,202430.7120733551,241355.07584840708,246261.3960800814
78570,TX,Mercedes,59829.649649124534,61109.2991981965,62317.33925188347,64795.27354123424,69018.56341815264,78239.43955656102,92441.29283864133,107872.47786864435,117911.22646367238
77803,TX,Bryan,98050.64978588423,108291.24522100987,121065.38531018143,132300.49784252336,136610.99413160107,143629.15823040748,156299.23540298446,174970.6313950017,185632.00443027163
76013,TX,Pantego,149061.6518753737,164357.34604508677,181632.5255329722,199660.43249603637,209781.9327580271,222362.8498054458,254763.5550319427,305167.8726178954,309747.6217366239
77340,TX,Huntsville,159440.04721400051,169897.43339735226,177769.07392353448,187740.77097045802,198255.0712511842,211891.7544337184,236741.58377771298,272809.68927631073,269885.78710047965
76092,TX,Southlake,580392.3730487697,610321.197976763,634740.3799438853,657510.4963395757,677213.6030995011,707089.0760764271,850795.8536619195,1078625.2093651516,1094517.9291950301
77477,TX,Stafford,158175.4162727097,170331.71361980384,180039.83911608427,188827.89684042145,199575.80758462878,208107.24713813877,232540.23543043822,269604.2065035409,275861.932519507
79904,TX,El Paso,96944.64804413705,98171.22808912561,102221.76253497276,103366.95700345516,104669.13463314924,113669.30872228282,131726.51277750893,151614.20910395368,163614.4466254834
77301,TX,Conroe,138240.30561791713,147196.2557553771,154045.15773806447,162307.66000496852,172266.64748385063,181187.79743424253,204508.31286001983,239685.1368806126,242801.96851810705
75229,TX,Dallas,316030.34322091757,357431.32979708276,383527.02932062914,403167.6993907466,415488.4014142095,433373.04500624,494536.82803379436,585817.6959046627,614791.7096025173
75605,TX,Longview,183533.03320032777,186094.77892655786,188245.997946127,197521.39821799847,216339.7466360325,219844.85771127127,230724.00631407,265097.2278023048,276448.02881408134
77076,TX,Houston,93372.67489339277,102164.77309461129,108963.95781739993,117639.90898179344,130826.8520620172,142450.6705546354,157788.4477348736,184493.2257775007,191415.01474107784
76117,TX,Haltom City,85668.24304245798,98845.94534552481,115442.8070781617,133071.804855581,146968.88733865044,158272.6642367393,182380.22715451953,218349.56116155573,226993.99572787588
78229,TX,San Antonio,124476.43276954039,133998.36523692557,143965.39264606877,152887.8540327292,157303.87357963753,164928.61409340633,183707.9172520534,210183.8891563499,217928.99367157632
78217,TX,San Antonio,130439.13534901122,141116.97598420113,152000.2564397529,162172.52867798888,169525.92144459215,180382.80804631262,204290.58407297544,236052.95944937415,242602.90744640323
79416,TX,Lubbock,128825.55561384257,130267.99664841744,144287.0067620949,154423.0594023372,148189.45524081247,152966.4434618428,171885.73144882344,197833.0755418076,203745.95617312283
78599,TX,Weslaco,86276.33779084055,92063.42751752399,94376.24600041322,98521.10353196222,102545.11302874958,112631.68748462155,132472.1128379218,154233.17991035598,167446.0332585906
75214,TX,Dallas,401759.28421423916,441466.6494432215,463647.56145969284,484540.52157146164,494771.84104833653,509119.6699374897,578532.8604822065,681219.3424261513,711708.9786717007
77536,TX,Deer Park,157008.36684131346,168257.8084052177,179373.0871764147,191330.23231490995,201749.42448662338,210922.08287628813,232627.61124448097,263748.6344495893,267180.48084142164
79720,TX,Big Spring,136423.08074461413,132620.33237054467,119198.33673362777,126185.99821450833,143582.99846024383,155831.834482228,156328.44296101795,151626.30247155033,140428.1182320802
76110,TX,Fort Worth,92199.61844374763,107150.66807467294,122069.27047391942,140925.74956850277,153069.03728698785,164201.1640946392,183947.62507659965,212147.6199250098,217022.95983830187
75041,TX,Garland,106724.40344492218,124811.15970951885,144721.63062505817,161530.09962993083,169840.77405439536,180396.61059589786,206370.3318731319,248640.16186685546,254989.78492755577
78242,TX,San Antonio,78989.84608558612,90863.98145616254,100455.66650982178,113447.94364645658,121970.74510829871,133628.20045463173,152396.26507535353,175180.101597585,174112.76100782084
78239,TX,San Antonio,124611.65023246949,134844.2287988121,144674.40790727478,154907.16056016265,162865.6670644479,173707.85666259532,199013.1559414448,232897.21694476425,235554.36582915616
77067,TX,Houston,108492.3958254184,121213.16547103539,129977.84800508687,138756.7621641961,148820.44632803393,157431.57391198378,180564.57959138253,212285.85844584624,217506.82300505516
79761,TX,Odessa,120034.5873196755,122859.12337721714,121699.17350129866,131763.78252130558,159040.9238272232,178755.9945970293,174384.44377113998,168585.71405550238,166634.5996010354
77079,TX,Houston,468123.7396928482,462891.1273605631,458324.79823983443,433944.33243139525,436818.96134246886,451841.6701473679,496954.3178830423,557659.9799062476,588219.5522747715
75232,TX,Dallas,86344.51489411782,102394.85930328065,120708.86783014069,140940.160111111,156556.80791995933,170076.9353084256,198726.88008468144,240593.53352663227,244476.58041411274
77053,TX,Houston,89927.72591472529,101327.90970822556,111054.63222222158,121746.48344447411,134091.15640291452,143944.16746724353,162195.26398341078,190752.86073301127,197647.9527867356
75208,TX,Dallas,182860.79079032768,221942.37302523546,254291.90802765242,286937.05144785455,297314.01917453733,313823.13443793374,353850.61796920124,404228.7357144768,411282.7830268729
76140,TX,Everman,104695.596044918,120310.56814657443,138228.25749341078,155487.9207615217,166960.23769994391,178542.95767890287,206964.6570975044,249899.73736643037,251188.95934860417
77357,TX,New Caney,169031.3749974389,181401.50495757966,189760.9462254882,195861.61409711276,205917.03743648445,216793.76785805644,249220.86481980685,286012.3209802842,282148.3819075297
76087,TX,Weatherford,239220.30183919918,260199.93955067472,277463.8822546401,296490.26017780177,315394.3670267958,325048.84663477814,370851.15084212745,441314.49671519914,439716.96182673454
75010,TX,Carrollton,276849.128037534,305158.55086206837,327202.9915868482,342010.64153273526,344437.48073404364,355334.16492037155,405842.74360631424,497050.1003032492,505075.28015020303
76020,TX,Azle,159728.68792815495,175438.15324408028,193118.91389088603,210495.39530808924,225002.4570282373,237714.92306121704,276100.38616063393,330320.25053803116,326127.6183603308
76053,TX,Hurst,131904.5273784149,150634.76546775745,170062.78650295906,187380.57539795293,198084.67732428687,211986.17809812856,242288.07975536215,288337.38826235064,293227.94627040066
76548,TX,Harker Heights,182686.56981986226,185317.62708020746,189922.7645780708,198412.95103182446,205573.6637654036,217435.15169770585,254376.31189128663,303609.8656978495,305944.408108757
77530,TX,Channelview,103357.34375586861,113963.2455330945,125118.24644987423,136536.25505621202,147100.09353185756,155236.74253106292,174476.07080189252,203883.017478546,209968.17108384505
75204,TX,Dallas,300754.2020246334,337329.8664254613,362165.83303567214,383073.06975708576,386681.1829234627,390635.9093994498,423693.35625945457,480879.50364021695,491783.0788405395
75234,TX,Farmers Branch,157221.4984316244,180306.81809412036,207880.32321458423,233056.4129434619,244633.0089677095,258116.2591927985,294483.1581748217,341646.650949308,348664.29163728055
75036,TX,Frisco,324632.54002102796,348653.8794675425,363669.45159429085,371374.633090927,368745.9576681845,377776.4816493808,449202.599648134,574078.0343940831,570649.047967701
77590,TX,Texas City,97022.97209085494,107448.23484442358,117846.77126001497,127813.91645429505,133304.02297389015,146615.8619321395,165081.09189734046,187275.72127866672,183635.16767577495
76705,TX,Lacy-Lakeview,90670.24254249,96013.63066760595,106341.19382866732,116863.64568362966,126831.9883027306,138141.2627023102,163959.8923919145,194400.50760710603,199338.70709817257
77355,TX,Magnolia,231477.96540841702,244160.8383859604,248016.2125606708,256203.1909213226,265951.6518753158,280550.9905049265,322129.4993316186,371672.43486411613,371024.19977329933
76014,TX,Arlington,101424.16233373374,117361.80460461747,135587.10502778352,153935.7033200234,167640.2990745736,180993.37259025205,209496.4041384712,253754.09677008924,258377.68092962337
75089,TX,Rowlett,189931.03194860698,215669.84395564065,238574.32252749475,254599.3064505979,258819.25831956978,266978.18578830274,311006.98641327134,384361.83589119226,391991.4257267149
75604,TX,Longview,142442.12431258397,145713.96581525143,145758.17868524065,153788.0266117287,170677.11246085833,173963.84978331617,179226.444132407,203878.20657237238,216446.87639736888
76182,TX,North Richland Hills,198549.6579930687,221808.21518382206,242005.86162421363,260005.38650542728,267326.97527960263,281375.14698903414,323671.4223818033,389302.68153152376,398991.38565037504
75238,TX,Dallas,294946.973335141,329000.73260699393,354348.96298612776,372422.5611383721,380622.255527257,393734.39340246463,450149.0408076884,522973.9131213708,549749.8309193851
77041,TX,Houston,170786.01369494302,178676.69112474166,182537.88802246217,187826.7874586721,198164.6028337422,207157.32642010506,235894.4874563749,279313.72474444145,286608.92321967066
77566,TX,Lake Jackson,167185.3207170935,180390.5729376356,191186.95923890496,200346.17602975,208285.93513224422,217449.96188335292,232187.01398620088,253679.33252982402,259488.60895574262
76107,TX,Fort Worth,208698.37528523625,231889.18343352107,251318.28907523493,266400.96077129705,270937.74462234,278845.3089743037,310772.8415483455,358029.0090301624,360152.8433716053
76016,TX,Arlington,171349.83351567536,188223.87447186408,206062.56179495493,223256.17642296242,233106.4781025937,247152.56164934937,285374.79652582324,340859.3050238365,343871.6798603174
75241,TX,Dallas,66795.09129961868,81539.91561494299,100001.3428335827,120795.10745713908,136500.73741946084,147812.55528716376,172567.25889541933,212038.04760103495,215346.67108378196
77016,TX,Houston,66061.91648733927,76256.99510299192,82502.09594849976,94755.79229568063,107945.68666739411,120405.4945624993,139386.35089394404,162464.0856456716,163948.27881843847
79706,TX,Midland,258309.89573947995,250601.74855720552,253185.65096508246,278032.3237355389,314703.660337815,331951.25412074797,324394.7126429941,328424.57161133824,331125.91728492465
78750,TX,Austin,342236.32537125895,364909.3524977883,380746.28236496635,390530.3857335639,406236.01644718606,443731.08540106355,578379.4878923746,682121.455432936,625597.1967436664
78211,TX,San Antonio,70195.56383389978,75811.83304919822,84794.27816560962,97926.46594387012,105222.65518459311,117435.32394078124,135155.9609296117,149121.46054638684,144639.38372327705
76036,TX,Crowley,162285.10707772712,175628.11964303453,190898.40977609705,208295.11576406207,219855.1866775287,230367.31081602784,269541.7096155561,328946.07168023806,319765.88495930133
78729,TX,Austin,243905.73542312367,264992.28645579267,277955.8984572002,286628.40155135695,298195.4026616114,329848.5627580813,437921.8083990244,516193.7238811893,467859.44819530984
76012,TX,Arlington,164196.26631371773,181011.47308219157,199646.57860784885,216880.61910893966,225818.1554747034,237754.46435170175,273404.78530440485,328198.8637097289,333209.72078340605
75181,TX,Mesquite,156568.84378075355,173551.351103999,193486.86081815106,210150.29136986868,219328.4404424289,228819.07150415864,267574.7459795812,330317.76108610455,329361.77814989304
77020,TX,Houston,81953.33396131129,87106.03124746337,89422.02126467486,101266.95234032428,117920.38387689357,132175.8833892678,151773.3084270359,174139.22984988784,175619.96966847184
76134,TX,Fort Worth,102845.5164071045,117324.60304751994,134891.0593568838,153124.74604111764,165843.1079850686,177601.5218105799,207847.7828593572,252957.3622276543,255290.79387044525
77091,TX,Houston,114043.98207279075,122941.09279567438,130367.09483197983,141129.56980086165,159013.0732014385,172323.7376656644,194586.55861811413,223840.686275162,232564.5606697173
77706,TX,Beaumont,166749.94179297757,165922.31438760596,170455.65616155736,179854.68999676817,186901.17353453176,195549.40172307633,208166.6328685589,223140.23164639168,221448.8110298807
75119,TX,Ennis,121928.6234427874,135302.69766134614,151563.6947567877,168591.89449826695,180827.9068998786,195420.4350431655,226061.83234405654,259323.522586202,254915.06814121184
79701,TX,Midland,144689.81968757822,139407.4987765608,137814.07024825006,151910.3999171536,177513.61908188625,189293.21483181903,185105.22020874303,185526.56737482527,181533.89894032077
77086,TX,Houston,108590.44739438735,121918.99240502248,130729.58637401917,139796.34346030446,151551.8323888868,159668.38421901903,181622.96292500288,214476.33669594745,221770.04983872658
78418,TX,Corpus Christi,192518.6263497027,202349.35905035594,207150.23978468913,210696.34479123983,214897.9754078038,226532.5681008849,258248.05081727752,306035.1149296152,312276.15339146776
77033,TX,Houston,63134.67134235672,69650.60654209527,76236.8757265949,84052.28237301159,97519.88069560182,108403.72382543377,123383.06899823625,143765.00077341485,147300.2971101494
76401,TX,Stephenville,144609.86820815745,152519.92710669714,157747.7914438811,165869.71347583018,176648.96845814466,189768.66144275016,223016.31092148134,265957.1123460939,279904.7709071476
75901,TX,Lufkin,106393.61564795733,109231.53743370558,112608.21207975961,115820.37181013088,128465.90612719457,140079.72570193058,156922.09590888882,174862.06984238155,183327.8565304445
75110,TX,Corsicana,83091.7988599651,88697.56417646234,97154.40616357524,106716.16127580086,114880.78992699973,122519.09553033988,142997.99585929615,165641.9193553322,176472.98189879733
76903,TX,San Angelo,76710.9240390658,82714.59542486677,81186.6164891655,91478.38261352478,105364.37015077962,118028.99071458448,135832.2946924193,142848.98867561307,145881.43812842527
78363,TX,Kingsville,96494.73212205141,99930.22722949328,98999.45074839296,101121.20957533566,106248.94094900334,115396.02815067593,126850.80320771218,132410.14443828593,128508.43481007316
77380,TX,Spring,242181.85871699857,241370.4316807804,237931.9816599134,242946.06869996028,247678.53546997462,256919.40726392748,296284.6155833949,355018.7935163006,363223.8760343029
76712,TX,Woodway,181857.47880357844,191407.3043986185,205992.68350001247,221190.06445554632,232669.9915534217,246491.84458832032,286489.3143648589,339418.0128674083,346057.53407691634
79932,TX,El Paso,176934.86293816706,179033.62187966565,183000.00539666784,185882.2540111446,189696.92488387306,198709.49629731142,226266.56035700612,265277.04406876414,284235.9613364284
76018,TX,Arlington,128125.2939246347,143992.07446259187,162077.52974743684,181064.20386878168,193147.95517065536,206272.95799968214,239549.63060131276,292277.3004998521,293372.0519394359
76240,TX,Gainesville,121946.36827134296,132904.97254545472,143820.93516615045,160414.602878438,173688.1696678148,188480.99070433129,216242.12293502432,255713.91596945177,256991.0678199809
79605,TX,Abilene,93676.36487725313,98590.06578546575,102367.29805437614,108973.76640583859,112055.15049104097,118776.2436037241,134093.7963528318,149471.90857146247,156647.76460267135
77327,TX,Dayton,118585.57956550024,128399.65207897435,140547.01026154248,148452.87855063318,159266.60041886894,172446.84044350372,195219.6034930064,212731.4833650651,209926.12483099033
78238,TX,San Antonio,125235.03858401098,135721.99255176188,145949.40471682456,155463.9540267484,163123.37019450005,173349.49909263436,196437.38364980742,227208.737446317,231768.38050437503
77039,TX,Houston,85362.93992249407,96358.48258848395,106566.38980226299,116133.31903245347,127901.0089185837,136932.82478911456,154144.90891079186,182126.5975451057,190401.2809612246
76033,TX,Cleburne,115771.89131221088,131162.93623335383,145055.35637910265,159724.8802094656,170922.8874351788,183774.97150469795,212056.93867011848,254681.9774559786,256263.1838802541
77833,TX,Brenham,184103.51733039902,197531.77670155073,204756.44119528634,214240.1635434994,225793.9891624859,240303.92194049468,272365.9154544939,315103.58642131067,310986.54650356923
77316,TX,Montgomery,274557.63979936944,285319.5389106223,284704.77719612676,290917.7385330612,299002.4609333045,311313.0935458089,358198.69287113444,427832.92064983415,437447.77207317564
75702,TX,Tyler,64600.56867738299,68472.16080491985,76635.69095874208,84424.12372164697,87511.0032088813,95723.77733410189,112356.29056650265,123672.81495681185,138563.30070300237
77598,TX,Houston,132903.2702543075,144948.49123579214,155468.36699824987,165548.2028864873,176315.95547132703,186110.0346282737,210525.5917806905,243688.09833048264,249279.8941709543
77025,TX,Houston,422912.22824133537,425997.96541346476,420965.0381789026,410993.709778833,401897.79249313875,399327.25783459324,417922.8667285873,447236.0421086466,456009.676116803
77532,TX,Crosby,154044.6259740801,164810.15843521417,176371.3376609515,186693.35463646313,196403.89066437143,205480.8089893095,228609.19816775795,264863.7474139543,267409.17753582465
79601,TX,Abilene,110032.2888855193,115316.02474772361,118721.25981734016,125607.16700359683,130300.51587038323,137793.00858319312,155705.00852972135,174258.92662482956,180810.92128160322
77018,TX,Houston,374218.1322910862,368924.2743262725,367320.52451224526,377868.02662096807,390439.51540010906,405730.7748132138,435051.1367482455,479009.4395572033,490890.72452241107
77356,TX,Montgomery,233183.93728831926,241922.74280586347,243324.25574796504,248475.3570829536,253391.8228196782,262945.17533956276,303527.8131107849,364272.1400965449,366192.02346621465
78617,TX,Del Valle,156067.03006830323,173835.66033313304,187324.7091149531,198935.6875700182,206342.20356628182,220563.23030280732,291420.93366483226,362783.6930119965,328084.31195759884
79106,TX,Amarillo,97314.41629593736,101141.30433732404,105360.40129171112,108668.7437242954,112062.469811506,117112.29833995667,131265.77960778656,149459.58966174987,157066.1915833376
78212,TX,San Antonio,168200.98865874173,193036.2525712452,216340.1262291735,233884.5351872415,234623.11003833683,248420.90780923623,276934.3213537165,299418.7806089904,292693.87855875125
76114,TX,River Oaks,85403.61523680665,97681.55880084548,115006.95211295191,133850.944403162,146878.0326480659,161390.16512961723,186804.60969880826,220711.41604923646,226104.1140455158
76049,TX,Granbury,199833.78259923277,213434.9496215127,232991.17461868655,255473.2352240961,271039.5118922084,286232.64888096176,334930.58044631255,402279.0596111088,399298.26755874604
78102,TX,Beeville,119192.61601024203,118828.23078535438,121011.21619207582,128757.44199977799,140563.7249359881,151423.86432147704,158872.1837396328,165718.3101884217,151757.5414992752
78332,TX,Alice,135557.98792960288,135860.44186640737,129124.1496179891,125937.87296716419,130273.546473169,132733.37007173247,131899.34268281894,126147.51741570246,123244.59483126237
78757,TX,Austin,368174.3893678605,398051.06712329324,415848.77269116946,428059.9860863798,445258.94112503197,485433.1131904666,608864.2756455132,720917.6419646745,649447.1148407438
79606,TX,Abilene,179656.1123800592,184927.60811883028,189549.49264626877,196495.95498176911,200769.47616887387,206186.78952887643,227438.2276501263,258850.4097443271,266908.7631217512
78746,TX,West Lake Hills,855733.5239844802,891234.2232967772,919946.2797701597,962849.9049648708,1001057.2403709736,1085501.651340201,1487594.7037465097,1921472.809285963,1826867.981900983
75503,TX,Texarkana,156581.24317477844,162045.84842375116,163524.4377444092,170874.62182521055,178848.9216848656,189140.18745821554,210768.5783798908,240386.27668996286,243219.06777236503
75092,TX,Sherman,137367.38786012674,151729.27301608093,168172.18107636337,185329.10213583862,192599.84933960062,202038.95372928915,235124.93149454112,280296.36978378246,289346.2041084898
77022,TX,Houston,94236.51654367037,102871.86165776105,117316.54316347644,130849.55841642768,145019.80977375174,157088.4117227085,177935.2944212784,201802.2912605009,203288.3790291623
77023,TX,Houston,144703.28121656054,162567.75497799032,178606.5412153243,193363.3520542131,209548.77307133356,223832.74256604645,243269.71681861792,264923.5859414803,262795.31341437285
76209,TX,Denton,134492.24855808343,153523.82006405765,173538.0038298395,190841.2135514211,197727.00942951397,206787.1976407379,238312.57115962027,288642.63605091616,292117.9573268363
78727,TX,Austin,249125.25655566985,271322.3670559567,291597.37602909683,308136.3504034479,327512.78892870055,361525.2912839731,465447.66722598864,535900.7848954027,488981.427494503
78737,TX,Austin,411722.30188721366,433913.3167882213,450205.7524961403,467397.0695707261,483127.2608044821,520615.76985132694,703057.3870984406,865993.2565778684,791380.8498142088
75455,TX,Mount Pleasant,115158.10293267753,123118.8832739608,130334.54821454617,138222.11137784302,147113.59437274237,157754.21526160082,186769.95732446676,215647.60604031952,218076.69222063865
75180,TX,Balch Springs,83596.38053899638,98934.58557136852,119113.29329695182,141296.46982942816,153528.9101574384,165164.6328344279,190237.70282049364,230091.94794672713,230087.9338633818
77005,TX,Houston,1036991.3715950378,1037592.112798348,1036255.1985843888,1070727.4218139204,1101855.2059576877,1117635.7621301769,1185950.1290526644,1295303.4722911848,1358403.0043416389
78222,TX,San Antonio,121577.8430872681,131305.19023791698,141284.44739087342,151005.5332925625,159096.0743158257,168680.72280790185,191413.43367429834,224688.2156437236,225760.90645756604
79602,TX,Abilene,155097.98436496264,160698.95104868323,164891.61815926948,172723.04668236,178045.98536727694,183594.46254295352,203350.8470937166,231233.79850036194,238668.01044019038
79764,TX,Odessa,146304.52910272777,148828.46718059105,144373.18079470182,153774.37395752445,181195.073027469,203637.7949463592,199048.06837395267,193018.00467069392,189717.89580901567
75766,TX,Jacksonville,95219.77166985003,99153.92096909322,102068.43067545496,103162.0075903336,111741.93767469493,127482.75220972899,153233.80753466306,176887.98896818943,186839.00977827754
76132,TX,Fort Worth,251589.7737396603,268348.66858291766,282622.72019787657,299695.7949404265,308570.2779578685,317880.1649648658,359985.7438594241,428704.9635289455,432604.366879735
78410,TX,Corpus Christi,162732.2064051878,171339.9599804537,175502.90591044782,179218.46050831824,186065.89437569166,197011.1703473417,212921.7289222798,232742.53174778062,233219.8432252864
78633,TX,Georgetown,304106.388421575,317087.38071213715,323880.14032314374,329928.96252547746,331613.5311129955,342566.05924976314,414958.5293364763,503231.65866613254,477523.6899973005
77414,TX,Bay City,138180.50117536608,148301.2037986411,153746.38594830362,163324.76539671226,163090.1721685203,170043.5946954573,183759.43962312784,201634.335511928,199195.3233426832
76109,TX,Fort Worth,357405.3679882206,372858.744673583,394676.0808360176,409189.96304076555,415621.23915649817,424556.67149946204,474001.61241246085,554049.6708085228,568034.4376553821
79930,TX,El Paso,92201.32478907875,95634.13198123407,99443.0978655987,100753.22553193785,105362.60960324453,113333.84015539403,130551.11127942822,147902.20155527056,157735.59499340234
75252,TX,Dallas,332542.3133472945,361266.1208188977,383101.59668419993,393340.57690610684,393462.1897099209,403943.26592184626,460470.97303469904,554121.8193913078,571772.6903729226
79118,TX,Amarillo,160975.4177043372,166655.41110705488,169966.67704647683,172311.52174653023,176468.87999458823,182934.32662222223,206561.21961486433,237245.8723623796,243844.30799378827
79934,TX,El Paso,138851.74117237463,140395.77664986256,144044.6690969742,146709.50537271632,149589.80023435692,157418.7886180379,179247.74104992638,211339.40156124355,227529.6978530921
78724,TX,Austin,158926.31597373378,182160.13077474516,202613.5126566691,217233.17419146758,226661.95162569324,245500.76922415744,324662.3049235007,396714.65976673324,360915.02127147856
78728,TX,Austin,221920.61201944304,241964.54255496047,258319.82569387497,268546.314605348,281229.04254162085,310304.16532135947,411754.7310774414,483353.37814845075,442072.59211422375
75048,TX,Sachse,226512.58648321126,251542.77468208547,271410.4607221309,285806.6754693023,289972.212937684,300157.07017699693,349600.1460756866,432109.3021377658,440410.5818561193
78754,TX,Austin,203177.4821962074,222808.3202957554,237263.82407848435,245443.9584262129,251526.65970269908,270558.5697006125,364141.30898472975,444211.3695310861,400154.0511965066
77021,TX,Houston,89741.2470286098,99598.6770901201,112331.93806852971,125644.55433428592,140793.8864405325,150886.8760200753,170995.78169275125,194452.69527851953,195322.53197185992
75212,TX,Dallas,65642.07945635196,80744.02367242903,99283.35185240292,124514.98397313955,145705.17674202818,162802.78091028752,188044.4853465025,224938.17947924658,230956.77223007064
75254,TX,Dallas,127946.0436794217,146348.3198088127,166427.72885053285,180443.93115564995,186350.3184493792,191796.37422495647,209103.39246855723,245776.13599985244,252725.5790605188
76208,TX,Denton,228419.69710571805,248919.278178625,265679.561117766,280559.35969836323,286867.7176089448,297720.9009310669,348330.4445909465,424534.6659252823,421029.86019846506
76528,TX,Gatesville,117814.34355667997,127405.3164981182,134552.81026573927,142632.43750072908,154654.90246247637,168905.45154066532,197054.8576259828,231002.57021153893,235342.4299758688
79072,TX,Plainview,78789.20003703295,80630.52153724925,82197.44840422839,85907.77657241876,90040.40036801361,97115.92143940611,103668.62467704562,115799.16666752221,112419.27258856411
77061,TX,Houston,118796.50767675025,128802.469216493,137922.06299168876,147796.49854581055,161419.29363559608,172742.9488766903,195224.68298009897,223762.31424112024,225717.48879008243
75082,TX,Richardson,301213.0372544245,327651.17326934164,349994.24473700294,363295.59661051474,366504.6993220013,376670.9145740176,432792.72165387333,529206.2311116254,543234.2318397809
77345,TX,Houston,277044.9136362249,284531.5298739784,283912.15026244335,283020.52354677726,286501.42062947556,290414.7995485195,326147.5166162324,380856.36340670334,393234.5785137767
76034,TX,Colleyville,456141.88134984946,486456.5692085962,505395.91915472614,518978.2877368334,528184.6835875206,551065.0612451249,642193.5296449264,792533.1130255508,805433.3141466335
77662,TX,Vidor,119757.05501742639,123789.30085364314,129731.79262693525,137078.54689685928,149849.86076053765,165847.02575140356,172931.54456246406,175841.8287543069,164361.81393805763
76126,TX,Benbrook,189266.0042705792,208374.63366738413,227019.576117406,245680.3385892172,253011.32426706122,265388.24126914755,304705.82566848997,365242.8132785291,366396.5537458613
78731,TX,Austin,580074.7317222895,606800.3858636647,627131.6825103433,650634.3025650616,679690.4878451821,737386.2713944352,947589.447643879,1152938.2848010284,1087105.575786115
77385,TX,Conroe,215693.82723840812,223215.71924986926,225491.43253678715,230094.61902039102,237223.64294021516,246696.9433145925,280751.0067439437,335106.6090394769,333145.48929751373
75022,TX,Flower Mound,385223.002819251,407879.399712834,424643.9814478703,440409.816827523,447358.3906593256,466271.8515359538,548470.037321609,677587.8203727198,691759.3141439286
78411,TX,Corpus Christi,131688.60728633584,139676.43156289708,144438.80082321234,147744.40527061909,154717.89609755905,166025.53951479914,177814.84511343238,187631.2551094202,188513.28860092806
76201,TX,Denton,124128.49650595756,143454.54053375326,165222.11211349326,181818.17616852498,188816.83926916806,201996.45212200008,229719.9899198805,273640.1141682278,279271.065046306
77071,TX,Houston,123161.55580384274,137414.7349840628,148129.8611076754,157294.8393630887,167270.0707878991,176730.12282590556,200383.91385426655,231232.03763175453,236476.9775617693
76710,TX,Waco,116174.79299707148,123910.32973036804,136139.2128559536,151342.8166486967,162909.11036720456,176769.42977058733,208010.7989726999,249104.67809083647,252929.9146420597
77545,TX,Fresno,160186.84812880927,172770.56995766488,180591.3542687595,191727.82040212335,200850.7693992525,208714.49994713897,238593.73247229334,283346.4499781487,283990.29936326697
76105,TX,Fort Worth,47693.07662097675,56033.27992829326,67143.25139656423,82972.18777979452,91464.89887673174,105641.58506328873,127786.50746269176,153084.68801520843,158742.1929143336
75205,TX,Highland Park,1003043.4254808994,1056838.672901759,1074770.7857172962,1103672.2218317625,1112312.2036149318,1130063.414710412,1315597.5552582177,1637553.2907196016,1716398.6524120462
76708,TX,Waco,96828.20950121425,103872.12585633842,114280.49371100853,126285.7016489574,136292.1658179815,148958.8307061653,178984.96180523105,216001.0533418846,223021.11769842883
77503,TX,Pasadena,99616.72963938191,110887.95718978117,120825.06728815603,132456.65722392107,142600.69738702735,150760.11971411083,168944.5461783731,194170.9627805994,199759.74552712758
