zipcode,latitude,longitude,city,state,population,density,state_x,City,P_2015,P_2016,P_2017,P_2018,P_2019,P_2020,P_2021,P_2022,P_2023,Net_Income
77061,29.65436,-95.28481,Houston,TX,25485.0,1318.6,TX,Houston,118796.50767675025,128802.469216493,137922.06299168876,147796.49854581055,161419.29363559608,172742.9488766903,195224.68298009897,223762.31424112024,225717.48879008243,66108.0
77062,29.57584,-95.13406,Houston,TX,24761.0,1644.6,TX,Houston,181765.12574353188,195054.1655938964,206706.0439941614,218711.65903508328,226677.3011920318,236088.1077981405,263528.8888710388,300912.0303346791,306429.3368676191,38908.0
77063,29.7356,-95.52157,Houston,TX,39855.0,3441.3,TX,Houston,183349.15605669466,191454.91044660006,193491.70850084783,193560.08486670497,195201.6778593592,196288.65725655,211320.17394599234,233099.69638176833,241511.86317762034,86736.0
77064,29.92279,-95.5467,Houston,TX,49305.0,1294.5,TX,Houston,154057.79816322165,164958.60355446438,170873.63826427664,177749.53799825904,187150.74147795516,195811.8464441815,223100.9392325353,264299.5928818054,269103.35934075026,101061.0
77065,29.92673,-95.60324,Houston,TX,40140.0,1886.1,TX,Houston,160642.0982959801,172760.71144449126,178503.19199631127,185572.72456672628,194714.51855784634,205252.6021598453,235065.27051374305,277082.5303002053,284047.88764435344,78899.0
77066,29.95714,-95.50277,Houston,TX,40053.0,1790.7,TX,Houston,131984.421584169,142723.550160957,148942.15190270415,156952.17972268394,167057.06516510673,175785.6016811427,200319.05667960257,240544.1993235472,245791.87296667192,84826.0
77067,29.95283,-95.44719,Houston,TX,33420.0,2271.6,TX,Houston,108492.3958254184,121213.16547103539,129977.84800508687,138756.7621641961,148820.44632803393,157431.57391198378,180564.57959138253,212285.85844584624,217506.82300505516,95663.0
77068,30.00628,-95.48694,Houston,TX,11031.0,1122.6,TX,Houston,191475.94154687956,199984.04799987643,205107.24020424788,210487.60881407282,219745.64981620593,228045.50776535657,262902.72909404204,311938.4364126002,315090.4816077739,24425.0
77069,29.98631,-95.52398,Houston,TX,19054.0,1565.7,TX,Houston,222188.57857312667,227086.2778725959,230364.10590078877,233165.64753039752,237886.5103165624,243766.56987027675,277355.8560214518,324781.8916211953,330492.298465084,33007.0
77070,29.97783,-95.57377,Houston,TX,58462.0,1730.3,TX,Houston,175468.33441614988,185531.01862943405,190421.68590926277,196604.1933438092,205114.03841951746,213531.29572060544,242673.97963672472,286439.33970707614,291586.29655746726,96200.0
77071,29.65265,-95.52046,Houston,TX,27221.0,2338.0,TX,Houston,123161.55580384274,137414.7349840628,148129.8611076754,157294.8393630887,167270.0707878991,176730.12282590556,200383.91385426655,231232.03763175453,236476.9775617693,73301.0
77072,29.70006,-95.58539,Houston,TX,63585.0,3309.4,TX,Houston,97068.0322595634,108970.50320334612,119164.9437256794,128280.67037114309,139190.31157010165,146473.76305454265,165238.40605485401,198270.0399323715,206493.65582779126,186132.0
77073,29.99849,-95.39804,Houston,TX,38857.0,1030.4,TX,Houston,132879.60765409842,143011.97247709977,148766.6618702331,156468.4370977939,166434.95693575472,174392.86208383992,200662.47258131928,241003.97314310216,242072.6343704896,112671.0
77074,29.68821,-95.51633,Houston,TX,39088.0,2743.8,TX,Houston,111168.28438242432,124626.98649701865,132875.09844237685,137465.66873378507,146764.92530635966,154470.47069123326,173754.25206332884,200424.427384139,209084.53357761708,105144.0
77075,29.62119,-95.26749,Houston,TX,42736.0,1471.6,TX,Houston,131098.73984162413,141896.886363695,152893.50028869417,164148.56026765986,174840.26551228343,184563.12567637974,207448.31543748305,242789.36558651144,248605.3393062904,98372.0
77076,29.86002,-95.38328,Houston,TX,33171.0,2697.4,TX,Houston,93372.67489339277,102164.77309461129,108963.95781739993,117639.90898179344,130826.8520620172,142450.6705546354,157788.4477348736,184493.2257775007,191415.01474107784,93092.0
77077,29.75375,-95.64189,Houston,TX,63168.0,1474.5,TX,Houston,294525.24993144337,302434.4482412072,303629.84094993275,300979.5621340446,301042.85797664867,301433.01739179296,327234.81598256127,365962.1087842539,373253.5675159688,110173.0
77078,29.8529,-95.25089,Houston,TX,13738.0,515.6,TX,Houston,72121.00458391149,80869.07394649772,88994.4696833822,96257.67814145733,109957.47452825819,123124.62797255034,140932.3557754913,164065.41637878912,169578.9964495612,47763.0
77079,29.77632,-95.6037,Houston,TX,34633.0,1728.6,TX,Houston,468123.7396928482,462891.1273605631,458324.79823983443,433944.33243139525,436818.96134246886,451841.6701473679,496954.3178830423,557659.9799062476,588219.5522747715,44383.0
77080,29.81662,-95.52375,Houston,TX,45391.0,2736.8,TX,Houston,216541.72486055733,231722.23838098126,235675.48170651807,244630.88233331917,251061.28602149594,258418.27048501928,286494.2792441296,320122.49802456424,326040.2772027938,110119.0
77081,29.71219,-95.48026,Houston,TX,51374.0,6101.7,TX,Houston,173182.18466332005,179717.52510597705,183745.550999905,184400.3138584698,188748.11828984602,191965.39394058983,209231.44307021447,232168.6212866468,240314.0529601329,131916.0
77082,29.72383,-95.6414,Houston,TX,52827.0,1620.6,TX,Houston,148725.64694802134,158886.50672755967,167461.06432441197,177167.10957302563,184417.92940101787,190308.9194927905,213658.00330046835,249134.96031251003,255585.40201846958,144266.0
77083,29.69316,-95.64858,Houston,TX,77663.0,2892.9,TX,Houston,137301.53780667015,150492.98438256962,160853.84552234484,170652.54870038602,180533.90682143872,188252.37915071737,214305.29898631596,254124.8762230874,260581.59804960046,206043.0
77084,29.82698,-95.6612,Houston,TX,107864.0,1312.3,TX,Houston,150282.39188229776,161698.09638453208,168185.80247264,173451.65514351576,182589.9024243861,191187.77767471736,219787.1738169907,264213.9269297034,268240.29194590065,232912.0
77085,29.62465,-95.48411,Houston,TX,17101.0,1204.5,TX,Houston,116828.77719939197,128751.21142325278,137425.73475283946,147552.2073090545,157290.79960675447,165271.23756265952,185108.07553748964,220124.24611804765,229032.73618876742,49510.0
77086,29.9186,-95.49064,Houston,TX,30071.0,1699.2,TX,Houston,108590.44739438735,121918.99240502248,130729.58637401917,139796.34346030446,151551.8323888868,159668.38421901903,181622.96292500288,214476.33669594745,221770.04983872658,79325.0
77087,29.68631,-95.3034,Houston,TX,36710.0,2162.1,TX,Houston,94364.86841375656,101663.8492959719,112553.39905267429,121297.75447510213,135461.42180843177,144877.09492335116,162211.20246401083,187980.2965104935,190357.1997225726,100149.0
77088,29.88148,-95.45316,Houston,TX,54601.0,1899.4,TX,Houston,101097.32007006911,113445.36398539382,121925.5407652972,130498.34285496268,140065.531626703,149123.12847264332,171116.0207734758,205640.89331196574,213786.75811048326,158573.0
77089,29.58698,-95.2257,Houston,TX,59042.0,1749.0,TX,Houston,147153.93125599646,160036.04345731242,171689.61208440634,183055.1856302586,194445.7611863157,202926.63397917096,227229.41240338123,259471.10810123116,261738.27664513994,110115.0
77090,30.00845,-95.44317,Houston,TX,39478.0,1780.7,TX,Houston,136869.5434500213,145546.82773200842,152664.86123345105,159707.6931964745,168553.47978854665,177943.64699884198,205801.90256006733,247028.34027973094,249431.6118859427,117031.0
77091,29.85382,-95.43969,Houston,TX,30008.0,1627.0,TX,Houston,114043.98207279075,122941.09279567438,130367.09483197983,141129.56980086165,159013.0732014385,172323.7376656644,194586.55861811413,223840.686275162,232564.5606697173,83363.0
77092,29.83153,-95.47521,Houston,TX,35822.0,1707.6,TX,Houston,162779.91889032107,181127.49034713904,189347.9015923059,197975.31962723285,203694.27962051667,211946.9541770201,235712.31014201985,266488.59466041694,272178.18855059793,88682.0
77093,29.8623,-95.34097,Houston,TX,47417.0,1524.4,TX,Houston,76493.02285002166,82044.31298078656,88019.24778930232,99595.13257351104,111774.29860695939,123743.86751979146,140449.30230046168,163319.66810306412,166957.51255633673,137238.0
77094,29.7738,-95.69955,Houston,TX,11139.0,1254.0,TX,Houston,388434.95109722327,389409.1226656267,383058.6479221235,384324.72705864167,389587.8537067688,396481.82889829273,436875.6446163179,495906.84550123365,515199.1963762397,10756.0
77095,29.90834,-95.65492,Houston,TX,71138.0,1863.2,TX,Houston,197672.92214925724,206193.98800071297,209898.37362927923,217099.00786174848,225326.04380920218,234352.78302956678,269514.31116242736,321155.1952838331,326553.782406269,117768.0
77096,29.67464,-95.47965,Houston,TX,32744.0,2099.2,TX,Houston,361165.6230206234,358360.93264235416,351504.8382554068,325600.2675935752,323169.66594666167,326447.94200137595,351243.66049805935,385957.70579039684,398350.6215684404,62898.0
77098,29.73482,-95.41526,Houston,TX,15414.0,3376.2,TX,Houston,561931.3865862797,549055.6198493361,543265.4443610715,553881.8108195883,567446.5754065948,574331.6898571382,607475.8751834504,646674.0742994215,650418.91707641,19081.0
77099,29.67067,-95.58485,Houston,TX,50113.0,3156.8,TX,Houston,107029.95848640749,119116.09884599305,128585.75460494374,138480.05453963,148314.05065442223,155923.29341967803,175653.2543104624,210099.67463779508,216719.13735321985,148636.0
77301,30.30897,-95.43281,Conroe,TX,33409.0,639.4,TX,Conroe,138240.30561791713,147196.2557553771,154045.15773806447,162307.66000496852,172266.64748385063,181187.79743424253,204508.31286001983,239685.1368806126,242801.96851810705,84397.0
77302,30.22626,-95.36014,Conroe,TX,19165.0,139.9,TX,Conroe,185296.45830921934,192940.27498016274,196417.46757201338,198824.67479262807,210103.23734173807,222208.45938762033,257094.63263012646,298654.79905936396,297899.4559185935,35649.0
77303,30.37569,-95.37937,Conroe,TX,22502.0,142.6,TX,Conroe,153136.38661294704,165541.76161092578,173319.68615276943,180260.7469626506,190798.92616353196,200585.25436132998,230712.97391046354,271020.2443343465,272373.27053533215,41202.0
77304,30.33097,-95.51538,Conroe,TX,36700.0,353.9,TX,Conroe,222696.97512531478,230737.9205157695,232739.1730590616,236771.09981910742,241776.03754311547,249522.89221978642,281254.76437104883,328868.8225681733,326585.1370609431,50776.0
77306,30.2799,-95.31337,Conroe,TX,16650.0,156.5,TX,Conroe,137671.0438247994,142693.5527082877,148414.16561836717,156579.4454957665,167730.85922399044,181462.8180769875,215612.97504473,249380.29292644747,245647.02922519474,33239.0
77316,30.30974,-95.68528,Montgomery,TX,29191.0,87.4,TX,Montgomery,274557.63979936944,285319.5389106223,284704.77719612676,290917.7385330612,299002.4609333045,311313.0935458089,358198.69287113444,427832.92064983415,437447.77207317564,34056.0
77318,30.44709,-95.54364,Willis,TX,18348.0,191.2,TX,Willis,203184.58399378604,217602.0704618597,222067.2091657688,228722.0126204457,236654.96835177706,243589.347248077,275797.769857819,323294.7738941828,320838.2542877627,29224.0
77320,30.80672,-95.55687,Huntsville,TX,38572.0,43.3,TX,Huntsville,140249.6190642665,149594.06029546724,156155.8345405989,165160.9512332245,176062.13791630298,188428.3121983437,210717.60974689448,241012.32056063032,240705.48292827685,53690.0
77327,30.3262,-94.91826,Cleveland,TX,29710.0,33.8,TX,Dayton,118585.57956550024,128399.65207897435,140547.01026154248,148452.87855063318,159266.60041886894,172446.84044350372,195219.6034930064,212731.4833650651,209926.12483099033,48838.0
77328,30.40767,-95.18888,Cleveland,TX,18297.0,39.1,TX,Cleveland,146076.08373118597,154738.8010632377,160942.0099082734,166468.56873440425,175238.436432324,191019.6687073703,223660.07925316025,252971.39224681072,249638.14294358407,34822.0
77331,30.61928,-95.17706,Coldspring,TX,7114.0,16.0,TX,Coldspring,149109.93998245458,153838.54525546732,156876.40203159797,162948.5648735584,177576.27463478924,190960.53468303694,234144.0337074124,268711.29639302235,258272.7637690763,13925.0
77338,30.00858,-95.28351,Humble,TX,46780.0,693.7,TX,Humble,129147.15510038368,139982.81203286056,147594.81921212524,156309.88498685547,164864.67589196822,172986.10627132675,197729.21170687233,237852.54684360465,239666.36639869743,103436.0
77339,30.04788,-95.22139,Kingwood,TX,42652.0,1025.4,TX,Houston,181925.74784910667,191707.61925518568,196867.9164368578,204117.52149972695,209925.76367496155,214448.72359827397,241590.60744955394,284568.7669364554,290399.6507295777,58992.0
77340,30.64601,-95.53441,Huntsville,TX,32826.0,59.5,TX,Huntsville,159440.04721400051,169897.43339735226,177769.07392353448,187740.77097045802,198255.0712511842,211891.7544337184,236741.58377771298,272809.68927631073,269885.78710047965,59598.0
77345,30.05392,-95.15884,Kingwood,TX,27274.0,1256.1,TX,Houston,277044.9136362249,284531.5298739784,283912.15026244335,283020.52354677726,286501.42062947556,290414.7995485195,326147.5166162324,380856.36340670334,393234.5785137767,25231.0
77346,29.99027,-95.17777,Humble,TX,67587.0,1455.8,TX,Atascocita,197858.71044189986,208740.82356693083,214266.05390258468,221949.82863134294,228182.1343372915,235048.02532265158,265702.751132537,315329.11069121904,316524.9244862368,87246.0
77351,30.70411,-94.81682,Livingston,TX,34047.0,20.6,TX,Livingston,116601.44371657317,116576.0664726915,121838.05027955682,127895.61818565273,134799.08098930816,143833.11478440557,163963.01189543266,185636.9019253007,181670.9416086579,60500.0
77355,30.1579,-95.75014,Magnolia,TX,31164.0,216.5,TX,Magnolia,231477.96540841702,244160.8383859604,248016.2125606708,256203.1909213226,265951.6518753158,280550.9905049265,322129.4993316186,371672.43486411613,371024.19977329933,44140.0
77356,30.44807,-95.70358,Montgomery,TX,28689.0,87.1,TX,Montgomery,233183.93728831926,241922.74280586347,243324.25574796504,248475.3570829536,253391.8228196782,262945.17533956276,303527.8131107849,364272.1400965449,366192.02346621465,42757.0
77357,30.15694,-95.18173,New Caney,TX,29992.0,172.6,TX,New Caney,169031.3749974389,181401.50495757966,189760.9462254882,195861.61409711276,205917.03743648445,216793.76785805644,249220.86481980685,286012.3209802842,282148.3819075297,56494.0
77358,30.55061,-95.45419,New Waverly,TX,5324.0,18.5,TX,New Waverly,195099.002586038,210185.4987281081,216908.5206581282,227059.4927806798,243147.82024934483,261015.39584996155,302306.0971332038,347972.4459281639,334705.78335832356,10799.0
77360,30.8471,-95.11394,Onalaska,TX,5805.0,68.0,TX,Onalaska,112591.35530515201,109446.37642933395,112722.7119005322,118570.9916859088,123461.6702718552,129022.24227979792,147155.0220724166,169667.4553518817,162956.052169674,12692.0
77362,30.16003,-95.67237,Pinehurst,TX,6361.0,229.6,TX,Pinehurst,230196.08946040893,239774.75937761724,245098.7136932664,255771.50716705734,266991.37622662535,277847.3856968633,320785.96018984047,379628.1561837381,377596.0418317936,10051.0
77364,30.76592,-95.22168,Pointblank,TX,2272.0,28.5,TX,Point Blank,132814.849359475,139226.87274037563,138458.39279728953,146741.409038269,155610.60413781766,165760.91444860378,200156.072542883,226652.7768567986,224584.87115969317,5207.0
77365,30.11638,-95.2747,Porter,TX,36802.0,343.5,TX,Porter,199773.17815664815,208502.286033646,214372.18474667217,221367.57517397963,226861.09368944005,231974.00954033542,258130.1559109709,300010.18893008743,298690.57233486127,69160.0
77371,30.49376,-94.98146,Shepherd,TX,7291.0,23.9,TX,Shepherd,110541.54752409551,122591.46453606902,120019.76749495463,120064.78823532525,133921.24379339817,145567.96615583493,174404.7503006297,194126.9090352942,181805.75114421983,16339.0
77372,30.24472,-95.18281,Splendora,TX,14103.0,105.7,TX,Splendora,136624.3565199705,149909.2165549433,157986.58716454357,165452.9209166665,177392.41921436266,187916.8467014941,214142.29915475263,244722.0825307122,243252.23856650293,25505.0
77373,30.06143,-95.38423,Spring,TX,63296.0,1028.5,TX,Spring,134214.16780739502,144417.21996814635,152577.4131505702,160934.93126616618,170169.4105838797,177551.25751139305,202986.80429898915,244110.82764597886,247023.07714992235,125556.0
77375,30.09393,-95.59095,Tomball,TX,62970.0,690.1,TX,Tomball,208052.62449641086,218719.74984748967,222639.16382254136,230104.45958055035,238117.87081628173,246974.2892471135,281378.87043683353,336593.49725629424,339556.6683356858,89411.0
77377,30.06141,-95.67608,Tomball,TX,38689.0,423.9,TX,Tomball,253874.34237542376,260266.40893215383,261524.22152528228,267761.0772914056,274878.68087890744,285261.10813523555,325657.672832426,388040.5652374576,394726.9905119051,48505.0
77378,30.45873,-95.37454,Willis,TX,17549.0,76.0,TX,Willis,135017.84628018516,150570.634238837,156856.18293233198,164476.99809097213,171966.2736261613,182503.11971857198,207426.14896831848,239651.46972805963,237630.2792467266,40016.0
77379,30.03966,-95.53305,Spring,TX,82125.0,1228.0,TX,Spring,230506.6570374807,237180.5098189209,238735.92529711095,244586.70885806892,252181.47624049906,260594.71344853312,297413.1233561321,354533.81627443776,359505.14552858163,112440.0
77380,30.1365,-95.46863,Spring,TX,29095.0,903.8,TX,Spring,242181.85871699857,241370.4316807804,237931.9816599134,242946.06869996028,247678.53546997462,256919.40726392748,296284.6155833949,355018.7935163006,363223.8760343029,43593.0
77381,30.17791,-95.50266,Spring,TX,36080.0,1099.2,TX,Spring,333372.6793998506,329179.31788903894,321213.5733739283,324113.4318576033,328860.4251667152,340420.45774227544,389411.84295687784,462035.1235862972,479669.64603732957,38722.0
77382,30.19961,-95.5455,Spring,TX,41233.0,1326.4,TX,Spring,360145.4856768336,353872.95581289526,344996.1058993871,346812.71822181967,354690.9298675515,367182.76804617886,413731.9745753074,494784.9080250251,514967.4860297594,31905.0
77384,30.23453,-95.49675,Conroe,TX,21259.0,445.0,TX,Conroe,295161.94895407395,292905.748317855,289459.2670767315,291592.00362133206,298052.97009925486,307684.4526939553,347183.3065865112,408165.1658441951,417039.4567350516,26659.0
77385,30.1894,-95.42264,Conroe,TX,24771.0,440.7,TX,Conroe,215693.82723840812,223215.71924986926,225491.43253678715,230094.61902039102,237223.64294021516,246696.9433145925,280751.0067439437,335106.6090394769,333145.48929751373,38833.0
77386,30.10153,-95.3561,Spring,TX,64460.0,610.6,TX,Spring,231284.68244804718,236479.38027674495,238595.97321281393,244898.64899853567,251430.76327464695,260360.39325588752,298220.7206482363,354647.04961806565,356365.95638247265,67631.0
77388,30.05957,-95.46764,Spring,TX,53498.0,1542.9,TX,Spring,180448.89571366354,188746.99890977016,192503.0806620597,199716.75314822362,207682.70932828108,216088.01473305363,248008.10277452823,294847.4709662473,296791.2605722953,79686.0
77389,30.11509,-95.50752,Spring,TX,41982.0,762.1,TX,Spring,321886.06017532543,320407.18489809264,312924.27556006523,316464.39731791633,323826.3032101903,335073.2051979313,382506.82368224027,454156.76457321295,461566.44922499236,41916.0
77396,29.94778,-95.26129,Humble,TX,61720.0,957.9,TX,Humble,150377.5696799589,161221.3561810979,168238.83313211595,177413.2623268602,185844.93152870622,193289.80068196566,218013.18379608344,259494.0973073997,261123.88446794348,107779.0
77401,29.70398,-95.46192,Bellaire,TX,17362.0,1841.0,TX,Bellaire,847819.2746435794,848899.57656727,836025.8518296705,821735.995731936,810249.0078614122,793883.6196937943,846027.3943101176,922662.0236984603,964938.050877942,13924.0
77406,29.64571,-95.79184,Richmond,TX,58998.0,395.5,TX,Richmond,269298.66413162346,276572.8639393819,276740.62399616133,280639.09542898595,282386.2286147095,288654.84894128505,334380.10441199486,403049.08221949526,409380.90330061043,54057.0
77407,29.67658,-95.71455,Richmond,TX,73084.0,1411.4,TX,Richmond,236543.08987711347,249504.36005866923,252107.53849152103,256357.5787135194,259375.5463871609,266205.2867391579,309640.636025025,375795.0009307459,379723.33295883745,79257.0
77414,28.90601,-95.8935,Bay City,TX,24345.0,16.9,TX,Bay City,138180.50117536608,148301.2037986411,153746.38594830362,163324.76539671226,163090.1721685203,170043.5946954573,183759.43962312784,201634.335511928,199195.3233426832,46131.0
77417,29.46633,-95.9621,Beasley,TX,2892.0,20.5,TX,Beasley,124180.33046548162,134902.535682041,148068.27520263032,160864.52526934326,175600.97505585328,187683.0029640858,210162.28876300843,235347.31582757217,235818.4949756824,4829.0
77418,29.97922,-96.25063,Bellville,TX,10220.0,21.2,TX,Bellville,212666.03211506433,227786.2994545078,238931.56904871002,250134.75974875744,260745.9132825539,272315.25116136717,309442.5270423054,362797.06178192655,362806.6589969581,20696.0
77422,28.96492,-95.57268,Brazoria,TX,14042.0,31.7,TX,Brazoria,138457.36119486517,151698.99482583124,164465.6060055608,171662.0011625056,181566.39228234734,193987.07973957143,208870.06992596912,225835.97742167558,225262.2901823889,24848.0
77426,30.11633,-96.24721,Chappell Hill,TX,2019.0,8.6,TX,Chappell Hill,251072.55400331775,271834.2480098886,292069.2904051511,315892.00558316405,328545.71916102694,354250.786542757,424472.95576290553,500314.43008906237,503260.9161767523,5003.0
77429,29.99068,-95.65808,Cypress,TX,88375.0,902.9,TX,Cypress,230494.2393773117,239389.8239532777,243057.9905433505,249369.4857119273,257132.1265777822,265622.6965156745,306049.7618492728,366485.8203915924,371690.1570249772,112440.0
77430,29.26487,-95.65616,Damon,TX,1780.0,5.9,TX,Damon,188715.32496045996,203356.35234128716,209672.08972173778,223973.29798429456,236136.85734962334,247941.88196135688,285833.6078773175,323797.59556854377,319735.8252666741,3957.0
77433,29.9492,-95.73979,Cypress,TX,103070.0,674.9,TX,Cypress,273805.6696963525,279222.96151948115,278777.70072595624,283571.0479958179,290657.1870924172,301056.0382164544,347467.06479533,418856.892383309,425596.5977975458,114121.0
77434,29.52577,-96.31983,Eagle Lake,TX,4128.0,11.0,TX,Eagle Lake,80485.50655775674,87532.64869855008,89115.60047029545,95995.8018691991,102390.91745298282,112717.3921493416,130377.8835514915,126644.26729281234,125278.79083353239,12307.0
77435,29.51111,-96.12395,East Bernard,TX,3727.0,8.1,TX,East Bernard,171577.94732368842,185890.9876186334,197490.53667523584,203656.44484921862,217684.760339628,240761.09500803406,263922.32197422546,293416.63974951097,289770.21276480897,10101.0
77437,29.20452,-96.27328,El Campo,TX,18529.0,20.3,TX,El Campo,120828.86427476564,130876.33468096172,133778.1136172323,139370.92556016336,151961.52370164174,163218.27202252645,175166.6544648226,191374.45097160887,189897.59198682394,44192.0
77447,30.05178,-95.82868,Hockley,TX,18145.0,67.7,TX,Hockley,197037.15373540227,206540.13739298392,211739.11570723195,215785.76064311664,225041.75171133465,232616.2069556551,261903.22400817287,308258.50464220525,305009.56564641383,30714.0
77449,29.83674,-95.73547,Katy,TX,119994.0,1713.4,TX,Katy,151032.56676456958,163981.26260584366,170701.62090587537,178898.51494270354,186724.24901956925,194306.53341992645,223289.63250128544,273262.4359541737,274389.97058787587,257998.0
77455,29.14017,-96.43782,Louise,TX,2014.0,3.7,TX,Louise,147524.2882687303,160729.20852207704,168660.59021171957,174275.86371830353,188835.5779314828,207449.25190911558,224478.2533617285,243268.67085316931,242494.4265285987,3781.0
77459,29.52691,-95.53407,Missouri City,TX,77722.0,959.9,TX,Missouri City,261725.8733983309,273211.0922669721,275876.3727583446,278953.04554590426,280299.97179580684,284740.2408241353,321558.99256807286,379745.8791208015,386196.05396631674,93588.0
77461,29.39159,-95.77345,Needville,TX,11824.0,30.3,TX,Needville,165689.72451527073,179837.40657519098,196849.19743465373,209445.40900013488,223495.7333337535,236383.252517884,266071.6521256924,300593.3249110126,305465.1545894113,22221.0
77465,28.71152,-96.22545,Palacios,TX,7227.0,12.0,TX,Palacios,123965.23636928461,135341.42881315187,139891.05595373941,147705.68261495852,147753.18693241212,153510.63232065758,167639.1673917295,181249.64565195222,178452.789299157,16041.0
77469,29.49229,-95.70571,Richmond,TX,57228.0,207.0,TX,Rosenberg,207702.34659836043,220556.81250780806,226113.96119180668,232181.61383048494,236786.87967870248,243428.65536208858,277838.9276708352,332717.03920037294,334937.25513780036,87199.0
77471,29.55159,-95.86785,Rosenberg,TX,41723.0,164.0,TX,Rosenberg,147253.65481823526,158295.19026608972,168144.9950409728,177134.3766631128,184770.5116166436,193429.64494550193,221632.09627783773,263382.97732959857,267422.2058568507,98077.0
77474,29.77583,-96.18518,Sealy,TX,14048.0,26.2,TX,Sealy,198736.2852461238,213402.18946841304,222260.9352586974,233495.0968719245,243321.92711737147,256661.38723018763,286553.19288603467,326983.4582740121,327474.35550966824,30358.0
77477,29.62625,-95.56718,Stafford,TX,33844.0,1280.4,TX,Stafford,158175.4162727097,170331.71361980384,180039.83911608427,188827.89684042145,199575.80758462878,208107.24713813877,232540.23543043822,269604.2065035409,275861.932519507,78528.0
77478,29.61896,-95.6077,Sugar Land,TX,23276.0,896.8,TX,Sugar Land,288176.0327124986,297356.6688235622,299501.6349143312,302285.31333876826,306696.56797864207,310978.0778089317,341604.29217906756,392843.52706552163,406080.2091217597,36429.0
77479,29.56503,-95.6346,Sugar Land,TX,90084.0,1064.5,TX,Sugar Land,371692.3353548155,376744.5873182987,372855.0615962411,374229.7479206309,373203.47480773437,375774.8285459055,416951.7591586938,491882.56109043927,509551.9919592265,86492.0
77480,29.09388,-95.76692,Sweeny,TX,8243.0,25.5,TX,Sweeny,137131.43002319263,150311.3988496885,160046.80342532793,168008.85614873204,180740.9074679051,187263.8350331873,206934.18236089832,231116.2424245186,226719.22046553437,13582.0
77482,29.09351,-95.88411,Van Vleck,TX,1307.0,11.4,TX,Van Vleck,159535.8012080213,169548.19531972808,175410.25372644863,182757.9586038634,182737.52956447777,191466.7953392718,209197.5841108781,229645.15908202386,219197.1325655017,4072.0
77486,29.15495,-95.6805,West Columbia,TX,7227.0,57.9,TX,West Columbia,147622.5072483434,159119.71163836843,170686.74934321197,179166.33882075295,195762.75541473934,203706.52238403066,219215.9611844509,243686.51026279374,245613.99165776363,13329.0
77488,29.29833,-96.09821,Wharton,TX,14721.0,25.3,TX,Wharton,107223.8267302831,117817.9648617438,125168.10289794106,130758.21741556107,142669.269285213,154512.75148751066,167432.7704024445,183381.4385309046,179793.0197671741,34389.0
77489,29.60068,-95.51605,Missouri City,TX,38593.0,1319.0,TX,Missouri City,114682.10455425414,128772.74080520771,138493.6318755164,147714.56737810277,159026.66520566025,169224.82797785956,192289.67626227625,224785.73711289003,230556.20609705374,101216.0
77493,29.85193,-95.83025,Katy,TX,48117.0,300.7,TX,Katy,220669.16710732286,232470.09741924715,237091.64037036258,242039.17863707722,246267.5235026076,250794.00914741246,287548.5502753247,348675.2719156638,348205.355747858,55193.0
77494,29.74566,-95.82302,Katy,TX,129165.0,1316.4,TX,Katy,324287.51503868186,321896.29319950944,316498.13965521887,320464.5720479168,323809.51711089414,330947.1708522833,381345.90700672404,463206.7816136487,475322.8666824211,98367.0
77498,29.64224,-95.65244,Sugar Land,TX,52947.0,1269.3,TX,Sugar Land,189532.45321412582,203131.0141816208,209364.05783206027,217152.1748039569,222476.1839724407,229246.3867288929,258453.04311417878,307243.9528709304,316889.9651704852,96788.0
77502,29.67984,-95.19953,Pasadena,TX,37665.0,2660.9,TX,Pasadena,105406.40792464592,117440.4628330964,126833.0860934492,137156.56002994804,147235.12134027624,156467.91014407526,176236.22423358835,202087.5617913738,204684.15791087566,90775.0
77503,29.69078,-95.15781,Pasadena,TX,24582.0,1496.8,TX,Pasadena,99616.72963938191,110887.95718978117,120825.06728815603,132456.65722392107,142600.69738702735,150760.11971411083,168944.5461783731,194170.9627805994,199759.74552712758,55265.0
77504,29.64766,-95.19007,Pasadena,TX,25748.0,1778.9,TX,Pasadena,140934.4405266168,151653.23062061166,160489.0621402467,173105.9143428646,185981.3957998641,196730.41122246976,218385.61978439044,247106.47187034567,252430.17540960287,54380.0
77505,29.64895,-95.14284,Pasadena,TX,22548.0,1037.9,TX,Pasadena,180819.26838294536,193650.14462809896,203787.64815167955,216867.95305627977,227379.8734770798,237155.15657939692,262227.04376224434,298330.14307378983,303760.8059481139,40534.0
77506,29.71786,-95.19018,Pasadena,TX,37141.0,1267.6,TX,Pasadena,75117.43852528448,84502.88505952597,92716.60936376076,104022.69369238381,116427.96205658541,127330.10053505411,143295.42306976797,162745.7831143232,165692.97194576627,93219.0
77510,29.34788,-95.09089,Santa Fe,TX,13124.0,166.5,TX,Santa Fe,166611.06745965287,183511.08031198487,198516.87035338348,209576.86985755604,220635.33539410218,239963.61524315146,271627.0250398548,308842.5504544554,304490.97119049635,25140.0
77511,29.38638,-95.23769,Alvin,TX,49600.0,127.6,TX,Alvin,161087.87378927207,173112.40068783416,184430.21595236182,195508.99052249806,205502.46970891,214653.8351575107,239762.86025392156,272267.9708280512,276144.78996004374,97062.0
