zipcode,latitude,longitude,city,state,population,density,state_x,City,P_2015,P_2016,P_2017,P_2018,P_2019,P_2020,P_2021,P_2022,P_2023,Net_Income
75657,32.79437,-94.30498,Jefferson,TX,7366.0,8.2,TX,Jefferson,131541.984440905,126049.55983044468,124131.28248724231,130045.31636887723,129443.37848790248,132357.28047411644,145206.94813849012,160512.3555165449,151809.88171388858,18846.0
75662,32.38076,-94.87503,Kilgore,TX,25153.0,76.6,TX,Kilgore,130558.37646344739,134802.90725639177,133602.76722631135,138448.45718803225,152992.6321846041,158978.01482973315,165234.4645935391,187382.38570671063,198347.3458431212,51436.0
75667,31.988,-94.83729,Laneville,TX,1457.0,6.6,TX,Laneville,122796.23495763158,134911.0791868374,135262.08269711034,138013.9805063629,145581.0707281239,154598.77375534354,169721.93944281116,195626.4135632705,208673.04601497884,2487.0
75670,32.56456,-94.42326,Marshall,TX,18855.0,57.0,TX,Marshall,84951.18445864898,88448.64598781569,85977.13127040392,86256.33509219701,89948.25518543611,91148.97908570775,93195.33486696944,93885.64802353225,91192.64554046998,46582.0
75672,32.47076,-94.29353,Marshall,TX,16700.0,27.8,TX,Marshall,148191.54241740584,151739.74345729055,149843.28505657995,150471.90370749964,156453.19656957447,163660.67006961373,174135.1791509334,188685.8040662907,192437.75501039365,33747.0
75681,31.93597,-94.685,Mount Enterprise,TX,2563.0,7.4,TX,Mount Enterprise,116696.57638514541,126630.39518458002,126622.16370018826,132959.95905557924,142819.40213709863,151142.62899349062,166062.48262885606,185548.71305072014,195477.88003358635,5865.0
75683,32.82182,-94.74035,Ore City,TX,3998.0,25.7,TX,Ore City,97061.71933486185,99149.19250182314,99823.47657565464,106333.7322876817,112408.25025926383,118607.41098360349,131740.23753819792,146764.95143743578,150437.58643726603,8584.0
75686,32.96921,-94.94697,Pittsburg,TX,13396.0,22.3,TX,Pittsburg,121386.48124325274,121321.99905581352,122815.676540464,131105.03191841897,133041.75468293703,141291.79121621634,172169.3222133386,196352.07109781867,201831.27268788958,30967.0
75692,32.4718,-94.11936,Waskom,TX,4698.0,18.3,TX,Waskom,136103.61008746867,143319.80806121603,142886.8100552679,145404.58555949022,150721.84070014197,160088.12423488434,169352.02909257243,182835.77887326604,184678.51830983712,10363.0
75693,32.53364,-94.86083,White Oak,TX,6353.0,238.4,TX,White Oak,154358.483756997,157974.0348777616,158306.7613857258,165874.01749895178,185479.0246894641,193083.8675414135,199858.31514817142,226717.77284481833,238649.56191778713,12228.0
75701,32.32297,-95.29679,Tyler,TX,34296.0,941.3,TX,Tyler,117417.47872004821,122944.20166963736,130452.4355144856,139520.2897812077,142944.28136447477,153240.60143597113,172959.56201896165,200239.39540325722,220163.78187180514,81466.0
75702,32.36403,-95.31207,Tyler,TX,28236.0,773.2,TX,Tyler,64600.56867738299,68472.16080491985,76635.69095874208,84424.12372164697,87511.0032088813,95723.77733410189,112356.29056650265,123672.81495681185,138563.30070300237,84110.0
75703,32.23825,-95.31947,Tyler,TX,42414.0,297.4,TX,Tyler,207633.5444461303,214560.41864917948,223198.403185204,231487.35790379214,236562.08688378162,251316.59826172495,280546.5294363409,325886.3804206593,343677.2353627976,85472.0
75704,32.40616,-95.4407,Tyler,TX,9575.0,55.4,TX,Tyler,129516.01622397284,133617.81769481822,141633.10111042266,151601.3169946457,155229.2410908897,167167.842145706,190657.31858969794,221184.2610899324,237046.9680789255,22167.0
75706,32.46822,-95.30402,Tyler,TX,10142.0,51.8,TX,Tyler,114316.32122859638,120926.86652167728,131818.9097011327,143448.72504563493,147462.83025264734,160040.28079711818,184987.84505637301,212171.82782662613,224754.47920711315,25849.0
75707,32.30479,-95.171,Tyler,TX,14455.0,106.5,TX,Tyler,179692.70562370343,186353.00353993956,194820.28064489816,202371.74492173342,208102.9358395435,221776.23117179328,250217.90542798847,289294.99632039294,307250.9881228995,30203.0
75708,32.41436,-95.20717,Tyler,TX,10419.0,71.2,TX,Tyler,81134.69607752924,87155.2937614157,97473.10060464063,107791.56021702797,109894.63744958364,120477.8051250513,138851.58444115423,155073.79751298847,166394.91855695087,21917.0
75709,32.31323,-95.38904,Tyler,TX,4596.0,85.2,TX,Tyler,155881.27795122287,162076.46745229836,171813.7387031448,181388.9949570976,185325.46949182954,197194.50825901862,224842.5495446358,262570.6048400505,277009.7240500752,13186.0
75751,32.07875,-95.91661,Athens,TX,17098.0,36.6,TX,Athens,109620.07006827173,117004.31417642398,127705.47913793288,136000.29574536855,136724.80781964952,145028.82084829334,167863.90355150378,189598.32104329625,194270.6991457911,42991.0
75752,32.24239,-95.80751,Athens,TX,7450.0,19.1,TX,Athens,175797.26507334746,184786.75796264224,195926.56900468175,207416.93425026987,214306.09202728033,230538.16860943122,274289.0815670441,313216.5695439927,313543.08017039567,13842.0
75754,32.42431,-95.66462,Ben Wheeler,TX,7961.0,24.4,TX,Ben Wheeler,168206.3441113263,175920.1646673987,188554.34837825713,198294.29891025263,211089.07807116458,229676.62585734072,275588.0374614745,312387.6671682618,292227.96460807184,12877.0
75755,32.63236,-95.08662,Big Sandy,TX,4576.0,17.4,TX,Big Sandy,122744.77738923849,124973.18486612802,128264.8012902246,135102.79247536356,145615.53324660438,160358.55438245402,187456.25238166307,213156.14739274405,218242.27959132753,11142.0
75756,32.30031,-95.59771,Brownsboro,TX,4403.0,23.0,TX,Brownsboro,144340.5824979034,153250.63440271807,165358.67073383983,176926.10686825286,181274.16100153676,193497.10855477882,234321.8310454065,268439.69543943874,273301.99052254955,8805.0
75757,32.11584,-95.34933,Bullard,TX,13699.0,61.4,TX,Bullard,208208.27644792837,216144.03129793194,225559.3099963772,233055.71657541548,240922.92229556656,255864.47818525796,292374.20397501305,344357.9765348037,356949.3478695315,20975.0
75758,32.27375,-95.50484,Chandler,TX,9726.0,85.0,TX,Chandler,162439.1787564633,168771.30404977396,174774.8304144073,185196.44272937757,184718.81761474707,196560.10996436808,230383.89734083632,266615.07867962634,271947.72194407496,20087.0
75765,32.64119,-95.2359,Hawkins,TX,7705.0,28.7,TX,Hawkins,128705.815343784,133509.26952168645,139557.4977903231,149856.18054557274,159164.38430304112,179628.75306290563,219802.76210798914,255715.17966479086,265566.2150966876,14687.0
75766,31.94592,-95.25181,Jacksonville,TX,25577.0,31.0,TX,Jacksonville,95219.77166985003,99153.92096909322,102068.43067545496,103162.0075903336,111741.93767469493,127482.75220972899,153233.80753466306,176887.98896818943,186839.00977827754,68589.0
75771,32.53542,-95.43006,Lindale,TX,21260.0,56.2,TX,Lindale,166326.26077699245,172641.20528773087,180104.90742720288,190387.26672370554,197347.81075853287,211746.4377699477,241483.32336070153,284116.17618975736,299966.8501939812,37149.0
75773,32.67969,-95.44654,Mineola,TX,13478.0,29.4,TX,Mineola,134126.85818590855,139052.4349024984,147221.56169481023,155231.99945611507,163833.2924899722,182571.66277645517,220443.3415134301,254238.4961841453,261297.81876643453,28283.0
75778,32.30239,-95.71367,Murchison,TX,2443.0,17.9,TX,Murchison,117952.370765117,126298.7503843012,136070.78126864246,144833.4321402931,149254.7350628827,162755.13590838673,195858.36771207675,226830.67814114536,223462.24468705984,6956.0
75783,32.82227,-95.42386,Quitman,TX,8316.0,26.8,TX,Quitman,128793.37930791925,133644.53923915172,141862.33952992098,146792.89299351163,154815.34824311658,173205.25570291156,208861.0750609221,238590.0761984686,239693.95126885362,15807.0
75789,32.1126,-95.09405,Troup,TX,8919.0,18.7,TX,Troup,140349.19071884445,150324.30914962862,158471.54157865536,161885.159895035,170422.47569989887,189382.93870792168,221531.28530115008,257733.5608980183,265360.8000039776,15160.0
75790,32.52749,-95.64255,Van,TX,3383.0,35.8,TX,Van,121611.64760404499,125928.08279351624,132244.81175692318,142200.6255218295,153500.61841013667,169792.9036563722,201101.6211324219,231919.63233549683,232135.5683075699,9757.0
75791,32.22214,-95.22103,Whitehouse,TX,14093.0,138.1,TX,Whitehouse,153963.6897046419,161221.96955712416,168907.2552334503,176227.04640218362,184360.69473639518,198132.9285176902,222172.34384593053,259331.24379331214,277594.8265634716,23997.0
75792,32.4679,-95.10623,Winona,TX,3134.0,15.1,TX,Winona,112163.86722281775,118714.43088186882,125555.03280104957,136340.6267440148,143497.82822903513,156518.90290252934,174658.61409320773,195266.35800108282,206166.15849498232,7572.0
75801,31.74004,-95.55116,Palestine,TX,15740.0,32.2,TX,Palestine,91156.57976050778,96687.14666940628,99395.15043981913,103100.42881021982,110348.38278036677,117651.88817187538,134818.2771492128,155432.7620400631,166818.519227927,37868.0
75803,31.87513,-95.66704,Palestine,TX,21941.0,26.0,TX,Palestine,100887.30897659353,110225.03494795487,113472.41522765187,119106.65013719024,126660.90205063722,135447.83931521873,156335.97531874033,182521.8679639109,194089.59183676372,32395.0
75831,31.45745,-96.02275,Buffalo,TX,4981.0,7.7,TX,Buffalo,138987.9929415098,153969.50176734017,155861.76882869328,160645.48156549621,171812.98319831723,190267.1454576147,214413.03511262496,251167.1249278397,240891.741017839,10129.0
75833,31.26304,-95.83999,Centerville,TX,2223.0,3.4,TX,Centerville,125455.37601855712,152190.5823783562,157933.39577522938,165648.3713478086,169494.1261999475,188629.056112385,207079.6578521004,236913.190962269,229365.53036607528,7033.0
75835,31.29758,-95.48834,Crockett,TX,11597.0,9.5,TX,Crockett,96939.5942993082,100906.48047744267,104122.59361988485,113402.03771074367,117684.64040206512,125168.90580672656,142031.33240222215,163132.5140098244,150445.7034247995,27371.0
75839,31.6181,-95.55738,Elkhart,TX,6001.0,13.6,TX,Elkhart,115977.72588814334,124738.20680249314,127371.66838829704,131413.10657339488,138769.57559436673,146211.38330979136,170951.72879914858,200681.63099611967,218367.35629805,10881.0
75840,31.78412,-96.08552,Fairfield,TX,6504.0,9.4,TX,Fairfield,121349.37739816232,124777.62902712169,125928.20546926018,129520.68397168779,135649.48469326735,144686.20723696437,173006.501387758,203362.3374732371,208732.93310165242,14294.0
75844,31.51921,-95.43481,Grapeland,TX,4622.0,5.1,TX,Grapeland,118359.78827116308,128678.45599942956,134549.855987829,142803.32767481302,149452.9186586299,161116.900106699,190137.8854097812,216295.07840412922,201417.92224134548,10561.0
75845,31.09488,-95.08707,Groveton,TX,2105.0,2.6,TX,Groveton,110330.08571840893,119615.78593446147,120277.11298145556,124723.38873493031,134015.143682363,142918.59180983406,166808.8047944265,188691.66264531543,181294.65032715743,6038.0
