state,zipcode,Net_Income
TX,79105,1792
TX,79106,66048
TX,79107,96662
TX,79108,25986
TX,79109,90547
TX,79110,42393
TX,79111,2383
TX,79118,44402
TX,79119,23468
TX,79121,9425
TX,79124,13974
TX,79201,12327
TX,79225,2018
TX,79226,6583
TX,79227,2861
TX,79229,507
TX,79235,7897
TX,79236,418
TX,79237,867
TX,79241,5065
TX,79244,1414
TX,79245,5805
TX,79248,3179
TX,79250,2546
TX,79252,6258
TX,79255,872
TX,79256,702
TX,79257,1738
TX,79261,1220
TX,79311,6638
TX,79312,1871
TX,79313,3048
TX,79316,23289
TX,79322,4531
TX,79323,10787
TX,79325,3425
TX,79329,5913
TX,79331,22159
TX,79336,33355
TX,79339,16086
TX,79342,543
TX,79343,3319
TX,79345,1866
TX,79346,4045
TX,79347,15612
TX,79350,1901
TX,79351,2526
TX,79355,3157
TX,79356,8452
TX,79357,5377
TX,79358,2452
TX,79359,5894
TX,79360,26428
TX,79363,10646
TX,79364,19115
TX,79366,1327
TX,79367,1529
TX,79370,2879
TX,79371,2318
TX,79372,2404
TX,79373,6150
TX,79377,633
TX,79379,1246
TX,79381,2490
TX,79382,15216
TX,79401,16237
TX,79403,49572
TX,79404,30670
TX,79406,886
TX,79407,50372
TX,79410,19073
TX,79411,23587
TX,79412,46374
TX,79413,48363
TX,79414,50705
TX,79415,52098
TX,79416,72316
TX,79423,72027
TX,79424,71354
TX,79501,7137
TX,79502,2118
TX,79504,6042
TX,79505,364
TX,79506,1160
TX,79508,2579
TX,79510,17131
TX,79511,2144
TX,79512,11107
TX,79520,4794
TX,79521,7335
TX,79525,6140
TX,79526,1745
TX,79527,814
TX,79528,1022
TX,79529,2357
TX,79530,982
TX,79532,1423
TX,79533,1854
TX,79536,10408
TX,79538,521
TX,79541,1305
TX,79543,2191
TX,79544,856
TX,79545,3748
TX,79546,3366
TX,79547,1580
TX,79549,25787
TX,79553,7925
TX,79556,28969
TX,79561,1286
TX,79562,6309
TX,79563,3615
TX,79565,445
TX,79566,473
TX,79567,7512
TX,79601,43096
TX,79602,44833
TX,79603,67323
TX,79605,76622
TX,79606,48833
TX,79607,8864
TX,79701,67074
TX,79703,40097
TX,79705,58492
TX,79706,45830
TX,79707,46942
TX,79713,706
TX,79714,27264
TX,79718,1351
TX,79719,778
TX,79720,53298
TX,79730,1007
TX,79731,7597
TX,79733,393
TX,79734,4450
TX,79735,26576
TX,79738,470
TX,79739,1640
TX,79741,690
TX,79742,970
TX,79743,507
TX,79744,2195
TX,79745,11746
TX,79749,1132
TX,79752,4039
TX,79756,18339
TX,79758,4195
TX,79761,64666
TX,79762,72862
TX,79763,78680
TX,79764,49139
TX,79765,16451
TX,79766,15694
TX,79772,23205
TX,79778,1260
TX,79781,562
TX,79782,7208
TX,79788,808
TX,79789,1773
TX,79821,15035
TX,79830,13327
TX,79831,4099
TX,79834,467
TX,79835,42012
TX,79836,20343
TX,79837,817
TX,79838,28624
TX,79839,4600
TX,79842,1015
TX,79843,6357
TX,79845,15739
TX,79848,1191
TX,79849,48590
TX,79851,1522
TX,79852,2617
TX,79853,10871
TX,79855,6468
TX,79901,48289
TX,79902,62002
TX,79903,59770
TX,79904,92505
TX,79905,89820
TX,79906,15292
TX,79907,184936
TX,79908,3311
TX,79911,5577
TX,79912,170804
TX,79915,131598
TX,79916,12276
TX,79922,15818
TX,79924,176934
TX,79925,108925
TX,79927,129618
TX,79928,162337
TX,79930,88252
TX,79932,64695
TX,79934,52143
TX,79935,47940
TX,79936,301052
TX,79938,180180
TX,99999,946699
