zipcode,P_2015,P_2016,P_2017,P_2018,P_2019,P_2020,P_2021,P_2022,P_2023,Net_Income
78043,118650.93,124659.31,126109.06,132300.36,138902.41,147949.76,158978.93,167862.8,173905.82,143532.0
78045,184909.02,189610.78,193004.26,197468.86,204797.3,217379.92,237384.59,257285.95,264544.57,140944.0
78046,114223.9,123162.42,127575.47,133677.57,139970.27,147431.22,161676.11,174284.42,180339.7,222779.0
78052,183046.18,186818.18,197165.32,206897.52,217291.46,231870.08,264249.77,299608.15,288632.84,17832.0
78055,174959.53,194266.51,216990.8,250382.62,272896.28,294466.99,359754.67,436470.37,425377.14,3472.0
78056,308462.69,313236.52,318454.78,339630.46,363227.98,386355.7,456157.7,536734.34,540437.64,2260.0
78058,224202.53,248767.3,262821.25,280555.84,298927.33,325574.04,389741.0,461914.51,453518.48,2803.0
78059,163424.17,171840.7,185238.39,196348.34,210958.89,232351.29,264801.59,298629.64,283144.19,10826.0
78063,181550.36,192253.31,206746.6,225608.13,240293.61,258631.52,308848.57,360497.79,348563.35,18539.0
78064,172987.63,174222.33,181671.22,192365.26,201902.28,214558.22,238627.33,269218.37,262908.96,29888.0
78065,139447.12,143421.77,156692.93,165346.83,174065.76,197402.18,221725.71,245839.3,231110.2,26785.0
78069,123610.5,137424.12,147466.3,157563.14,166145.19,181100.73,206059.62,229511.59,219662.31,14151.0
78070,307417.68,325485.34,340617.46,359544.8,378642.35,408042.68,485256.9,583243.33,591817.75,27302.0
78071,166871.58,151118.78,140709.92,137334.83,148633.61,153969.37,166959.97,171988.74,162784.36,6398.0
78073,139504.15,151857.71,167746.51,182033.08,187821.81,208688.3,235817.58,262643.69,256924.89,21661.0
78076,105624.58,106264.56,111351.0,112987.71,116289.43,124598.94,136039.17,137364.86,121229.4,36943.0
78101,254417.93,267681.31,281336.73,295385.22,307753.54,329423.51,380158.77,435689.48,431906.2,15452.0
78102,119192.62,118828.23,121011.22,128757.44,140563.72,151423.86,158872.18,165718.31,151757.54,43657.0
78108,223702.47,231404.01,237574.21,244958.35,250540.68,259319.5,295355.68,348936.03,346020.19,56197.0
78109,141820.84,153228.93,161881.06,171647.89,180477.51,189596.27,217448.59,259659.01,261781.98,99322.0
78112,130950.74,143258.93,153393.75,166440.94,170352.52,184011.33,211196.13,239089.79,230771.05,22492.0
78114,222961.1,233169.92,244706.04,252754.45,262908.12,280766.04,323369.36,368201.45,357850.37,41009.0
78119,118232.85,125439.97,122952.04,131767.2,147762.17,155974.7,164336.31,160125.51,134755.89,11718.0
78121,287578.02,299085.31,315532.22,328300.9,337363.06,357463.46,411269.68,479829.06,482161.36,20929.0
78123,334819.73,341415.43,353138.57,363441.52,365842.42,375652.06,434927.89,502764.04,493921.35,5282.0
78124,229398.7,243648.71,258131.5,270833.17,279931.09,295349.62,339438.77,390637.63,390838.18,13424.0
78130,201859.9,214237.07,225395.82,234706.62,239848.32,250708.22,291524.58,349299.7,340811.05,154785.0
78132,332885.52,345573.5,361101.07,377624.94,393263.33,416715.29,495011.61,600800.87,601396.23,40856.0
78133,202472.94,217372.02,232482.88,247087.15,259311.11,282007.88,343799.17,418342.03,417932.24,37769.0
78140,99363.69,103747.89,106365.19,106283.0,119820.99,125516.11,142355.71,160034.87,146685.18,7060.0
78147,157067.11,160683.05,164035.89,168614.71,166364.05,179562.97,205451.6,231808.2,226352.21,3819.0
78148,152070.36,163085.19,171972.65,181273.54,189930.84,202244.69,230928.01,269493.31,273816.55,47735.0
78152,167056.36,179055.15,191912.35,206592.39,215300.32,226530.73,258485.09,301751.05,301521.57,4508.0
78154,198220.21,207315.69,214486.77,224146.03,229753.12,239628.02,272754.9,322681.59,323636.08,65265.0
78155,176823.24,186637.96,196608.44,204822.12,211496.47,223609.26,255112.09,294928.72,293361.6,110038.0
78160,191509.52,200399.1,212557.53,219646.54,222584.7,245184.7,286839.45,325484.51,305350.28,7693.0
78163,278112.1,289797.5,301729.57,313577.13,325551.07,346706.06,407725.08,476053.78,475606.47,16185.0
78164,134187.85,131695.75,132063.59,139034.74,149485.19,158926.66,172138.04,187446.0,170601.9,7786.0
78201,98185.4,112719.44,129477.65,143519.8,148098.35,161486.46,182160.71,198353.47,191161.68,134100.0
78202,60954.58,75636.33,89321.21,106828.19,120093.19,137312.62,164207.65,182528.55,176403.04,36691.0
78203,60165.39,70602.19,85621.08,109675.43,122906.51,137134.28,163427.84,186734.79,181668.64,21151.0
78204,88503.56,105134.13,120038.39,135014.66,141935.77,156102.99,179025.28,189379.9,178407.18,33828.0
78205,415823.93,454329.55,490128.37,513247.21,524446.86,528589.2,555461.76,631227.88,603741.95,3524.0
78207,57535.07,66447.59,73490.79,82632.97,88442.4,99542.29,116147.46,126289.96,122878.61,156022.0
78208,77723.43,97940.74,113035.16,135979.25,147722.45,160109.84,181950.72,201075.35,196459.57,14139.0
78209,312401.5,329064.86,345931.1,359305.43,362969.75,376886.54,417084.61,458916.23,468305.53,65448.0
78210,84238.61,92740.86,107716.18,127079.2,136028.28,148807.95,172000.9,191480.91,182547.72,106400.0
78211,70195.56,75811.83,84794.28,97926.47,105222.66,117435.32,135155.96,149121.46,144639.38,98560.0
78212,168200.99,193036.25,216340.13,233884.54,234623.11,248420.91,276934.32,299418.78,292693.88,69067.0
78213,116190.89,130348.01,143928.43,156173.37,162477.85,173839.47,193467.14,217792.91,216213.42,117861.0
78214,77598.2,89785.38,101231.97,113546.13,117780.44,129556.06,149625.46,162857.57,153062.22,70825.0
78216,162940.44,177553.86,190179.1,203477.28,210270.8,222923.81,251463.79,285065.83,288025.87,102355.0
78217,130439.14,141116.98,152000.26,162172.53,169525.92,180382.81,204290.58,236052.96,242602.91,93609.0
78218,107575.28,120559.53,131246.76,142788.14,150873.75,161870.35,183216.35,211635.72,212530.13,99830.0
78219,83940.52,94215.03,107950.15,119911.21,126419.54,137155.84,156287.91,180345.3,180202.24,48710.0
78220,70153.14,78167.51,88103.7,99593.11,109697.07,122636.16,142024.94,165566.23,163588.73,57214.0
78221,94479.37,105855.29,119253.85,132892.71,138162.01,149789.23,169324.59,188138.63,180688.32,108631.0
78222,121577.84,131305.19,141284.45,151005.53,159096.07,168680.72,191413.43,224688.22,225760.91,55368.0
78223,104403.28,115565.2,126220.73,138351.04,146576.9,156304.03,176072.41,201919.96,199123.86,147168.0
78224,108983.53,122731.72,132351.93,141950.31,148350.16,158790.11,180395.8,205117.72,201330.15,58627.0
78225,73190.83,82989.46,93205.38,102990.04,108939.98,119342.25,138014.58,151154.34,144544.94,39947.0
78226,75837.78,87438.94,94215.37,103083.6,109283.94,120294.97,137845.56,157381.78,154035.57,20532.0
78227,88096.48,98817.35,110092.31,121353.91,128928.57,140023.9,158842.55,181793.22,178241.13,141500.0
78228,97343.98,109136.54,121181.86,131997.94,138574.09,150222.27,170365.1,192337.74,188984.89,173814.0
78229,124476.43,133998.37,143965.39,152887.85,157303.87,164928.61,183707.92,210183.89,217928.99,87494.0
78230,213169.73,226222.51,240085.9,251647.97,257864.62,269529.07,301718.89,347806.27,359301.13,88559.0
78231,260543.71,274772.27,289644.63,303163.51,313037.16,326382.57,366929.57,426543.21,439189.07,13240.0
78232,222137.03,234902.66,248734.94,260517.26,267717.83,279902.34,317594.57,366840.34,379147.33,62258.0
78233,129647.63,140105.39,150934.02,161699.09,168823.95,179166.44,203471.72,236609.97,241619.19,111719.0
78237,66937.4,75454.98,83375.91,95657.52,101006.6,114103.37,133773.78,145584.25,138596.77,120478.0
78238,125235.04,135721.99,145949.4,155463.95,163123.37,173349.5,196437.38,227208.74,231768.38,68037.0
78239,124611.65,134844.23,144674.41,154907.16,162865.67,173707.86,199013.16,232897.22,235554.37,74135.0
78240,152734.69,164331.51,174944.21,184027.18,190301.7,200339.26,228218.66,266195.14,270915.85,125422.0
78242,78989.85,90863.98,100455.67,113447.94,121970.75,133628.2,152396.27,175180.1,174112.76,98904.0
78244,120049.05,129495.52,139506.36,150276.35,159947.56,169584.66,194419.59,232654.68,236741.49,78222.0
78245,148004.66,158527.36,167697.78,177976.42,187654.16,197933.08,227712.42,270143.43,271043.66,170611.0
78247,158128.6,169902.33,181715.83,192499.14,200829.05,211231.35,239529.14,280552.93,287722.22,97382.0
78248,308650.73,319305.59,330097.17,340708.93,349773.14,361294.13,404095.67,470382.89,488350.35,16398.0
78249,173002.55,184778.8,195639.19,206054.32,213592.87,224808.71,256011.13,299755.43,308012.05,114259.0
78250,135104.41,146435.73,157358.57,166864.04,174991.11,185628.84,211990.65,249173.7,253428.79,117078.0
78251,151511.86,162234.32,170974.3,179888.85,189055.99,199847.3,229704.04,271795.77,275641.98,120693.0
78252,148496.68,157449.41,163017.89,170283.61,178604.14,186917.79,213740.95,254868.22,256704.32,23136.0
78253,227723.19,234907.9,240525.59,247821.68,255777.45,265158.02,303679.5,359527.57,358503.85,80995.0
78254,188272.58,198515.21,207953.01,215894.95,223658.19,233774.51,269011.62,319189.91,320292.72,94961.0
78255,329472.81,338776.04,348812.36,359347.04,369731.88,383494.2,438119.65,521619.77,543292.36,17492.0
78256,369343.7,377748.87,387077.19,394784.13,403684.36,418686.29,474074.38,558910.69,584925.7,16539.0
78257,526974.17,533286.26,541326.9,552996.45,560422.79,576914.47,664870.08,783709.44,832907.47,11807.0
78258,301880.39,313041.92,322938.08,331801.92,337688.76,348472.97,398148.8,472442.2,489803.32,59565.0
78259,239677.7,252369.6,263821.16,273204.55,281111.74,292360.17,333742.9,394829.27,407598.74,36711.0
78260,305950.4,316564.82,327434.83,336877.05,346427.54,360686.25,412086.81,490036.36,505513.75,36936.0
78261,283239.2,291047.77,298668.92,304164.29,310669.88,320723.35,365276.18,435098.68,445166.52,26929.0
78263,206571.68,224199.01,240181.24,254346.07,263870.31,281013.71,322216.06,370507.8,375678.99,8893.0
78264,126160.75,135899.24,147658.94,161860.61,170608.15,190058.53,215479.55,238248.49,227531.7,34597.0
78332,135557.99,135860.44,129124.15,125937.87,130273.55,132733.37,131899.34,126147.52,123244.59,67495.0
78336,145487.3,159168.1,165323.46,172672.49,179733.18,188957.93,204939.52,224979.95,224168.1,26272.0
78343,98236.74,104344.22,113450.71,111078.14,115761.73,126728.92,137039.36,133348.08,125360.35,9004.0
78358,148663.95,160959.72,169848.92,180532.67,186093.91,202669.51,233477.38,262986.38,265259.65,7257.0
78362,134952.45,146017.06,152175.91,156729.41,163731.14,170424.93,183872.47,201716.89,209716.78,22186.0
78363,96494.73,99930.23,98999.45,101121.21,106248.94,115396.03,126850.8,132410.14,128508.43,64932.0
78368,106599.92,113013.95,116742.96,115225.13,120257.53,126896.97,131828.05,133090.91,119841.62,23923.0
78370,154056.1,171110.78,170393.47,171249.28,189104.35,195311.3,209198.68,218494.9,208305.01,11687.0
78372,174590.63,174020.54,176580.64,179178.39,184387.85,191703.03,199657.48,199900.62,191613.98,12751.0
78374,183605.4,193540.37,200018.92,202892.67,206923.46,212235.06,225885.16,250568.46,256660.94,32554.0
78377,87006.57,89962.12,90950.58,98038.25,109974.51,118439.65,130402.98,132777.72,126880.82,8688.0
78382,185406.69,200287.11,209668.55,214710.35,215323.83,236975.01,280884.26,325076.96,333876.71,36415.0
78383,162600.63,163964.54,162963.98,165669.73,176379.28,182728.88,198674.29,222675.96,223023.86,7103.0
78387,116395.64,124134.03,129485.92,127189.84,139510.19,150216.35,160256.72,167352.85,154372.45,23025.0
78390,117297.91,129748.9,132469.0,132951.91,137806.78,155457.74,159083.93,156908.76,141595.53,15578.0
78393,107241.05,114772.29,114357.83,120813.9,130850.09,144531.05,153289.84,148162.04,130154.24,5166.0
78401,93330.63,99549.41,106878.85,106701.73,111200.17,119995.99,132082.27,131224.09,115341.68,9340.0
78402,59388.66,65271.33,70352.5,71425.56,70972.07,77585.07,91254.15,112159.13,125421.44,917.0
78404,107512.83,113106.44,120897.59,124342.24,130716.86,141375.4,151301.54,155706.33,150342.01,39968.0
78405,67859.06,70854.54,69118.22,71810.48,74911.08,83277.11,87774.62,84411.13,75076.42,48429.0
78407,76217.08,82142.29,83301.37,83330.7,88006.06,98696.83,102948.85,99681.73,96834.46,7469.0
78408,73418.23,74253.87,78208.02,81152.64,87222.29,96874.96,102392.03,100343.45,97312.82,35007.0
78409,122850.74,129012.2,135511.91,141698.58,149827.88,161603.39,170726.29,173614.94,173811.75,6781.0
78410,162732.21,171339.96,175502.91,179218.46,186065.89,197011.17,212921.73,232742.53,233219.84,48433.0
78411,131688.61,139676.43,144438.8,147744.41,154717.9,166025.54,177814.85,187631.26,188513.29,68176.0
78412,133025.01,141496.5,146354.83,150244.53,155773.53,166090.38,178528.28,191671.54,192784.75,86302.0
78413,176599.66,187218.37,191045.69,194485.37,201023.56,213200.84,233502.42,255286.63,257699.52,76213.0
78414,210734.89,219909.3,224206.73,228711.46,233599.85,245520.23,273127.3,305592.93,306056.48,59896.0
78415,113713.71,121563.6,130553.75,132422.87,140375.42,152173.13,160130.52,163244.52,161558.03,114287.0
78416,73796.62,80807.03,84962.24,85626.71,89743.43,101626.49,106817.17,107631.12,107016.59,46456.0
78417,102813.59,116404.54,126339.31,130928.85,136510.63,148638.04,161217.59,170299.51,167855.33,13505.0
78418,192518.63,202349.36,207150.24,210696.34,214897.98,226532.57,258248.05,306035.11,312276.15,59205.0
78501,97396.86,103806.85,109281.86,113648.6,118805.4,128084.39,146239.2,171931.94,184332.27,167076.0
78503,93874.07,98567.75,104322.73,107632.15,110617.72,120062.03,136111.06,159250.05,173360.53,63452.0
78504,147243.65,154298.54,158996.88,163872.05,169797.16,178319.32,201475.35,235113.96,247608.97,109596.0
78516,77948.42,80905.09,82622.12,89364.71,90929.52,101959.85,121103.99,140079.03,151734.36,99032.0
78520,96574.67,96744.59,100270.56,102015.67,100752.1,109917.99,130490.6,151503.37,164298.89,187042.0
78521,85577.17,87144.46,89859.44,89405.31,89467.81,99154.81,118223.88,134583.13,149343.84,296007.0
78526,127097.38,129778.17,133254.08,137426.83,132287.41,138873.46,162934.73,193482.52,207738.58,130550.0
78537,63868.48,66003.2,68196.06,74203.01,75834.69,85348.22,100837.31,118033.47,129638.07,142612.0
78538,60370.48,62962.81,65014.76,68422.02,71866.64,81049.08,98717.53,115645.81,126567.61,35710.0
78539,128463.04,135601.13,140996.41,147813.99,153575.53,162140.53,185073.26,215778.46,228384.89,74808.0
78541,100316.3,106768.81,109197.12,114737.03,121633.45,132349.32,151570.07,175133.83,185800.06,111366.0
78542,97641.97,102315.77,104643.26,108924.52,112353.49,124074.93,143823.67,168573.51,178713.5,188099.0
78543,46957.61,50869.95,51901.94,55664.3,59023.6,65085.83,79926.84,94710.22,110389.53,29558.0
78549,36763.75,38073.04,39100.02,40721.61,44939.77,56179.55,65782.74,73849.09,85335.2,3315.0
78550,102515.24,103113.25,107679.04,110358.31,107193.43,114522.65,133033.26,152469.02,158142.6,143984.0
78552,124838.83,126928.93,130613.6,132839.83,130520.03,137585.55,159230.5,184904.02,194958.98,81494.0
78557,92034.22,101235.66,104266.73,110183.32,115604.92,127057.67,145160.36,168541.68,179377.81,49066.0
78559,79347.2,82380.03,82469.94,82252.48,83411.71,94114.05,108616.35,121894.25,130249.31,33932.0
78560,71582.15,77229.89,79034.16,80224.07,87247.08,97060.12,111244.66,129381.37,144719.4,14865.0
78566,105225.26,107716.59,113028.88,112729.91,113535.71,123274.07,145016.0,164211.79,172228.38,59131.0
78570,59829.65,61109.3,62317.34,64795.27,69018.56,78239.44,92441.29,107872.48,117911.23,106119.0
78572,99801.77,106821.6,109259.76,112235.59,117450.11,126420.56,144952.11,169598.63,180936.43,190657.0
78573,101289.33,107971.52,114803.64,120475.16,126119.72,138070.74,158218.4,181994.69,192140.43,113965.0
78574,91393.65,96044.36,97450.13,101366.76,109213.58,120347.3,138538.23,160754.19,171458.83,166189.0
78575,154390.79,160819.13,166804.34,168580.62,162781.59,167903.28,195037.05,228116.2,239551.54,11064.0
78576,70190.2,73638.39,73072.9,75095.4,81376.84,89510.48,105844.64,122382.37,131731.28,35681.0
78577,77223.63,82702.93,86680.94,93036.48,96106.42,106133.21,122551.23,143292.07,154921.99,222153.0
78578,146559.3,149671.13,152092.63,155266.59,148050.53,153332.08,180405.26,221460.0,246908.81,31684.0
78580,62570.96,64384.48,64267.32,70843.91,80332.65,88313.7,97106.4,95878.36,83918.62,33207.0
78582,106055.11,104429.17,100277.0,100773.05,99332.99,110202.91,128218.69,127197.52,113159.64,109630.0
78583,112371.38,114070.5,116765.61,116924.55,116078.93,123696.34,143611.2,164333.46,168116.23,16348.0
78586,87223.0,89496.47,92438.6,91113.13,88907.71,95222.32,111251.33,122214.23,124143.38,146451.0
78589,81251.38,88478.76,92237.0,97475.2,101881.27,112902.14,132343.83,154923.26,166838.95,124791.0
78593,74659.65,78885.5,83374.17,84041.77,84815.58,92334.16,109356.64,119045.23,127004.92,17646.0
78595,53484.45,56343.01,55048.78,56192.17,58802.6,68359.65,83247.47,101104.63,116617.59,17690.0
78596,81354.66,85282.5,87678.03,92576.16,96063.02,106592.73,123911.93,143489.41,156016.12,99703.0
78602,185490.12,202940.04,219720.16,233720.68,241714.39,255885.35,311104.77,393018.52,374344.99,58312.0
78605,184329.89,202865.06,211028.09,227030.69,254783.34,286132.43,353888.3,445565.62,439871.08,10477.0
78606,252551.71,274234.79,288932.15,312150.51,336447.9,362805.7,451704.67,539173.32,540330.0,12279.0
78609,191517.91,199395.02,212456.13,230718.47,247168.27,264773.08,337198.1,418506.86,399491.31,4596.0
78610,229640.48,244696.08,256024.02,263122.37,268909.63,281051.96,364331.09,451355.11,416388.59,57101.0
78611,187033.75,198859.23,206578.19,219011.95,240926.33,272595.32,337571.07,422174.63,416633.22,28520.0
78612,190039.62,211170.55,231427.19,246319.28,254867.86,278436.61,351538.66,436204.25,431999.24,28784.0
78617,156067.03,173835.66,187324.71,198935.69,206342.2,220563.23,291420.93,362783.69,328084.31,57600.0
78619,444113.02,473955.98,499841.7,523094.31,547793.76,589124.94,798684.27,1009015.84,947590.46,5438.0
78620,358061.77,389162.87,414755.78,436143.18,454524.95,491214.57,654448.08,819310.33,742030.68,24815.0
78623,240425.53,258491.43,276301.72,290856.61,302487.38,328517.59,392300.96,476622.91,484604.62,2349.0
78624,278288.1,303927.64,336970.0,372789.7,369504.13,388367.67,467970.09,556985.05,544259.24,50117.0
78626,204431.48,220932.17,235556.37,244904.51,248675.91,260263.51,337392.98,420026.96,382534.61,57363.0
78628,286601.61,303111.12,317860.13,326336.76,328876.57,346938.94,449832.75,557323.49,512372.29,46846.0
78629,122674.67,135831.84,139890.09,150152.01,160483.08,169796.06,188700.25,207179.6,205258.23,29492.0
78631,184045.88,201893.49,220769.44,239602.37,246494.21,266485.45,316744.24,358404.6,346226.05,5911.0
78633,304106.39,317087.38,323880.14,329928.96,331613.53,342566.06,414958.53,503231.66,477523.69,33138.0
78634,189754.51,206194.22,221938.16,231738.09,235096.31,247386.31,326312.58,411203.17,370039.73,49777.0
78638,217907.93,224123.97,239250.46,245156.34,244649.69,265779.8,300467.21,335288.04,330116.78,4224.0
78639,248510.35,257637.37,269814.94,292187.95,307672.54,332381.65,415745.92,521636.28,494463.51,17017.0
78640,180148.38,196570.37,208917.06,216541.15,221621.91,230793.4,297648.43,374622.49,342631.5,111814.0
78642,264419.83,285371.64,300577.77,312038.45,320582.81,344207.49,450152.01,564937.01,524407.07,21407.0
78644,134362.53,148722.24,163940.51,176287.58,189459.64,205422.7,252552.37,316435.83,311979.26,42232.0
78645,242491.53,261221.96,279941.4,290828.63,296857.17,312446.18,394636.3,498252.28,457625.8,19789.0
78648,117482.14,128558.76,141181.15,148252.15,159408.77,175847.31,211308.3,251819.33,240431.99,18453.0
78650,202958.78,225015.48,244306.33,260715.05,280288.69,304452.24,368853.91,458903.41,445454.47,2650.0
78652,267053.71,290117.97,305748.68,316241.74,328065.23,354358.92,458583.99,556424.36,515815.59,8089.0
78653,184229.71,201415.14,215096.6,224031.12,225005.09,234061.55,308247.88,391147.4,348122.16,44040.0
78654,233850.46,245578.39,247624.52,263527.57,282706.33,310181.0,377179.42,464572.22,455485.58,42540.0
78655,186839.14,201347.84,219837.11,235293.09,243440.85,261530.71,312855.9,375595.47,366091.29,6337.0
78656,151938.72,165990.37,181822.91,196854.86,211738.97,234391.47,285281.97,344337.64,332434.57,6103.0
78657,336905.55,346039.6,367526.71,398225.51,426743.8,452838.81,552046.35,683068.61,672156.31,11341.0
78659,218056.41,235743.69,253801.5,272658.67,281321.03,301253.5,371620.33,466339.65,451230.39,6226.0
78660,211747.34,232034.45,244580.15,252484.66,258251.74,275712.96,372372.39,458127.73,412233.38,153354.0
78662,198722.06,225666.53,242497.29,258746.47,269106.98,292322.83,372428.92,482019.94,468095.84,4315.0
78663,358125.99,393516.03,411617.6,438806.06,460166.86,498625.5,671579.9,843247.18,860814.96,1447.0
78664,184416.62,204207.14,218805.7,228609.02,235544.08,251590.49,336710.59,414407.1,371067.93,114168.0
78666,188123.84,203140.02,216229.86,224772.04,233399.32,246832.98,299208.34,361738.18,341172.28,192490.0
78669,393248.23,410190.02,428535.16,447146.33,470301.77,506945.83,663237.81,828024.02,770870.34,15801.0
78672,114991.8,119147.29,125747.68,139400.89,144794.2,158068.48,201290.68,260394.84,256249.96,2313.0
78676,285816.25,304664.97,321850.82,338878.02,356747.05,385028.22,499328.79,603027.82,561903.89,25049.0
78681,264403.73,282832.36,296326.59,306457.3,314590.45,340188.06,455545.39,554489.73,505720.45,69173.0
78701,556056.03,568097.95,584363.63,594781.09,601025.68,621971.31,700958.21,851574.71,797332.31,11900.0
78702,336411.96,369432.28,386100.02,405877.48,421843.28,467707.14,586776.95,702333.59,633115.14,58884.0
78703,786190.39,837420.21,856770.51,890241.11,926689.26,993643.97,1246389.86,1554300.91,1477845.3,24300.0
78704,478402.55,501902.46,515391.33,536787.61,557330.76,606516.49,777041.06,972420.9,882102.94,95227.0
78705,323076.09,340242.2,357292.12,371476.14,380911.22,400087.02,442792.03,480433.94,439180.95,37015.0
78719,172249.01,184059.53,201190.93,223425.28,232387.22,259700.91,343065.0,412108.92,365871.97,5049.0
78721,213258.84,247106.64,270647.29,294279.53,312806.2,345024.66,433134.63,510188.29,473676.67,32149.0
78722,355291.69,384240.52,399127.49,412658.05,425358.22,459713.06,573225.01,671873.49,612323.28,14082.0
78723,298191.49,323315.52,344358.95,360383.24,373623.35,409637.51,508711.24,585696.89,527882.28,74485.0
78724,158926.32,182160.13,202613.51,217233.17,226661.95,245500.77,324662.3,396714.66,360915.02,65190.0
78725,155909.91,176719.39,190186.69,200172.55,205170.61,218067.94,295485.18,374312.15,329998.44,18541.0
78726,399645.21,415915.29,429273.88,437760.79,446143.58,480583.76,640437.34,772804.82,723146.61,23869.0
78727,249125.26,271322.37,291597.38,308136.35,327512.79,361525.29,465447.67,535900.78,488981.43,44560.0
78728,221920.61,241964.54,258319.83,268546.31,281229.04,310304.17,411754.73,483353.38,442072.59,52550.0
78729,243905.74,264992.29,277955.9,286628.4,298195.4,329848.56,437921.81,516193.72,467859.45,55960.0
78730,546031.0,572641.5,591929.71,615486.35,639421.39,698758.74,952735.95,1167866.55,1092777.9,7811.0
78731,580074.73,606800.39,627131.68,650634.3,679690.49,737386.27,947589.45,1152938.28,1087105.58,33742.0
78733,580074.48,603627.29,621496.95,649305.17,671525.26,729998.48,987703.79,1217938.33,1146232.34,9196.0
78734,374403.44,388455.14,404651.55,423306.22,436468.62,467595.34,611869.83,742273.8,678413.1,30662.0
78736,305376.95,334028.23,352199.25,370230.89,390908.79,425542.87,561802.21,658673.58,601399.63,13701.0
78737,411722.3,433913.32,450205.75,467397.07,483127.26,520615.77,703057.39,865993.26,791380.85,16987.0
78741,201632.73,235283.74,258043.26,280075.23,288271.9,316828.16,399247.54,474530.55,437053.49,144487.0
78744,164229.16,188979.76,204301.28,216715.21,228991.09,251586.99,336301.16,407872.05,371269.79,126390.0
78745,236781.18,261277.76,277350.09,291290.7,307152.44,336976.6,435292.25,518623.63,472660.39,135741.0
78746,855733.52,891234.22,919946.28,962849.9,1001057.24,1085501.65,1487594.7,1921472.81,1826867.98,26853.0
78747,217350.46,232705.39,245585.92,257218.88,264459.17,281595.07,375838.84,454017.69,411143.75,38311.0
78748,244480.01,263961.15,276605.76,287145.06,296147.31,318724.36,421710.01,498738.46,453220.81,90212.0
78749,306544.19,326944.03,342569.01,354388.9,371079.04,403846.15,537250.28,631037.99,579792.2,45777.0
78750,342236.33,364909.35,380746.28,390530.39,406236.02,443731.09,578379.49,682121.46,625597.2,40121.0
78751,388264.67,410468.71,424028.39,435990.78,456337.19,496356.32,609088.94,713779.35,660612.83,36614.0
78752,230567.23,260652.57,278122.36,289082.58,306615.74,337518.7,423399.77,496467.73,449930.14,51592.0
78753,177468.38,203243.51,223163.56,235643.7,249627.74,275126.55,357536.05,419489.52,382047.4,142781.0
78754,203177.48,222808.32,237263.82,245443.96,251526.66,270558.57,364141.31,444211.37,400154.05,47054.0
78756,461407.4,485072.64,500928.82,517724.56,536357.87,582841.48,714826.41,858460.02,784645.18,13283.0
78757,368174.39,398051.07,415848.77,428059.99,445258.94,485433.11,608864.28,720917.64,649447.11,38484.0
78758,184555.84,215157.69,237399.71,255121.83,274919.47,307929.15,396804.55,454909.33,419793.48,116974.0
78759,386061.72,412037.15,429728.11,440622.19,458727.53,498373.84,637750.93,758272.69,692918.92,62423.0
78801,130130.97,136771.67,135125.81,132186.98,135855.75,143961.63,159527.37,171452.32,169760.15,56664.0
78834,101632.62,98017.77,94941.39,98950.54,105175.6,111238.55,117105.43,120979.38,116397.36,19854.0
78839,63379.75,66170.05,67733.92,66788.83,67420.96,67358.19,74663.38,84440.62,84396.22,23063.0
78840,120569.84,125063.17,130459.46,134127.94,142964.63,156900.63,173002.76,192423.58,191383.77,120332.0
78852,153801.07,154804.65,153518.92,153014.72,145776.7,150375.99,166043.95,180116.22,182147.61,148956.0
78861,148090.03,152022.82,159480.0,175843.56,184637.63,198938.51,225783.3,253793.37,239948.03,27538.0
78872,59179.22,62044.84,62817.86,63506.24,64464.85,69943.94,77103.77,88613.25,84991.97,4266.0
78933,268656.56,287309.95,306278.96,330668.57,349636.99,376125.41,446294.13,497027.94,485179.86,2260.0
78934,165555.13,174082.97,180176.06,191533.25,202433.55,210171.16,243710.66,268956.8,268397.41,14218.0
78940,315191.96,340616.98,358257.1,379913.25,388965.33,417615.39,515657.51,584912.44,564036.91,3654.0
78941,241922.53,253488.33,258628.46,270385.88,282789.1,300319.13,353759.25,407434.56,403721.3,6147.0
78942,157901.76,167776.02,175874.01,195240.06,206912.41,224203.88,259502.82,294671.92,285610.61,19591.0
78945,198170.81,214452.62,228297.69,235260.68,248225.54,267249.68,320161.5,365162.42,370586.04,20302.0
78946,255174.96,275802.15,293489.46,320964.88,340493.7,365304.36,429553.26,468268.16,446542.53,2224.0
78947,192357.22,210425.57,227927.45,252337.45,270142.77,295779.08,351577.14,413853.01,394961.0,8507.0
78950,278854.64,296050.17,316179.26,335451.01,347485.45,365524.88,421321.1,480228.39,457473.05,2928.0
78953,270767.9,297739.15,323398.1,339280.56,348009.75,380722.62,492651.37,614404.29,562272.75,1987.0
78954,441906.84,472799.09,500495.09,545013.1,597889.17,646042.14,885052.14,1135495.14,1099727.85,1956.0
78956,208194.11,222532.38,229371.07,235844.18,255302.01,275335.04,317417.42,349226.66,345971.36,11741.0
78957,165737.17,184314.92,198931.6,217078.98,224168.93,240405.25,291053.05,358207.6,342618.05,18979.0
78962,166687.53,174689.1,180709.84,189173.09,203959.81,217208.49,254513.21,276052.42,260922.98,8891.0
79007,70832.66,73651.34,72815.03,73007.0,76176.3,76390.78,82133.77,87843.71,84162.57,23236.0
