zipcode,P_2015,P_2016,P_2017,P_2018,P_2019,P_2020,P_2021,P_2022,P_2023,Net_Income
75946,135745.02,142875.19,143094.1,143944.37,150539.59,163093.7,181309.77,204798.8,210543.17,6953.0
75949,125103.92,129694.79,134785.32,136635.64,147394.08,161405.25,188563.67,209584.36,203957.49,16069.0
75951,104663.11,109380.37,110716.91,115410.32,120370.84,129083.54,147170.35,165002.21,146746.6,36652.0
75954,130291.61,138011.23,134080.01,132370.53,142372.54,159609.53,180279.75,188945.08,177224.57,6771.0
75956,105086.25,109184.57,115568.08,120642.09,125674.2,131121.29,150351.25,169136.72,158891.04,13534.0
75961,106926.66,110101.48,113825.63,115726.28,121454.59,133140.93,145991.51,161373.74,167108.67,36491.0
75964,109700.22,112670.7,114510.52,116401.23,123210.85,133976.67,146744.27,162553.99,169146.63,45775.0
75965,161910.45,166720.31,169367.07,173351.56,180160.12,192573.09,213513.55,244825.59,253198.81,32922.0
75966,82442.68,83996.0,89120.3,93369.44,105903.93,108706.9,118679.84,128323.12,128844.35,9879.0
75969,129619.85,130845.69,134794.55,137936.54,149411.35,166372.81,192289.82,215631.36,212760.59,8048.0
75972,117529.36,125516.38,133032.92,145213.69,151574.92,158229.18,173693.63,182267.35,156744.24,14813.0
75973,160003.0,168968.85,163702.41,164155.78,175165.24,196304.06,227103.98,246749.43,221726.55,4810.0
75974,123347.03,128080.36,125719.25,123405.13,133145.06,148588.61,169964.91,183594.67,175598.86,6799.0
75975,146444.87,149817.28,148225.55,147221.92,159820.07,180004.35,206758.07,223376.43,206611.49,7059.0
75979,88525.16,91823.17,99789.18,104158.45,107178.58,119261.11,132860.04,146920.01,137854.55,17317.0
75980,91078.57,95248.89,99207.04,101671.43,115327.25,131340.61,146134.12,158041.41,155619.36,4516.0
76001,166982.68,185309.86,203943.75,222349.76,232829.7,245585.93,286283.56,349301.27,348685.9,62474.0
76002,166683.91,184219.44,202379.04,220859.4,231223.49,243374.39,286034.24,349302.64,346306.68,64915.0
76006,204250.99,218674.6,237451.34,257024.98,267161.85,278875.2,318750.19,383885.22,393565.68,71871.0
76008,302460.28,325272.99,341301.5,356530.68,369312.91,380829.36,438714.28,521912.11,525848.88,19648.0
76009,124466.94,140211.76,156428.93,173008.92,184568.98,201764.66,236837.54,286921.27,286134.3,47032.0
76010,86391.38,99833.66,118108.03,137642.33,149709.59,163950.35,190338.33,227289.99,231225.89,165199.0
76011,94187.56,104956.61,120075.32,136786.63,150098.68,166368.7,189636.77,226572.41,235867.97,73189.0
76012,164196.27,181011.47,199646.58,216880.62,225818.16,237754.46,273404.79,328198.86,333209.72,57772.0
76013,149061.65,164357.35,181632.53,199660.43,209781.93,222362.85,254763.56,305167.87,309747.62,70435.0
76014,101424.16,117361.8,135587.11,153935.7,167640.3,180993.37,209496.4,253754.1,258377.68,105122.0
76015,121329.67,136380.57,153152.58,170714.72,183286.47,197251.46,226622.05,273834.74,278063.32,44058.0
76016,171349.83,188223.87,206062.56,223256.18,233106.48,247152.56,285374.8,340859.31,343871.68,50829.0
76017,150548.21,167844.75,184063.82,201802.22,212142.78,225141.38,260400.72,314415.82,315495.7,91671.0
76018,128125.29,143992.07,162077.53,181064.2,193147.96,206272.96,239549.63,292277.3,293372.05,65555.0
76020,159728.69,175438.15,193118.91,210495.4,225002.46,237714.92,276100.39,330320.25,326127.62,54443.0
76021,194430.09,216829.07,237914.19,255916.04,265334.02,278507.94,315783.78,374273.53,384608.69,64096.0
76022,138479.31,154894.83,173439.67,191815.04,204171.84,217986.79,248321.47,297325.21,303380.2,32413.0
76023,181739.27,200381.16,222604.27,250358.43,271786.13,296459.43,344161.12,401235.59,395217.2,12541.0
76028,166230.65,182705.32,201145.09,218873.98,228771.26,240596.46,278840.73,337802.33,337687.99,112463.0
76031,104016.34,118337.2,133270.96,148429.44,162339.34,180292.85,211413.37,253374.57,250725.1,38907.0
76033,115771.89,131162.94,145055.36,159724.88,170922.89,183774.97,212056.94,254681.98,256263.18,55260.0
76034,456141.88,486456.57,505395.92,518978.29,528184.68,551065.06,642193.53,792533.11,805433.31,24511.0
76035,246223.23,266640.32,288689.59,311804.92,324760.55,343240.32,406365.39,478942.92,453034.62,2877.0
76036,162285.11,175628.12,190898.41,208295.12,219855.19,230367.31,269541.71,328946.07,319765.88,52998.0
76039,173586.08,192465.12,214434.9,232982.67,242454.82,253622.4,285702.53,339692.91,348528.51,70815.0
76040,164072.91,182624.48,204580.69,223626.11,234659.01,246754.51,281327.96,336826.21,344129.48,74509.0
76043,194187.76,201794.66,212045.38,227485.11,234055.76,248485.76,290971.72,344756.97,355910.18,12991.0
76044,196961.0,217673.53,240403.08,263831.24,284349.35,304271.78,352013.49,424304.07,425659.05,8018.0
76048,158667.5,169460.97,182532.65,199890.38,213203.42,227085.73,270929.3,317339.76,314833.95,52038.0
76049,199833.78,213434.95,232991.17,255473.24,271039.51,286232.65,334930.58,402279.06,399298.27,48229.0
76050,159990.19,175484.85,187706.95,202976.23,220339.96,247969.62,289506.59,351137.22,355344.24,11622.0
76051,274378.43,300748.85,320981.53,339184.12,347914.12,362484.86,407987.24,488755.5,504127.41,76956.0
76052,229514.33,250626.85,268595.02,281207.79,289928.78,302259.49,352814.92,428664.37,415596.9,25013.0
76053,131904.53,150634.77,170062.79,187380.58,198084.68,211986.18,242288.08,288337.39,293227.95,74829.0
76054,203287.36,225106.42,245943.98,265463.6,274969.15,289193.73,327797.14,387239.21,398052.44,17626.0
76055,82074.22,93399.19,104802.39,118232.48,127433.29,142467.29,167096.78,193250.15,197938.26,6055.0
76058,148357.83,165642.01,183812.45,202389.0,213006.09,230921.85,267918.44,320894.26,322921.52,40768.0
76059,107812.9,120386.17,134351.1,148789.0,159897.75,177020.61,208070.26,243505.44,247967.54,12441.0
76060,199906.96,219657.79,238613.43,254790.6,264684.38,278228.26,319936.94,383566.93,384384.84,16125.0
76063,218332.47,239363.69,260048.54,277871.99,287581.7,301311.42,349484.2,421030.75,421498.25,110430.0
76064,170798.36,190774.36,213031.62,233442.39,243891.3,257408.77,294460.51,341528.95,342240.54,3264.0
76065,225330.6,247230.03,271214.48,289439.08,300839.13,317163.65,370520.54,441368.27,443656.99,51914.0
76067,88095.83,90426.74,94269.78,101864.65,112555.21,128720.2,160273.85,189709.15,190384.82,47126.0
76070,263528.18,271989.91,287407.21,309055.68,320479.07,344208.28,411937.59,491629.35,512640.45,713.0
76071,171246.13,182348.87,196328.88,216900.23,229894.61,243260.67,279406.76,334488.57,325560.86,7385.0
76073,209583.69,228705.63,252702.79,280859.97,304760.2,327409.02,381865.17,452208.64,460144.24,9178.0
76082,182209.69,199944.2,221248.6,246833.66,265561.07,280453.9,324964.57,381253.55,383531.6,37748.0
76085,216042.86,235756.42,256226.18,277303.21,297470.51,315694.89,366303.02,431465.12,435518.73,20528.0
76086,130032.2,143782.72,159263.29,173823.73,190400.43,198659.69,224374.34,265602.77,271171.91,49389.0
76087,239220.3,260199.94,277463.88,296490.26,315394.37,325048.85,370851.15,441314.5,439716.96,46379.0
76088,220206.59,243623.59,265506.74,290734.89,310810.78,328145.96,370495.44,432711.44,435856.17,21008.0
76092,580392.37,610321.2,634740.38,657510.5,677213.6,707089.08,850795.85,1078625.21,1094517.93,27115.0
76093,123327.02,136577.28,147421.07,165799.76,178318.26,195164.49,224388.94,267209.78,266604.11,4500.0
76102,205391.17,223314.09,228666.7,237443.08,241217.4,248016.99,272052.51,303449.08,305802.8,17634.0
76103,82961.39,98356.52,114441.17,129798.81,142294.52,155989.51,182441.14,216582.87,221319.13,38295.0
76104,53893.24,64423.29,74822.87,89586.36,102600.99,115489.27,140265.27,167033.41,169651.36,56394.0
76105,47693.08,56033.28,67143.25,82972.19,91464.9,105641.59,127786.51,153084.69,158742.19,76691.0
76106,64260.13,73819.74,88933.64,102698.01,112482.71,125278.09,143430.94,171953.14,178624.02,103883.0
76107,208698.38,231889.18,251318.29,266400.96,270937.74,278845.31,310772.84,358029.01,360152.84,59357.0
76108,131418.58,145671.42,162560.37,181002.43,193018.22,204575.84,238373.44,291213.86,287744.14,83961.0
76109,357405.37,372858.74,394676.08,409189.96,415621.24,424556.67,474001.61,554049.67,568034.44,30322.0
76110,92199.62,107150.67,122069.27,140925.75,153069.04,164201.16,183947.63,212147.62,217022.96,77452.0
76111,81603.06,94522.74,110142.45,126636.97,139199.79,152079.71,173985.0,207977.12,212777.1,58797.0
76112,94737.9,109567.33,125712.41,143610.6,154034.37,166927.69,194369.47,236766.81,242943.27,129028.0
76114,85403.62,97681.56,115006.95,133850.94,146878.03,161390.17,186804.61,220711.42,226104.11,64954.0
76115,60061.89,68804.72,80498.97,93968.18,106479.25,120588.07,139651.0,170005.32,177720.98,64057.0
76116,140711.31,157762.78,175583.73,191251.94,199096.01,209191.18,240809.52,286534.04,287041.74,124420.0
76117,85668.24,98845.95,115442.81,133071.8,146968.89,158272.66,182380.23,218349.56,226994.0,87850.0
76118,144854.3,161640.87,182039.19,202367.99,213754.62,225860.73,261060.94,316352.66,320156.46,33317.0
76119,60628.64,70995.42,84242.71,100184.79,114847.85,128672.3,150233.81,179789.15,185360.68,149353.0
76120,144395.29,158966.03,175655.21,191867.62,203670.23,216960.19,254461.42,313214.27,310159.32,47782.0
76123,148489.44,163316.53,180562.3,199034.85,210461.69,221588.01,261197.62,323204.06,315901.71,66511.0
76126,189266.0,208374.63,227019.58,245680.34,253011.32,265388.24,304705.83,365242.81,366396.55,34174.0
76131,170837.36,189084.23,208772.99,227060.94,235905.92,245913.27,289056.19,357115.81,345525.73,67305.0
76132,251589.77,268348.67,282622.72,299695.79,308570.28,317880.16,359985.74,428704.96,432604.37,57600.0
76133,113456.29,127745.81,144200.76,162864.72,173176.85,184881.45,217409.34,263267.66,265482.48,121891.0
76134,102845.52,117324.6,134891.06,153124.75,165843.11,177601.52,207847.78,252957.36,255290.79,69845.0
76135,128546.83,143000.12,159691.91,176335.36,188212.96,200334.31,233744.52,283890.16,283840.64,44091.0
76137,151099.69,169873.09,189308.05,206385.83,214973.51,225473.63,263017.74,324915.79,325033.14,114470.0
76140,104695.6,120310.57,138228.26,155487.92,166960.24,178542.96,206964.66,249899.74,251188.96,78114.0
76148,116963.61,133571.54,150466.55,168581.81,180959.94,193132.47,223367.04,268834.47,271648.0,50855.0
76179,165444.53,182316.81,200478.6,217873.43,227269.1,237037.85,277181.5,340196.97,330550.35,93746.0
76180,152581.36,172190.14,191940.55,209683.86,219188.53,233455.19,268237.23,319922.22,323777.81,81365.0
76182,198549.66,221808.22,242005.86,260005.39,267326.98,281375.15,323671.42,389302.68,398991.39,47766.0
76201,124128.5,143454.54,165222.11,181818.18,188816.84,201996.45,229719.99,273640.11,279271.07,67582.0
76205,167993.3,189347.61,211164.81,227075.53,234409.44,247019.56,286194.91,346088.81,351339.61,47642.0
76207,203210.9,225408.87,245054.29,258126.51,261415.72,268682.8,311055.4,377522.66,372349.36,28551.0
76208,228419.7,248919.28,265679.56,280559.36,286867.72,297720.9,348330.44,424534.67,421029.86,46446.0
76209,134492.25,153523.82,173538.0,190841.21,197727.01,206787.2,238312.57,288642.64,292117.96,62663.0
76210,198558.54,218986.52,236741.48,252766.39,260519.9,271586.43,317475.37,390771.7,392800.75,65957.0
76225,165650.33,180020.12,195604.66,214537.72,231531.86,252303.97,293419.46,340703.36,342850.31,5774.0
76226,352561.02,368065.39,383037.9,394630.96,397370.63,409599.82,480175.85,600217.54,599819.51,26582.0
76227,204021.56,226627.29,245939.85,260325.6,263506.89,268893.52,318402.16,400567.11,388522.87,50228.0
76230,109573.05,113140.17,114224.46,121321.95,131188.98,148207.46,176007.13,205703.74,210606.39,19588.0
76233,153827.16,170039.27,184909.26,203956.93,220826.33,232942.07,273762.4,323863.08,329273.62,6265.0
76234,203647.76,222508.32,242086.25,269187.63,290506.76,309840.47,356786.96,416504.17,416184.87,32059.0
76240,121946.37,132904.97,143820.94,160414.6,173688.17,188480.99,216242.12,255713.92,256991.07,56682.0
76244,203225.76,224682.16,243430.14,256757.93,262192.09,273142.77,320036.79,394855.06,389730.39,96038.0
76247,191838.91,213512.47,234026.48,253981.06,263501.99,277287.01,327682.2,401303.45,397000.24,24631.0
76248,312334.88,337100.94,356305.51,373292.21,378629.84,394547.26,458702.05,555786.69,562082.4,43697.0
76249,170510.01,191249.9,210481.32,226527.73,235191.23,246416.1,289250.46,352375.35,352348.04,14419.0
76252,155546.56,167005.63,183833.54,203566.3,218993.6,234444.67,269453.08,310442.91,304467.16,5562.0
76255,104703.35,107000.81,110338.38,114539.57,123705.26,140027.44,164528.24,195148.27,185681.45,11307.0
76258,168535.83,191561.42,219201.74,240722.69,252888.75,268833.61,317021.32,386996.48,391438.04,13571.0
76259,195734.07,217059.84,234810.08,253153.34,262712.53,274287.53,319380.54,389345.94,385367.55,8934.0
76262,321169.08,343645.49,361241.91,375825.71,381070.87,397763.88,464972.69,568010.68,576780.51,45719.0
76265,123740.37,124358.56,127789.19,131180.88,141141.48,163756.84,191591.38,221609.79,214757.39,3457.0
76266,172105.86,191586.36,213216.89,231166.95,240375.86,252820.84,294364.75,355204.84,355633.23,29107.0
76270,226365.22,241325.92,254037.88,272425.31,291443.22,317762.97,384916.67,449408.89,458953.28,3703.0
76271,161125.87,178409.6,196984.06,224491.92,232646.59,252009.94,298106.17,357585.63,369688.06,2993.0
76273,140664.86,154563.18,168033.36,185419.39,198704.05,216551.46,258624.89,303546.16,306045.66,18340.0
76301,44032.44,43602.68,43755.54,46925.95,47912.66,51990.76,62376.95,75610.21,74799.26,46861.0
76302,96002.33,97953.38,101399.52,107981.38,113861.47,123251.74,143289.63,166909.69,172809.95,27604.0
76306,67372.92,68191.56,69206.41,73166.72,75400.31,83624.97,100686.55,121678.98,123324.96,36801.0
76308,119139.01,121143.99,125136.82,131958.26,138876.63,149277.22,171551.56,197706.56,203288.26,41917.0
76309,70070.53,70973.28,70737.28,74954.77,76940.21,84322.64,100948.53,118387.01,118196.86,32740.0
76310,134867.94,137261.59,140633.23,148647.5,157052.85,168363.51,193929.6,224736.78,228799.24,33979.0
76354,95880.14,93159.49,94736.81,100776.04,106887.2,116507.38,135307.74,156071.89,161177.25,24666.0
76365,98604.62,102098.15,101632.21,108442.27,119948.41,125213.22,138319.61,164767.75,160734.94,9549.0
76374,51840.04,54331.72,52213.92,52109.45,56576.76,60755.19,72483.39,85479.06,93415.74,7431.0
76384,65878.41,65769.21,65942.22,69405.44,73782.29,79639.19,85852.81,94427.29,91767.88,28533.0
76401,144609.87,152519.93,157747.79,165869.71,176648.97,189768.66,223016.31,265957.11,279904.77,54848.0
76424,106995.11,105619.98,105658.28,107431.96,114076.7,121581.04,136119.63,163845.13,141740.65,17403.0
76431,177619.08,188279.35,202585.18,223369.27,238914.73,256036.17,300248.87,349052.22,342577.06,6948.0
76433,217814.28,220384.1,234773.73,259627.94,281984.54,304864.0,359463.12,433697.44,445968.82,2023.0
76437,74263.3,76512.63,76231.2,80958.56,87316.45,93953.7,111792.41,129202.96,121316.49,12217.0
76442,94766.29,97674.61,103699.94,112732.85,119308.9,128596.33,150244.79,170174.88,170632.91,15816.0
76443,97673.92,108949.32,107212.15,112782.92,119118.84,125045.0,136465.99,139524.75,126125.88,3717.0
76444,81327.85,80386.43,87873.89,91254.37,97804.15,105287.86,130917.89,159158.06,160876.42,8197.0
76446,118603.2,127046.42,130329.45,139318.4,148841.11,163996.77,194380.06,232349.71,240129.86,17280.0
76448,101863.2,105048.07,105711.47,112011.39,120000.74,126398.51,141838.65,160482.2,156668.3,13155.0
76449,356690.98,364912.91,363852.46,361682.44,368892.62,386598.17,479707.95,568831.98,573823.45,5042.0
76450,109661.99,111384.24,109658.55,111847.43,119326.76,126422.63,150290.42,180157.31,186632.69,26171.0
76453,172631.23,178353.5,181235.24,198153.2,218854.73,235784.43,287598.05,327652.01,323959.28,2147.0
76457,147307.93,148913.87,156678.66,164200.9,175136.45,188760.1,226687.23,272280.64,265965.27,7233.0
76458,95272.25,110334.83,107334.52,120100.58,125522.38,138325.76,152616.54,170788.22,145874.86,10294.0
76462,222749.07,251197.07,270978.25,283302.5,301491.52,320913.07,373696.23,438670.56,453418.22,5474.0
76470,66926.46,66093.79,65326.37,64459.52,65968.72,71197.31,82590.97,89070.8,85295.4,6444.0
76471,104352.35,107691.12,110310.44,117968.07,126128.86,138439.7,163099.25,184475.37,170524.17,3482.0
76475,168332.35,164916.72,162095.91,169883.69,181827.23,190094.72,220864.11,248715.33,254197.12,1889.0
76476,200734.96,216433.2,235356.44,248625.94,259224.35,272148.59,314294.63,347403.6,340028.73,4613.0
76501,93542.63,100143.67,104928.26,115739.29,125404.83,136362.57,159807.65,192053.55,195129.81,41978.0
76502,157497.41,163017.54,167366.98,175893.2,184289.17,194749.81,229062.76,287954.82,285620.19,70664.0
76504,89321.74,94133.86,98892.47,109075.41,119888.53,131610.96,156821.78,189568.22,191738.14,65744.0
76511,105690.51,112419.73,125989.3,138047.49,140141.6,156677.88,198100.36,230784.46,219351.18,5035.0
76513,169891.95,175417.61,182567.17,195835.48,207667.52,222062.84,258736.84,313877.16,317440.69,70331.0
76520,107066.3,111099.28,118743.92,126822.32,141702.45,150624.32,164722.85,187627.55,180899.58,18865.0
76522,113622.49,117728.8,120209.39,126726.11,134766.19,147536.74,175536.31,215329.3,223111.48,86046.0
76527,232681.08,252591.88,271807.85,285686.65,294175.24,325243.63,409819.25,481924.15,461764.7,8339.0
76528,117814.34,127405.32,134552.81,142632.44,154654.9,168905.45,197054.86,231002.57,235342.43,33995.0
76530,173390.29,192859.6,209033.24,221964.61,218336.41,231243.19,286821.34,333809.83,301785.61,5019.0
76531,94910.54,98407.27,103130.22,108582.37,112793.2,119383.29,153253.38,182347.46,178148.17,10481.0
76534,136588.7,147817.02,156804.63,174453.14,190713.72,222266.85,260930.0,306106.52,307029.19,4539.0
76537,178845.63,187353.46,198226.99,205447.04,202947.08,208435.55,256458.1,329540.63,301468.53,13268.0
76539,177291.25,183701.8,193318.21,210891.91,225936.52,242667.77,285282.11,344550.18,347329.85,14854.0
76541,48377.52,50748.04,54699.82,62028.82,67580.12,76852.29,97248.62,119613.95,125364.17,57471.0
76542,150615.37,153350.41,156451.33,161866.5,169760.42,180463.52,211339.7,256946.03,261195.63,107450.0
76543,80838.53,82882.31,85638.21,92642.76,101711.31,114279.91,140240.52,170298.63,179048.45,86890.0
76548,182686.57,185317.63,189922.76,198412.95,205573.66,217435.15,254376.31,303609.87,305944.41,56083.0
76549,126258.97,128761.78,131718.43,136810.86,144722.89,155321.18,184602.35,228541.52,235174.07,120665.0
76550,121855.4,131590.95,137757.71,155997.09,173373.52,186191.35,218016.38,269857.3,272786.5,25322.0
76554,105838.89,111058.77,116226.32,128108.03,141593.55,156800.97,181829.15,215250.43,225915.57,4330.0
76557,133376.57,142722.87,158056.09,172567.82,181550.51,194082.13,234174.29,285268.81,294153.66,11351.0
76559,167359.67,170696.25,174769.29,182858.87,191411.9,204304.08,239996.86,289907.37,294135.78,11356.0
76561,113711.73,122241.6,129135.6,144122.55,157761.87,177855.34,206276.36,240725.41,240028.35,2087.0
76567,109049.98,116573.75,121685.72,135107.91,149909.37,158238.01,181159.47,217879.15,219140.8,20508.0
76569,127673.11,131208.12,138921.5,145656.38,155246.16,167706.18,197928.71,230215.86,233249.74,4915.0
76570,74405.79,76806.5,82048.6,89301.97,94664.93,107264.74,118490.26,124994.91,123532.87,5921.0
76571,275023.49,287565.22,303668.13,323225.41,341117.19,363918.68,429748.01,529321.88,535452.6,11840.0
76574,146456.58,162635.55,181077.86,192510.0,197548.66,210386.6,261064.49,327294.55,305448.48,41853.0
76577,183014.77,196729.33,212265.53,227940.81,247525.09,263982.85,317000.72,386687.12,366344.0,5447.0
76578,179995.52,190152.07,207538.19,217598.49,223986.98,240706.07,304765.84,363744.77,332899.71,3287.0
76579,138586.89,147196.5,154689.97,164446.26,174661.03,186536.63,222093.61,266478.63,270610.75,9514.0
76626,98880.7,108753.17,118385.84,127321.97,139358.12,157249.08,183195.58,210670.89,209890.46,2607.0
76627,104166.35,118661.2,129417.91,143788.94,150769.8,166515.25,199483.0,233671.62,230880.1,3018.0
76633,198138.56,211794.77,238193.29,260032.61,280345.36,303419.31,356118.22,423530.79,432458.27,8502.0
76634,106703.48,113574.12,118739.79,132091.13,142004.05,152523.63,180959.39,215063.24,213894.4,15261.0
76636,136848.9,150681.48,166315.6,190090.42,200815.78,216932.57,267861.65,318684.7,308022.76,2743.0
76638,226793.43,244744.85,267738.13,290295.76,306503.94,329244.44,394692.99,470646.86,489964.44,4963.0
76639,78611.88,87075.34,88568.89,93102.32,99933.45,111633.19,129509.17,153977.06,156935.08,3470.0
76642,112203.28,114199.24,116379.15,121352.87,127902.31,135344.36,160365.3,189192.93,190532.64,13564.0
76643,145948.73,155072.77,168305.85,182651.28,191920.37,206284.03,240416.28,285898.51,293176.86,25105.0
76645,77505.17,85562.87,93486.67,104112.96,113208.78,128379.79,152815.9,179803.01,180340.55,28215.0
76648,76959.03,82743.75,88073.92,97671.42,105163.56,117477.65,140006.49,159775.16,162850.01,5296.0
76651,100049.85,113160.4,128459.51,145446.48,154181.4,169440.61,198926.68,228657.85,229842.06,6825.0
76655,173434.87,185956.82,202100.0,216843.0,229602.4,244826.21,288647.3,347987.01,356737.23,14576.0
76657,163373.16,171772.46,185977.15,201656.37,211532.56,226873.43,265658.78,316693.08,320438.21,19287.0
76661,47581.91,49154.57,54186.94,59684.82,66924.49,72585.66,82973.65,90422.85,82659.12,16967.0
76664,71142.56,75320.12,84057.85,88849.92,97171.17,105952.72,131797.63,153887.82,156220.19,7213.0
76665,124727.68,133278.22,144070.97,156555.76,170538.71,183013.21,217216.12,256208.09,239967.59,4801.0
76667,80334.48,81036.71,81003.27,84609.87,87361.95,92516.38,108247.19,126690.46,127056.66,28854.0
76670,96773.71,109661.88,122738.59,144500.56,162865.06,189812.55,218909.36,243518.1,220921.3,3320.0
76671,101415.84,108230.64,115404.55,128997.07,135241.62,144870.75,175602.23,216247.31,206705.41,3441.0
76673,106544.61,115305.43,121356.44,137913.96,147883.27,160156.68,194057.11,222768.45,215492.98,2076.0
76682,126935.53,133040.82,142843.56,156139.01,165382.35,179676.18,213693.64,252458.24,251406.05,5798.0
76687,168494.97,183233.07,190314.05,201281.56,208146.21,218190.03,264462.93,312467.9,308053.86,2569.0
76689,144968.17,154197.9,166573.81,180681.91,196666.47,214294.82,259653.74,308226.96,309154.46,7976.0
76690,123168.48,134724.92,138797.35,147783.87,161891.66,176015.68,203684.28,228406.46,203935.98,3013.0
76692,96540.13,103264.19,112054.85,123688.24,135741.39,149973.27,177575.9,207334.95,210406.19,21681.0
76693,103648.43,104160.19,104252.88,106765.02,118176.01,123875.5,152556.13,177620.87,178790.16,3944.0
76701,94643.45,103378.77,120248.44,140663.7,163021.48,175508.31,203258.33,244043.31,266037.65,4750.0
76704,51173.86,52254.95,56114.98,61528.88,65273.3,70291.71,91571.08,108822.97,109414.36,25693.0
76705,90670.24,96013.63,106341.19,116863.65,126831.99,138141.26,163959.89,194400.51,199338.71,76390.0
76706,113419.25,122742.71,134134.34,145289.45,155252.69,166355.79,195582.5,232985.59,242383.73,78593.0
76707,56729.79,60407.06,67479.75,76232.85,85536.3,96828.74,117447.7,141032.55,144326.68,51616.0
76708,96828.21,103872.13,114280.49,126285.7,136292.17,148958.83,178984.96,216001.05,223021.12,64153.0
76710,116174.79,123910.33,136139.21,151342.82,162909.11,176769.43,208010.8,249104.68,252929.91,59794.0
76711,56880.81,60847.9,66800.54,73764.82,81868.1,92032.85,110953.31,138008.69,144433.67,28224.0
76712,181857.48,191407.3,205992.68,221190.06,232669.99,246491.84,286489.31,339418.01,346057.53,38704.0
76801,101308.38,102075.69,102239.58,108662.65,115879.44,125340.49,142521.83,160904.07,160765.23,53543.0
76802,133705.67,138060.34,141187.97,151332.73,162705.87,174115.74,199240.71,231491.73,232007.36,10020.0
76821,73474.82,75746.23,74700.46,80467.63,90425.92,96349.91,107761.41,118481.67,110778.17,10389.0
76823,85981.89,89907.11,93860.44,101509.32,108473.49,119622.36,134244.03,159985.66,160250.72,6163.0
76825,79316.7,83467.35,82013.12,87686.65,90263.27,94805.46,102212.98,122292.25,117438.49,15706.0
76834,61541.47,58939.62,56760.39,62979.02,64672.97,66411.29,78208.63,80903.75,82290.56,12680.0
76844,102060.9,110191.96,127535.43,123341.52,134237.38,149653.31,171980.65,192895.67,176543.15,7245.0
76857,181373.0,191440.21,194153.42,202258.22,210966.47,212982.08,201247.5,211369.2,194358.89,3550.0
76861,142598.64,146118.91,151141.63,154809.23,174426.9,189347.19,215108.34,232101.94,220649.85,4507.0
76890,195091.07,206117.12,210370.36,211706.25,217986.97,232581.27,287852.45,340748.18,333461.58,1727.0
76903,76710.92,82714.6,81186.62,91478.38,105364.37,118028.99,135832.29,142848.99,145881.44,89498.0
76904,190796.13,197815.04,200775.85,202001.33,221903.6,240194.89,267837.83,295769.87,305296.51,64215.0
76905,121109.57,130709.78,134026.26,137296.26,154084.64,168026.28,189629.15,210555.82,216709.28,25548.0
76935,229353.01,236381.7,242456.93,248580.41,278789.4,301895.1,342587.8,379554.71,378887.8,3035.0
77002,279452.87,277278.37,274148.94,273405.27,269036.92,267053.67,266537.43,287857.62,293277.13,12747.0
77003,291382.7,303289.24,302042.11,306857.79,309897.69,315309.75,332434.12,362738.33,369461.17,24222.0
77004,276747.85,280804.77,281434.14,287616.68,293767.31,302663.15,324652.53,352510.16,361396.88,64603.0
77005,1036991.37,1037592.11,1036255.2,1070727.42,1101855.21,1117635.76,1185950.13,1295303.47,1358403.0,18843.0
77006,463487.79,457785.14,455541.42,468574.47,471296.48,477126.14,502963.83,538083.92,543589.61,28725.0
77007,451024.19,437957.51,425640.72,424172.54,423718.06,426875.87,455423.82,494195.51,507905.59,40444.0
77008,455217.22,441095.69,438999.12,446875.58,457625.84,470091.54,503508.35,546846.54,559319.02,39836.0
77009,264733.24,271673.5,276351.22,290217.18,303374.92,317129.36,343157.91,375582.18,386271.46,82979.0
77011,83400.76,96068.43,109027.55,127477.48,148705.68,166350.72,178723.89,197377.01,198573.71,49566.0
77012,75780.29,82158.2,92867.24,104220.86,118242.61,132337.35,145696.14,164014.7,165587.73,51767.0
77013,97541.1,103866.35,112158.62,118898.14,133635.03,143929.76,160414.92,185993.1,193785.62,45332.0
77014,138023.79,147386.98,155374.64,164609.22,173313.77,182235.96,209351.4,249794.7,252847.41,88221.0
77015,100181.45,109609.15,118799.53,127892.39,139403.24,148577.0,167302.17,196607.44,203011.55,140593.0
77016,66061.92,76257.0,82502.1,94755.79,107945.69,120405.49,139386.35,162464.09,163948.28,98509.0
77017,94637.86,102305.85,109386.3,118021.48,130848.83,142119.5,158167.63,181362.82,184445.95,87164.0
77018,374218.13,368924.27,367320.52,377868.03,390439.52,405730.77,435051.14,479009.44,490890.72,41739.0
77019,583997.99,563614.78,551956.35,552917.43,553079.15,559328.2,583216.37,621020.71,629613.23,26315.0
77020,81953.33,87106.03,89422.02,101266.95,117920.38,132175.88,151773.31,174139.23,175619.97,73094.0
77021,89741.25,99598.68,112331.94,125644.55,140793.89,150886.88,170995.78,194452.7,195322.53,82620.0
77022,94236.52,102871.86,117316.54,130849.56,145019.81,157088.41,177935.29,201802.29,203288.38,83337.0
77023,144703.28,162567.75,178606.54,193363.35,209548.77,223832.74,243269.72,264923.59,262795.31,71747.0
77024,920635.71,906577.74,885232.19,873823.4,871356.52,866032.89,929678.28,1025614.82,1055638.46,37043.0
77025,422912.23,425997.97,420965.04,410993.71,401897.79,399327.26,417922.87,447236.04,456009.68,33692.0
