zipcode,latitude,longitude,state,population,Net_Income,bedroom_number,bathroom_number,living_space,land_space,Year,Price
76137,32.86,-97.29,TX,59273,114470,3,2,2115,6245,2015,151099.69
76140,32.62,-97.27,TX,31703,78114,4,2,2158,4484,2015,104695.6
76148,32.87,-97.25,TX,24578,50855,3,2,1345,7137,2015,116963.61
76179,32.91,-97.44,TX,70425,93746,4,3,2503,5165,2015,165444.53
76180,32.84,-97.22,TX,36974,81365,3,2,2064,4596,2015,152581.36
76182,32.88,-97.21,TX,30911,47766,4,3,2402,7324,2015,198549.66
76201,33.22,-97.15,TX,28415,67582,3,2,1579,5790,2015,124128.5
76205,33.19,-97.13,TX,20365,47642,4,2,2093,5060,2015,167993.3
76207,33.22,-97.19,TX,15961,28551,3,3,1856,5257,2015,203210.9
76208,33.21,-97.06,TX,26598,46446,4,3,2634,5668,2015,228419.7
76209,33.23,-97.11,TX,26660,62663,3,2,1606,5428,2015,134492.25
76210,33.15,-97.1,TX,44367,65957,4,3,2620,6646,2015,198558.54
76225,33.37,-97.67,TX,3193,5774,3,2,1938,1176,2015,165650.33
76226,33.11,-97.17,TX,34829,26582,4,4,3434,4325,2015,352561.02
76227,33.27,-96.99,TX,43088,50228,4,3,2425,5822,2015,204021.56
76230,33.52,-97.94,TX,9921,19588,3,2,1668,1626,2015,109573.05
76233,33.54,-96.9,TX,3535,6265,3,2,1999,2436,2015,153827.16
76234,33.28,-97.51,TX,19147,32059,3,3,2383,1216,2015,203647.76
76240,33.66,-97.18,TX,29209,56682,3,2,2010,2723,2015,121946.37
76244,32.93,-97.28,TX,74884,96038,4,3,2476,5875,2015,203225.76
76247,33.1,-97.33,TX,16511,24631,4,3,2623,4407,2015,191838.91
76248,32.93,-97.23,TX,40553,43697,4,3,3055,4551,2015,312334.88
76249,33.28,-97.3,TX,9235,14419,3,2,2260,4332,2015,170510.01
76252,33.68,-97.39,TX,2424,5562,4,3,2733,2174,2015,155546.56
76255,33.82,-97.72,TX,5514,11307,4,3,2212,557,2015,104703.35
76258,33.37,-96.92,TX,7056,13571,3,3,2578,2087,2015,168535.83
76259,33.2,-97.32,TX,5469,8934,4,2,1923,4579,2015,195734.07
76262,33.01,-97.22,TX,40159,45719,4,4,3563,3642,2015,321169.08
76265,33.74,-97.54,TX,1529,3457,3,2,1961,3472,2015,123740.37
76266,33.37,-97.22,TX,17658,29107,3,2,2114,3972,2015,172105.86
76270,33.45,-97.76,TX,1697,3703,3,2,2012,16,2015,226365.22
76271,33.47,-96.91,TX,1873,2993,4,3,2580,4672,2015,161125.87
76273,33.75,-96.94,TX,9922,18340,4,3,2499,481,2015,140664.86
76301,33.91,-98.48,TX,15062,46861,3,1,1226,6502,2015,44032.44
76302,33.87,-98.48,TX,11423,27604,3,2,1144,8603,2015,96002.33
76306,33.95,-98.53,TX,14781,36801,3,1,1285,7177,2015,67372.92
76308,33.86,-98.54,TX,20028,41917,4,3,2608,1873,2015,119139.01
76309,33.9,-98.54,TX,14082,32740,3,2,2036,1764,2015,70070.53
76310,33.81,-98.51,TX,19279,33979,3,2,1986,9148,2015,134867.94
76354,34.1,-98.62,TX,11825,24666,3,2,2273,0,2015,95880.14
76365,33.75,-98.21,TX,4491,9549,4,2,2235,1919,2015,98604.62
76374,33.35,-98.76,TX,3595,7431,3,2,1582,4634,2015,51840.04
76384,34.14,-99.32,TX,12304,28533,2,1,2294,2808,2015,65878.41
76401,32.28,-98.2,TX,29724,54848,3,2,2116,2216,2015,144609.87
76424,32.8,-98.89,TX,8552,17403,3,2,1777,1791,2015,106995.11
76431,33.31,-97.86,TX,4376,6948,3,3,2299,38,2015,177619.08
76433,32.31,-98.01,TX,1934,2023,3,3,2165,8,2015,217814.28
76437,32.39,-99.02,TX,5593,12217,3,2,1628,1954,2015,74263.3
76442,31.89,-98.61,TX,7697,15816,3,2,1994,1174,2015,94766.29
76443,32.12,-99.2,TX,2019,3717,3,2,2092,1074,2015,97673.92
76444,32.12,-98.57,TX,3477,8197,3,2,1747,1376,2015,81327.85
76446,32.08,-98.35,TX,8876,17280,4,2,2102,1916,2015,118603.2
76448,32.39,-98.8,TX,4991,13155,3,2,2072,1787,2015,101863.2
76449,32.92,-98.33,TX,2339,5042,4,4,2984,1619,2015,356690.98
76450,33.06,-98.64,TX,13090,26171,3,2,2038,1302,2015,109661.99
76453,32.57,-98.34,TX,1515,2147,3,2,2618,4,2015,172631.23
76457,31.95,-98.03,TX,4194,7233,3,2,1971,1197,2015,147307.93
76458,33.22,-98.19,TX,5930,10294,3,2,2211,1127,2015,95272.25
76462,32.52,-98.03,TX,4914,5474,3,2,2558,750,2015,222749.07
76470,32.5,-98.67,TX,3432,6444,4,2,1902,847,2015,66926.46
76471,32.11,-98.98,TX,1500,3482,3,1,1316,3267,2015,104352.35
76475,32.65,-98.51,TX,1031,1889,4,3,3539,4307,2015,168332.35
76476,32.37,-97.92,TX,3406,4613,3,2,2025,24,2015,200734.96
76501,31.08,-97.25,TX,17357,41978,3,2,1772,3135,2015,93542.63
76502,31.09,-97.41,TX,45515,70664,4,2,2062,5274,2015,157497.41
76504,31.14,-97.38,TX,23916,65744,3,2,1649,4942,2015,89321.74
76511,30.8,-97.42,TX,2497,5035,3,2,2155,1227,2015,105690.51
76513,31.06,-97.5,TX,42610,70331,4,3,2233,3658,2015,169891.95
76520,30.87,-96.9,TX,7692,18865,3,2,1782,1818,2015,107066.3
76522,31.22,-97.97,TX,40050,86046,3,2,1787,5622,2015,113622.49
76527,30.84,-97.8,TX,4262,8339,3,3,2732,673,2015,232681.08
76528,31.44,-97.78,TX,19355,33995,3,2,1773,2109,2015,117814.34
76530,30.71,-97.42,TX,2277,5019,3,2,2062,376,2015,173390.29
76531,31.68,-98.19,TX,4516,10481,3,2,1814,1192,2015,94910.54
76534,30.88,-97.37,TX,2953,4539,3,2,1503,3863,2015,136588.7
76537,30.82,-97.61,TX,10273,13268,3,2,1983,5140,2015,178845.63
76539,31.09,-98,TX,8665,14854,4,2,2151,4,2015,177291.25
76541,31.11,-97.73,TX,18521,57471,3,1,1249,6951,2015,48377.52
76542,31,-97.73,TX,50527,107450,4,3,2297,6370,2015,150615.37
76543,31.12,-97.64,TX,33350,86890,3,2,1514,6254,2015,80838.53
76548,31.05,-97.65,TX,31759,56083,4,3,2364,4963,2015,182686.57
76549,31.02,-97.83,TX,53138,120665,4,2,1949,6923,2015,126258.97
76550,31.08,-98.22,TX,13789,25322,3,2,2342,2467,2015,121855.4
76554,30.98,-97.37,TX,2360,4330,3,2,1352,10411,2015,105838.89
76557,31.29,-97.4,TX,6063,11351,3,3,2620,727,2015,133376.57
76559,31.08,-97.61,TX,6260,11356,4,3,2318,2807,2015,167359.67
76561,31.43,-97.54,TX,1259,2087,3,2,1654,24,2015,113711.73
76567,30.65,-97.01,TX,8790,20508,3,2,1928,2572,2015,109049.98
76569,30.94,-97.22,TX,3174,4915,4,3,2224,802,2015,127673.11
76570,31.08,-96.94,TX,2661,5921,3,2,1774,3507,2015,74405.79
76571,30.93,-97.58,TX,9384,11840,4,3,3000,256,2015,275023.49
76574,30.58,-97.39,TX,19126,41853,3,2,1855,4632,2015,146456.58
76577,30.62,-97.18,TX,3120,5447,3,2,1965,1555,2015,183014.77
76578,30.53,-97.24,TX,1453,3287,4,2,2464,2898,2015,179995.52
76579,31.2,-97.26,TX,7068,9514,4,2,1831,4755,2015,138586.89
76626,32.11,-96.72,TX,1309,2607,4,2,1568,10,2015,98880.7
76627,32.11,-97.39,TX,1499,3018,3,2,1720,8,2015,104166.35
76633,31.69,-97.33,TX,6286,8502,4,3,2538,3,2015,198138.56
76634,31.81,-97.57,TX,7207,15261,4,3,2229,2661,2015,106703.48
76636,32.17,-97.28,TX,1507,2743,3,3,2282,5,2015,136848.9
76638,31.55,-97.45,TX,3095,4963,4,3,2915,2,2015,226793.43
76639,31.87,-96.66,TX,1638,3470,3,2,1493,2247,2015,78611.88
76642,31.5,-96.53,TX,5917,13564,3,2,1987,1019,2015,112203.28
76643,31.45,-97.2,TX,15707,25105,4,2,2071,2024,2015,145948.73
76645,32.01,-97.13,TX,10762,28215,3,2,1988,3612,2015,77505.17
76648,31.85,-96.81,TX,2554,5296,3,2,1876,3940,2015,76959.03
76651,32.18,-96.87,TX,3984,6825,3,2,1868,2101,2015,100049.85
76655,31.39,-97.17,TX,8616,14576,4,3,3077,5001,2015,173434.87
76657,31.44,-97.4,TX,11723,19287,3,2,1972,3602,2015,163373.16
76661,31.31,-96.85,TX,7388,16967,3,2,1743,2400,2015,47581.91
76664,31.56,-96.8,TX,4015,7213,3,2,1468,3305,2015,71142.56
76665,31.92,-97.72,TX,2838,4801,3,3,2213,14,2015,124727.68
76667,31.66,-96.47,TX,10385,28854,3,2,1843,2365,2015,80334.48
76670,32.13,-96.99,TX,1815,3320,4,3,2249,2615,2015,96773.71
76671,31.99,-97.53,TX,1635,3441,3,2,2102,2,2015,101415.84
76673,31.75,-96.89,TX,1253,2076,3,2,1499,33,2015,106544.61
76682,31.45,-96.91,TX,3182,5798,3,2,1992,12,2015,126935.53
76687,31.37,-96.49,TX,1915,2569,3,2,1616,967,2015,168494.97
76689,31.67,-97.5,TX,3878,7976,4,2,1525,2497,2015,144968.17
76690,32.1,-97.79,TX,1200,3013,3,2,1742,4,2015,123168.48
76692,31.96,-97.33,TX,9508,21681,3,2,1845,1112,2015,96540.13
76693,31.81,-96.44,TX,2170,3944,3,2,2219,1615,2015,103648.43
76701,31.55,-97.14,TX,1953,4750,5,3,3588,0,2015,94643.45
76704,31.58,-97.12,TX,7791,25693,3,2,1240,5669,2015,51173.86
76705,31.62,-97.09,TX,31902,76390,3,2,1664,2925,2015,90670.24
76706,31.46,-97.09,TX,39488,78593,3,2,1816,2160,2015,113419.25
76707,31.55,-97.16,TX,16430,51616,3,2,1626,6364,2015,56729.79
76708,31.63,-97.21,TX,26155,64153,3,2,1863,5057,2015,96828.21
76710,31.54,-97.2,TX,23385,59794,3,3,2405,4089,2015,116174.79
76711,31.51,-97.15,TX,10237,28224,3,2,1319,6172,2015,56880.81
76712,31.52,-97.26,TX,27310,38704,4,3,2440,2316,2015,181857.48
76801,31.75,-99.05,TX,25081,53543,3,2,1840,2483,2015,101308.38
76802,31.72,-98.89,TX,5727,10020,4,2,2196,2,2015,133705.67
76821,31.74,-99.95,TX,4430,10389,3,2,1369,5817,2015,73474.82
76823,31.69,-99.16,TX,2698,6163,3,2,1329,1550,2015,85981.89
76825,31.09,-99.39,TX,6539,15706,3,2,1681,4028,2015,79316.7
76834,31.88,-99.47,TX,4995,12680,3,2,1676,4497,2015,61541.47
76844,31.44,-98.49,TX,3243,7245,3,2,1936,5,2015,102060.9
76857,31.93,-98.93,TX,1984,3550,3,2,1349,4,2015,181373
76861,31.59,-100.2,TX,2053,4507,4,2,2542,7,2015,142598.64
76890,31.69,-98.76,TX,884,1727,4,2,2002,2640,2015,195091.07
76903,31.48,-100.44,TX,30312,89498,3,2,1483,5692,2015,76710.92
76904,31.29,-100.42,TX,36132,64215,3,3,2329,4076,2015,190796.13
76905,31.5,-100.32,TX,13052,25548,3,2,1586,5307,2015,121109.57
76935,31.08,-100.42,TX,1916,3035,3,2,2029,15,2015,229353.01
77002,29.76,-95.37,TX,18892,12747,2,2,1694,2024,2015,279452.87
77003,29.75,-95.35,TX,9992,24222,3,4,2029,1978,2015,291382.7
77004,29.72,-95.36,TX,34197,64603,3,3,2115,3678,2015,276747.85
77005,29.72,-95.42,TX,28310,18843,4,4,3740,4930,2015,1036991.37
77006,29.74,-95.39,TX,22678,28725,3,3,2701,3141,2015,463487.79
77007,29.77,-95.41,TX,40653,40444,3,4,2593,2713,2015,451024.19
77008,29.8,-95.42,TX,37097,39836,3,3,2388,3790,2015,455217.22
77009,29.79,-95.37,TX,37654,82979,3,3,1982,4503,2015,264733.24
77011,29.74,-95.31,TX,17060,49566,3,2,1702,4904,2015,83400.76
77012,29.72,-95.27,TX,17932,51767,3,2,1545,4195,2015,75780.29
77013,29.8,-95.24,TX,19296,45332,3,2,1746,6655,2015,97541.1
77014,29.98,-95.46,TX,37471,88221,4,3,2125,4986,2015,138023.79
77015,29.76,-95.17,TX,58276,140593,3,2,1705,6401,2015,100181.45
77016,29.86,-95.3,TX,30252,98509,3,2,1523,5765,2015,66061.92
77017,29.69,-95.25,TX,33627,87164,3,2,1721,5047,2015,94637.86
77018,29.83,-95.43,TX,28403,41739,3,3,2280,3977,2015,374218.13
77019,29.75,-95.41,TX,22475,26315,3,4,3861,2548,2015,583997.99
77020,29.77,-95.31,TX,26252,73094,3,3,1604,3352,2015,81953.33
77021,29.7,-95.36,TX,26287,82620,3,3,1820,4301,2015,89741.25
77022,29.83,-95.38,TX,26476,83337,3,2,1776,4424,2015,94236.52
77023,29.72,-95.32,TX,27676,71747,3,2,1819,5339,2015,144703.28
77024,29.77,-95.51,TX,37694,37043,4,5,4369,1592,2015,920635.71
77025,29.69,-95.44,TX,29539,33692,3,3,2822,5421,2015,422912.23
77026,29.8,-95.33,TX,21412,78988,3,2,1703,4797,2015,63323.48
77027,29.74,-95.45,TX,19386,19846,3,4,3318,4285,2015,613669.39
77028,29.82,-95.29,TX,19506,62234,3,2,1536,5854,2015,68959.37
77029,29.76,-95.26,TX,16223,49267,3,2,1514,4843,2015,68252.05
77030,29.71,-95.4,TX,11787,10488,3,3,2394,3145,2015,406368.43
77031,29.65,-95.55,TX,16710,42838,3,2,1745,5679,2015,138701.48
77032,29.97,-95.34,TX,13887,39524,2,2,1774,4015,2015,85136.81
77033,29.67,-95.34,TX,28669,101279,3,2,1618,5901,2015,63134.67
77034,29.62,-95.19,TX,38875,94617,3,2,1761,5551,2015,113607.5
77035,29.65,-95.48,TX,35335,92024,3,2,1815,5836,2015,179675.02
77036,29.7,-95.54,TX,68797,209140,2,2,1535,2431,2015,96304.85
77037,29.89,-95.39,TX,18106,52681,4,2,1742,4083,2015,100535.34
77038,29.92,-95.44,TX,32275,79006,3,2,1826,4857,2015,108252.03
77039,29.91,-95.34,TX,27501,73329,4,3,1779,4291,2015,85362.94
77040,29.88,-95.53,TX,50192,111174,3,3,2133,5633,2015,149281.52
77041,29.86,-95.58,TX,33053,78129,4,3,2730,6283,2015,170786.01
77042,29.74,-95.56,TX,40861,99949,3,3,2281,3966,2015,198682.35
77043,29.81,-95.58,TX,25122,60013,3,3,2271,4854,2015,230802.93
77044,29.9,-95.18,TX,53753,78081,4,3,2650,5221,2015,181563.15
77045,29.64,-95.43,TX,32627,98826,3,2,1745,4824,2015,92552.48
77047,29.61,-95.39,TX,33199,73367,3,2,1821,4893,2015,135360.46
77048,29.62,-95.33,TX,19413,53325,3,2,1627,5057,2015,99597.11
77049,29.83,-95.15,TX,39514,74794,3,2,2006,6068,2015,134272.37
77050,29.9,-95.27,TX,5745,13267,3,2,1846,4928,2015,79164.32
77051,29.66,-95.38,TX,19077,57009,3,2,1583,5774,2015,79544.34
77053,29.59,-95.46,TX,30642,91853,3,2,1564,5331,2015,89927.73
77054,29.68,-95.4,TX,23699,45633,2,2,1231,571,2015,119467.78
77055,29.8,-95.49,TX,43780,89757,3,3,2780,4045,2015,417608.94
77056,29.75,-95.47,TX,22062,25437,4,5,4650,2878,2015,595157.95
77057,29.75,-95.49,TX,44056,72532,3,3,2378,2154,2015,246261.5
77058,29.56,-95.09,TX,17651,35379,3,3,2157,2678,2015,148630.52
77059,29.61,-95.12,TX,18020,17925,4,4,3276,6117,2015,292809.63
77060,29.94,-95.4,TX,47349,118498,3,2,1425,5004,2015,90947.65
77061,29.65,-95.28,TX,25485,66108,3,2,2196,2908,2015,118796.51
77062,29.58,-95.13,TX,24761,38908,4,3,2386,6436,2015,181765.13
77063,29.74,-95.52,TX,39855,86736,3,3,2171,3125,2015,183349.16
77064,29.92,-95.55,TX,49305,101061,3,3,2118,6278,2015,154057.8
77065,29.93,-95.6,TX,40140,78899,4,3,2290,5526,2015,160642.1
77066,29.96,-95.5,TX,40053,84826,4,3,2261,5811,2015,131984.42
77067,29.95,-95.45,TX,33420,95663,3,2,1932,5742,2015,108492.4
77068,30.01,-95.49,TX,11031,24425,4,3,2822,5783,2015,191475.94
77069,29.99,-95.52,TX,19054,33007,3,3,3210,3057,2015,222188.58
77070,29.98,-95.57,TX,58462,96200,4,3,2592,5873,2015,175468.33
77071,29.65,-95.52,TX,27221,73301,3,3,2226,4934,2015,123161.56
77072,29.7,-95.59,TX,63585,186132,3,2,1687,4258,2015,97068.03
77073,30,-95.4,TX,38857,112671,4,3,2037,5395,2015,132879.61
77074,29.69,-95.52,TX,39088,105144,3,2,1609,4573,2015,111168.28
77075,29.62,-95.27,TX,42736,98372,3,3,1885,5282,2015,131098.74
77076,29.86,-95.38,TX,33171,93092,3,2,1461,3730,2015,93372.67
77077,29.75,-95.64,TX,63168,110173,3,3,2660,5167,2015,294525.25
77078,29.85,-95.25,TX,13738,47763,3,2,1386,6203,2015,72121
77079,29.78,-95.6,TX,34633,44383,4,3,2989,4510,2015,468123.74
77080,29.82,-95.52,TX,45391,110119,3,3,2090,3323,2015,216541.72
77081,29.71,-95.48,TX,51374,131916,3,2,2092,5079,2015,173182.18
77082,29.72,-95.64,TX,52827,144266,3,3,2565,4792,2015,148725.65
77083,29.69,-95.65,TX,77663,206043,3,3,2197,6584,2015,137301.54
77084,29.83,-95.66,TX,107864,232912,4,3,2168,6300,2015,150282.39
77085,29.62,-95.48,TX,17101,49510,3,2,1826,4581,2015,116828.78
77086,29.92,-95.49,TX,30071,79325,3,2,1824,4653,2015,108590.45
77087,29.69,-95.3,TX,36710,100149,3,2,2244,6003,2015,94364.87
77088,29.88,-95.45,TX,54601,158573,3,2,1828,5417,2015,101097.32
77089,29.59,-95.23,TX,59042,110115,4,3,2202,6255,2015,147153.93
77090,30.01,-95.44,TX,39478,117031,4,3,2647,5617,2015,136869.54
77091,29.85,-95.44,TX,30008,83363,3,3,1755,3126,2015,114043.98
77092,29.83,-95.48,TX,35822,88682,3,2,1652,3703,2015,162779.92
77093,29.86,-95.34,TX,47417,137238,3,2,1805,4592,2015,76493.02
77094,29.77,-95.7,TX,11139,10756,4,4,3738,4877,2015,388434.95
77095,29.91,-95.65,TX,71138,117768,4,3,2465,6358,2015,197672.92
77096,29.67,-95.48,TX,32744,62898,4,3,2661,7085,2015,361165.62
77098,29.73,-95.42,TX,15414,19081,3,4,3093,4128,2015,561931.39
77099,29.67,-95.58,TX,50113,148636,3,2,1610,4273,2015,107029.96
77301,30.31,-95.43,TX,33409,84397,3,2,2005,4591,2015,138240.31
77302,30.23,-95.36,TX,19165,35649,4,3,2436,4168,2015,185296.46
77303,30.38,-95.38,TX,22502,41202,4,3,2034,2977,2015,153136.39
77304,30.33,-95.52,TX,36700,50776,4,3,2490,5070,2015,222696.98
77306,30.28,-95.31,TX,16650,33239,4,2,1708,4029,2015,137671.04
77316,30.31,-95.69,TX,29191,34056,4,3,2854,3220,2015,274557.64
77318,30.45,-95.54,TX,18348,29224,4,3,2228,4486,2015,203184.58
77320,30.81,-95.56,TX,38572,53690,3,2,1822,3407,2015,140249.62
77327,30.33,-94.92,TX,29710,48838,3,2,1755,2092,2015,118585.58
77328,30.41,-95.19,TX,18297,34822,3,2,1896,2080,2015,146076.08
77331,30.62,-95.18,TX,7114,13925,3,2,1925,416,2015,149109.94
77338,30.01,-95.28,TX,46780,103436,3,2,1979,5268,2015,129147.16
77339,30.05,-95.22,TX,42652,58992,4,3,2653,5410,2015,181925.75
77340,30.65,-95.53,TX,32826,59598,3,2,2108,3864,2015,159440.05
77345,30.05,-95.16,TX,27274,25231,4,3,2857,5417,2015,277044.91
77346,29.99,-95.18,TX,67587,87246,4,3,2810,6184,2015,197858.71
77351,30.7,-94.82,TX,34047,60500,3,2,1695,2023,2015,116601.44
77355,30.16,-95.75,TX,31164,44140,4,3,2722,735,2015,231477.97
77356,30.45,-95.7,TX,28689,42757,3,3,2513,4249,2015,233183.94
77357,30.16,-95.18,TX,29992,56494,4,3,2233,4295,2015,169031.37
77358,30.55,-95.45,TX,5324,10799,3,2,2067,28,2015,195099
77360,30.85,-95.11,TX,5805,12692,3,2,1527,1980,2015,112591.36
77362,30.16,-95.67,TX,6361,10051,4,4,3175,3576,2015,230196.09
77364,30.77,-95.22,TX,2272,5207,3,2,1605,3026,2015,132814.85
77365,30.12,-95.27,TX,36802,69160,4,3,2296,4200,2015,199773.18
77371,30.49,-94.98,TX,7291,16339,3,2,1800,613,2015,110541.55
77372,30.24,-95.18,TX,14103,25505,3,2,123154,2072,2015,136624.36
77373,30.06,-95.38,TX,63296,125556,3,2,2078,5824,2015,134214.17
77375,30.09,-95.59,TX,62970,89411,4,3,2683,5385,2015,208052.62
77377,30.06,-95.68,TX,38689,48505,4,3,2957,4239,2015,253874.34
77378,30.46,-95.37,TX,17549,40016,3,2,1851,4666,2015,135017.85
77379,30.04,-95.53,TX,82125,112440,4,3,2951,5414,2015,230506.66
77380,30.14,-95.47,TX,29095,43593,4,4,3215,3784,2015,242181.86
77381,30.18,-95.5,TX,36080,38722,4,4,3436,4685,2015,333372.68
77382,30.2,-95.55,TX,41233,31905,4,4,3958,3728,2015,360145.49
77384,30.23,-95.5,TX,21259,26659,4,3,2665,5758,2015,295161.95
77385,30.19,-95.42,TX,24771,38833,4,3,2505,5097,2015,215693.83
77386,30.1,-95.36,TX,64460,67631,4,3,3129,4913,2015,231284.68
77388,30.06,-95.47,TX,53498,79686,4,3,2578,6645,2015,180448.9
77389,30.12,-95.51,TX,41982,41916,4,4,3169,4806,2015,321886.06
77396,29.95,-95.26,TX,61720,107779,4,3,2259,5819,2015,150377.57
77401,29.7,-95.46,TX,17362,13924,4,4,3550,6353,2015,847819.27
77406,29.65,-95.79,TX,58998,54057,4,3,3050,5469,2015,269298.66
77407,29.68,-95.71,TX,73084,79257,4,3,2687,6550,2015,236543.09
77414,28.91,-95.89,TX,24345,46131,3,2,1696,3104,2015,138180.5
77417,29.47,-95.96,TX,2892,4829,3,2,1952,1833,2015,124180.33
77418,29.98,-96.25,TX,10220,20696,3,2,2038,1558,2015,212666.03
77422,28.96,-95.57,TX,14042,24848,3,2,3372,1584,2015,138457.36
77426,30.12,-96.25,TX,2019,5003,3,3,2041,649,2015,251072.55
77429,29.99,-95.66,TX,88375,112440,4,3,2864,5091,2015,230494.24
77430,29.26,-95.66,TX,1780,3957,3,3,2205,7,2015,188715.32
77433,29.95,-95.74,TX,103070,114121,4,4,2986,5840,2015,273805.67
77434,29.53,-96.32,TX,4128,12307,4,2,3334,1611,2015,80485.51
77435,29.51,-96.12,TX,3727,10101,3,2,2066,3189,2015,171577.95
77437,29.2,-96.27,TX,18529,44192,3,2,1941,3466,2015,120828.86
77447,30.05,-95.83,TX,18145,30714,3,3,2168,4370,2015,197037.15
77449,29.84,-95.74,TX,119994,257998,3,3,2011,5994,2015,151032.57
77455,29.14,-96.44,TX,2014,3781,3,3,2130,1404,2015,147524.29
77459,29.53,-95.53,TX,77722,93588,4,4,3258,5751,2015,261725.87
77461,29.39,-95.77,TX,11824,22221,3,2,2204,1062,2015,165689.72
77465,28.71,-96.23,TX,7227,16041,3,2,1525,3171,2015,123965.24
77469,29.49,-95.71,TX,57228,87199,4,3,2763,5512,2015,207702.35
77471,29.55,-95.87,TX,41723,98077,3,2,2123,5958,2015,147253.65
77474,29.78,-96.19,TX,14048,30358,3,2,2274,2654,2015,198736.29
77477,29.63,-95.57,TX,33844,78528,3,2,2064,5747,2015,158175.42
77478,29.62,-95.61,TX,23276,36429,4,4,3638,5280,2015,288176.03
77479,29.57,-95.63,TX,90084,86492,4,4,3896,5091,2015,371692.34
77480,29.09,-95.77,TX,8243,13582,3,2,1783,1042,2015,137131.43
77482,29.09,-95.88,TX,1307,4072,3,2,1925,1172,2015,159535.8
77486,29.15,-95.68,TX,7227,13329,3,2,2194,4937,2015,147622.51
77488,29.3,-96.1,TX,14721,34389,3,2,1525,2402,2015,107223.83
77489,29.6,-95.52,TX,38593,101216,3,2,1853,6432,2015,114682.1
77493,29.85,-95.83,TX,48117,55193,4,3,2812,5964,2015,220669.17
77494,29.75,-95.82,TX,129165,98367,4,4,3227,5661,2015,324287.52
77498,29.64,-95.65,TX,52947,96788,4,3,2340,6486,2015,189532.45
77502,29.68,-95.2,TX,37665,90775,3,2,1798,6597,2015,105406.41
77503,29.69,-95.16,TX,24582,55265,3,2,1690,4672,2015,99616.73
77504,29.65,-95.19,TX,25748,54380,3,2,1704,4764,2015,140934.44
77505,29.65,-95.14,TX,22548,40534,3,3,2451,5498,2015,180819.27
77506,29.72,-95.19,TX,37141,93219,3,2,1566,6393,2015,75117.44
77510,29.35,-95.09,TX,13124,25140,3,2,1865,2218,2015,166611.07
77511,29.39,-95.24,TX,49600,97062,4,3,2203,3033,2015,161087.87
77514,29.69,-94.63,TX,5818,9827,3,2,2074,4244,2015,167859.39
77515,29.18,-95.45,TX,33491,54017,3,2,1963,3274,2015,141021.19
77518,29.51,-94.99,TX,10567,25428,3,2,1831,5009,2015,116249.27
77520,29.75,-95,TX,36054,88050,3,2,1862,3811,2015,83547.06
77521,29.81,-94.96,TX,63309,106301,3,2,2139,5465,2015,146109.35
77523,29.78,-94.86,TX,26370,28158,4,3,2378,4529,2015,228883.8
77530,29.79,-95.11,TX,30880,73471,3,2,1749,4909,2015,103357.34
77531,29.04,-95.4,TX,15956,31000,3,2,1911,5288,2015,126526.71
77532,29.93,-95.06,TX,30108,53914,3,3,2154,3523,2015,154044.63
77534,29.21,-95.3,TX,3125,4846,3,2,1871,3255,2015,159340.02
77535,30.05,-94.92,TX,37418,56859,4,3,2298,1373,2015,171611.03
77536,29.69,-95.12,TX,33291,54933,4,2,2082,6581,2015,157008.37
77539,29.46,-95.03,TX,45901,83960,3,3,2174,4229,2015,161431.64
77541,29.01,-95.33,TX,17989,36980,3,2,1474,4556,2015,120088
77545,29.54,-95.47,TX,25755,56828,4,3,2461,6352,2015,160186.85
77546,29.51,-95.19,TX,54405,70432,4,3,2945,3502,2015,226141.2
77547,29.74,-95.24,TX,9702,23255,3,2,1352,5607,2015,71387.19
77550,29.31,-94.78,TX,22421,65209,3,3,2390,4356,2015,139717.88
77551,29.28,-94.84,TX,23686,52326,3,2,1477,3692,2015,129053.15
77554,29.23,-94.93,TX,9001,12990,3,3,1894,4573,2015,303896.99
77562,29.83,-95.05,TX,10292,21564,3,2,1840,3786,2015,115137.32
77563,29.31,-95.02,TX,10223,21750,3,2,1897,4663,2015,139985.55
77565,29.54,-95.03,TX,6555,12049,3,3,2526,5122,2015,237777.98
77566,29.05,-95.48,TX,30327,46023,3,3,2180,3933,2015,167185.32
77568,29.37,-94.99,TX,19819,42599,3,2,1882,5536,2015,125416.9
77571,29.69,-95.06,TX,37298,65475,3,3,2119,5416,2015,141407.44
77573,29.5,-95.09,TX,95111,107432,4,3,2725,6206,2015,230793.31
77575,30.08,-94.74,TX,15796,28787,3,2,2005,1419,2015,126023.48
77578,29.48,-95.37,TX,23444,27543,4,3,2636,6200,2015,271392.38
77581,29.56,-95.28,TX,50733,69131,4,3,2552,5587,2015,216336.24
77583,29.38,-95.46,TX,41232,51121,4,3,2489,5191,2015,215895.46
77584,29.55,-95.35,TX,89358,105369,4,3,2689,6208,2015,234386.7
77586,29.58,-95.03,TX,23364,34410,4,3,2632,4447,2015,212722.18
77587,29.66,-95.23,TX,16381,44160,3,2,1637,6564,2015,90142.68
77590,29.38,-94.92,TX,33272,75376,3,2,1896,6027,2015,97022.97
77591,29.4,-95,TX,14961,38641,3,2,1779,5920,2015,119133.28
77598,29.54,-95.14,TX,27184,58643,3,2,1668,5846,2015,132903.27
77611,30.01,-93.82,TX,9829,16308,3,2,1851,2668,2015,141209.06
