<<<<<<< HEAD:output/TX_full_data.csv
zipcode,latitude,longitude,state,population,2015,2016,2017,2018,2019,2020,2021,2022,2023,Net_Income,bedroom_number,bathroom_number,living_space,land_space
76302,33.86607,-98.48487,TX,11423,96002.3251,97953.38347,101399.5182,107981.3818,113861.4727,123251.7432,143289.6313,166909.6854,172809.9453,27604,3,2,1144,8603
76306,33.95237,-98.52745,TX,14781,67372.92184,68191.55655,69206.40613,73166.71816,75400.31307,83624.96827,100686.5451,121678.9826,123324.9557,36801,3,1,1285,7177
76308,33.85684,-98.5378,TX,20028,119139.0057,121143.9938,125136.8237,131958.2641,138876.6251,149277.2173,171551.5599,197706.5624,203288.2625,41917,4,3,2608,1873
76309,33.89551,-98.544,TX,14082,70070.53194,70973.28295,70737.27823,74954.7724,76940.20916,84322.6431,100948.5334,118387.0059,118196.8602,32740,3,2,2036,1764
76310,33.81115,-98.51178,TX,19279,134867.9391,137261.5887,140633.2304,148647.4985,157052.8545,168363.5131,193929.6017,224736.7758,228799.2399,33979,3,2,1986,9148
76354,34.09521,-98.62276,TX,11825,95880.1385,93159.48621,94736.81341,100776.041,106887.205,116507.3822,135307.7413,156071.8891,161177.2512,24666,3,2,2273,0
76365,33.754,-98.2076,TX,4491,98604.62264,102098.1508,101632.2119,108442.2734,119948.4127,125213.217,138319.6119,164767.754,160734.9444,9549,4,2,2235,1919
76374,33.34823,-98.7648,TX,3595,51840.03909,54331.71894,52213.91575,52109.45239,56576.76359,60755.19335,72483.39407,85479.05683,93415.73541,7431,3,2,1582,4634
76384,34.14355,-99.32067,TX,12304,65878.41339,65769.21232,65942.21608,69405.43576,73782.29059,79639.18811,85852.8068,94427.29267,91767.87761,28533,2,1,2294,2808
76401,32.27918,-98.19994,TX,29724,144609.8682,152519.9271,157747.7914,165869.7135,176648.9685,189768.6614,223016.3109,265957.1123,279904.7709,54848,3,2,2116,2216
76424,32.80431,-98.89236,TX,8552,106995.107,105619.9815,105658.2803,107431.9556,114076.7026,121581.0391,136119.6302,163845.1342,141740.6498,17403,3,2,1777,1791
76431,33.31066,-97.86228,TX,4376,177619.0774,188279.3548,202585.1829,223369.2719,238914.7268,256036.1665,300248.8744,349052.2204,342577.0644,6948,3,3,2299,38
76433,32.30662,-98.01096,TX,1934,217814.2816,220384.0989,234773.731,259627.9392,281984.5423,304864.0041,359463.1223,433697.4352,445968.8202,2023,3,3,2165,8
76437,32.388,-99.01935,TX,5593,74263.29589,76512.62629,76231.19524,80958.5625,87316.4489,93953.69601,111792.4108,129202.9578,121316.493,12217,3,2,1628,1954
76442,31.89015,-98.61242,TX,7697,94766.29023,97674.61448,103699.9403,112732.8543,119308.9004,128596.3315,150244.7864,170174.8825,170632.9083,15816,3,2,1994,1174
76443,32.11907,-99.20174,TX,2019,97673.91594,108949.3166,107212.1538,112782.9229,119118.8407,125044.9968,136465.9867,139524.7531,126125.8839,3717,3,2,2092,1074
76444,32.11781,-98.5672,TX,3477,81327.84846,80386.42761,87873.89074,91254.36653,97804.14943,105287.8614,130917.8941,159158.0553,160876.4199,8197,3,2,1747,1376
76446,32.07572,-98.35311,TX,8876,118603.2037,127046.421,130329.4536,139318.3985,148841.1064,163996.7662,194380.0602,232349.7078,240129.8589,17280,4,2,2102,1916
76448,32.39257,-98.79541,TX,4991,101863.1968,105048.0668,105711.4717,112011.3855,120000.7364,126398.5092,141838.6462,160482.1962,156668.3019,13155,3,2,2072,1787
76449,32.91592,-98.32512,TX,2339,356690.9809,364912.9096,363852.4556,361682.4383,368892.6249,386598.1668,479707.9495,568831.9825,573823.4456,5042,4,4,2984,1619
76450,33.05968,-98.64152,TX,13090,109661.9891,111384.242,109658.5468,111847.4341,119326.7628,126422.6313,150290.4158,180157.3107,186632.6922,26171,3,2,2038,1302
76453,32.57202,-98.33908,TX,1515,172631.233,178353.5013,181235.2389,198153.1997,218854.728,235784.4303,287598.0502,327652.0117,323959.2784,2147,3,2,2618,4
76457,31.94968,-98.02773,TX,4194,147307.9299,148913.8656,156678.6556,164200.9027,175136.4527,188760.1028,226687.2284,272280.6366,265965.2686,7233,3,2,1971,1197
76458,33.21518,-98.18944,TX,5930,95272.25374,110334.8316,107334.5239,120100.5755,125522.3831,138325.757,152616.5373,170788.2223,145874.8561,10294,3,2,2211,1127
76462,32.52316,-98.03421,TX,4914,222749.0714,251197.0665,270978.2544,283302.4987,301491.5159,320913.0683,373696.2319,438670.5576,453418.2246,5474,3,2,2558,750
76470,32.49977,-98.6686,TX,3432,66926.46155,66093.79208,65326.37155,64459.51642,65968.72353,71197.3067,82590.97207,89070.79965,85295.40081,6444,4,2,1902,847
76471,32.11117,-98.98499,TX,1500,104352.3474,107691.1179,110310.4447,117968.0741,126128.8625,138439.701,163099.2549,184475.3654,170524.166,3482,3,1,1316,3267
76475,32.65296,-98.51281,TX,1031,168332.3471,164916.7198,162095.909,169883.6863,181827.2314,190094.7195,220864.1132,248715.3338,254197.1178,1889,4,3,3539,4307
76476,32.37055,-97.92017,TX,3406,200734.9624,216433.2035,235356.4417,248625.9388,259224.3524,272148.5915,314294.6266,347403.5992,340028.7319,4613,3,2,2025,24
76501,31.07555,-97.25469,TX,17357,93542.6292,100143.6744,104928.2584,115739.2922,125404.8346,136362.5746,159807.6466,192053.5465,195129.8066,41978,3,2,1772,3135
76502,31.09388,-97.41082,TX,45515,157497.4148,163017.5414,167366.981,175893.2044,184289.174,194749.814,229062.7618,287954.8169,285620.193,70664,4,2,2062,5274
76504,31.14135,-97.37748,TX,23916,89321.7365,94133.8588,98892.47128,109075.4105,119888.5277,131610.9624,156821.7791,189568.2168,191738.1425,65744,3,2,1649,4942
76511,30.79955,-97.42293,TX,2497,105690.5091,112419.7283,125989.2964,138047.4851,140141.5996,156677.8808,198100.3616,230784.4621,219351.1847,5035,3,2,2155,1227
76513,31.05777,-97.50369,TX,42610,169891.9488,175417.6144,182567.1718,195835.4781,207667.5196,222062.8422,258736.8388,313877.1644,317440.6911,70331,4,3,2233,3658
76520,30.87266,-96.89972,TX,7692,107066.3018,111099.2779,118743.9156,126822.3206,141702.4534,150624.3192,164722.8496,187627.5456,180899.5833,18865,3,2,1782,1818
76522,31.21577,-97.97215,TX,40050,113622.4934,117728.7998,120209.3919,126726.1101,134766.1883,147536.7441,175536.3095,215329.303,223111.4755,86046,3,2,1787,5622
76527,30.8379,-97.79531,TX,4262,232681.0834,252591.879,271807.8545,285686.6546,294175.2384,325243.6295,409819.2496,481924.1503,461764.6996,8339,3,3,2732,673
76528,31.43589,-97.7844,TX,19355,117814.3436,127405.3165,134552.8103,142632.4375,154654.9025,168905.4515,197054.8576,231002.5702,235342.43,33995,3,2,1773,2109
76530,30.71357,-97.42434,TX,2277,173390.2918,192859.5978,209033.2407,221964.6051,218336.4129,231243.1863,286821.3435,333809.8335,301785.6052,5019,3,2,2062,376
76531,31.68423,-98.19058,TX,4516,94910.53791,98407.27373,103130.2229,108582.3673,112793.1984,119383.289,153253.3757,182347.4566,178148.1667,10481,3,2,1814,1192
76534,30.88225,-97.36952,TX,2953,136588.6981,147817.0218,156804.625,174453.1393,190713.7178,222266.8488,260930.0007,306106.5208,307029.1891,4539,3,2,1503,3863
76537,30.81779,-97.60645,TX,10273,178845.6346,187353.4601,198226.9871,205447.0378,202947.0758,208435.5484,256458.1025,329540.6285,301468.5348,13268,3,2,1983,5140
76539,31.09193,-97.9992,TX,8665,177291.2505,183701.8045,193318.2102,210891.9148,225936.5207,242667.7685,285282.1129,344550.1796,347329.8469,14854,4,2,2151,4
76541,31.11447,-97.72922,TX,18521,48377.52441,50748.03505,54699.81828,62028.82098,67580.11851,76852.29317,97248.61642,119613.9472,125364.1741,57471,3,1,1249,6951
76542,31.00062,-97.7274,TX,50527,150615.3728,153350.4068,156451.3278,161866.4991,169760.4168,180463.5229,211339.7039,256946.0282,261195.6309,107450,4,3,2297,6370
76543,31.12343,-97.64077,TX,33350,80838.52563,82882.30664,85638.2149,92642.76361,101711.3125,114279.9134,140240.5169,170298.6317,179048.4506,86890,3,2,1514,6254
76548,31.05299,-97.64613,TX,31759,182686.5698,185317.6271,189922.7646,198412.951,205573.6638,217435.1517,254376.3119,303609.8657,305944.4081,56083,4,3,2364,4963
76549,31.01583,-97.82546,TX,53138,126258.9719,128761.7778,131718.4339,136810.8641,144722.8922,155321.1771,184602.3454,228541.5168,235174.0709,120665,4,2,1949,6923
76550,31.07714,-98.22165,TX,13789,121855.3962,131590.9472,137757.7136,155997.0863,173373.5225,186191.3539,218016.3796,269857.3,272786.4964,25322,3,2,2342,2467
76554,30.97583,-97.3677,TX,2360,105838.8944,111058.7734,116226.322,128108.0299,141593.5507,156800.9698,181829.151,215250.4271,225915.5699,4330,3,2,1352,10411
76557,31.29075,-97.39814,TX,6063,133376.5687,142722.8741,158056.0876,172567.8154,181550.5078,194082.1289,234174.2902,285268.8115,294153.6603,11351,3,3,2620,727
76559,31.07987,-97.61079,TX,6260,167359.6748,170696.2513,174769.2887,182858.8742,191411.8998,204304.0789,239996.8596,289907.3652,294135.7759,11356,4,3,2318,2807
76561,31.42531,-97.54098,TX,1259,113711.7315,122241.6048,129135.6035,144122.5526,157761.8709,177855.337,206276.3632,240725.4113,240028.3506,2087,3,2,1654,24
76567,30.64535,-97.01363,TX,8790,109049.9782,116573.7486,121685.7184,135107.9094,149909.3663,158238.0135,181159.4733,217879.1544,219140.8044,20508,3,2,1928,2572
76569,30.93873,-97.21904,TX,3174,127673.1082,131208.1225,138921.4962,145656.384,155246.1616,167706.1814,197928.7094,230215.8609,233249.7435,4915,4,3,2224,802
76570,31.0818,-96.94173,TX,2661,74405.78543,76806.49877,82048.59788,89301.97482,94664.93112,107264.743,118490.2604,124994.9145,123532.8698,5921,3,2,1774,3507
76571,30.93305,-97.58448,TX,9384,275023.4909,287565.2248,303668.1281,323225.4061,341117.1896,363918.6758,429748.0052,529321.8752,535452.6031,11840,4,3,3000,256
76574,30.58297,-97.38967,TX,19126,146456.5751,162635.546,181077.8641,192509.9957,197548.663,210386.5978,261064.4907,327294.5525,305448.4796,41853,3,2,1855,4632
76577,30.62128,-97.1787,TX,3120,183014.766,196729.3333,212265.5305,227940.8127,247525.0853,263982.8479,317000.7158,386687.1186,366343.9992,5447,3,2,1965,1555
76578,30.53488,-97.24092,TX,1453,179995.5238,190152.0709,207538.1935,217598.492,223986.9813,240706.0659,304765.837,363744.7666,332899.7065,3287,4,2,2464,2898
76579,31.19894,-97.26046,TX,7068,138586.8948,147196.5036,154689.9673,164446.2577,174661.0282,186536.6283,222093.6088,266478.6331,270610.7485,9514,4,2,1831,4755
76626,32.10522,-96.71615,TX,1309,98880.6993,108753.1675,118385.8393,127321.9692,139358.1192,157249.0803,183195.5802,210670.892,209890.4601,2607,4,2,1568,10
76627,32.10511,-97.3881,TX,1499,104166.345,118661.2049,129417.906,143788.9374,150769.7999,166515.2458,199483.0048,233671.6159,230880.1039,3018,3,2,1720,8
76633,31.6857,-97.32503,TX,6286,198138.565,211794.7697,238193.2919,260032.6059,280345.3632,303419.3103,356118.2152,423530.791,432458.2681,8502,4,3,2538,3
76634,31.80953,-97.56866,TX,7207,106703.4812,113574.1176,118739.7855,132091.1316,142004.0535,152523.6316,180959.3931,215063.2368,213894.3987,15261,4,3,2229,2661
76636,32.17213,-97.28307,TX,1507,136848.9024,150681.4826,166315.6014,190090.4237,200815.7831,216932.5676,267861.6491,318684.7046,308022.7585,2743,3,3,2282,5
76638,31.55487,-97.446,TX,3095,226793.4331,244744.8486,267738.1301,290295.7604,306503.9442,329244.4383,394692.9863,470646.8587,489964.4435,4963,4,3,2915,2
76639,31.87254,-96.65551,TX,1638,78611.88204,87075.34485,88568.89364,93102.31611,99933.45267,111633.1932,129509.1741,153977.0613,156935.0755,3470,3,2,1493,2247
76642,31.50442,-96.53271,TX,5917,112203.2767,114199.2449,116379.1511,121352.8654,127902.3081,135344.3635,160365.3,189192.9341,190532.6423,13564,3,2,1987,1019
76643,31.45011,-97.19732,TX,15707,145948.7321,155072.7685,168305.8523,182651.2761,191920.3711,206284.0281,240416.2821,285898.5061,293176.8626,25105,4,2,2071,2024
76645,32.01224,-97.12816,TX,10762,77505.17498,85562.86762,93486.66941,104112.9606,113208.7783,128379.7945,152815.8969,179803.013,180340.5499,28215,3,2,1988,3612
76648,31.84942,-96.80659,TX,2554,76959.03059,82743.74588,88073.92458,97671.41723,105163.562,117477.6456,140006.4889,159775.1628,162850.0073,5296,3,2,1876,3940
76651,32.18313,-96.87158,TX,3984,100049.8466,113160.401,128459.5131,145446.4792,154181.3998,169440.6067,198926.6753,228657.8456,229842.0622,6825,3,2,1868,2101
76655,31.39295,-97.1728,TX,8616,173434.8682,185956.8191,202100.0026,216843.0001,229602.4011,244826.206,288647.3024,347987.0112,356737.2343,14576,4,3,3077,5001
76657,31.43851,-97.39971,TX,11723,163373.1593,171772.4577,185977.1506,201656.3668,211532.5587,226873.4334,265658.7758,316693.0819,320438.2131,19287,3,2,1972,3602
76661,31.30785,-96.84584,TX,7388,47581.91489,49154.56727,54186.93529,59684.81999,66924.48713,72585.66178,82973.65082,90422.84789,82659.1219,16967,3,2,1743,2400
76664,31.56202,-96.79552,TX,4015,71142.55543,75320.1151,84057.85148,88849.92029,97171.16911,105952.7185,131797.6298,153887.8169,156220.1872,7213,3,2,1468,3305
76665,31.91784,-97.72049,TX,2838,124727.6797,133278.2155,144070.9715,156555.7579,170538.706,183013.2147,217216.1225,256208.0897,239967.5896,4801,3,3,2213,14
76667,31.65668,-96.46511,TX,10385,80334.47548,81036.7088,81003.27064,84609.86892,87361.94639,92516.37567,108247.1923,126690.4585,127056.6617,28854,3,2,1843,2365
76670,32.12887,-96.98836,TX,1815,96773.70521,109661.8801,122738.5948,144500.565,162865.0586,189812.553,218909.3607,243518.1024,220921.2961,3320,4,3,2249,2615
76671,31.99351,-97.52768,TX,1635,101415.8409,108230.64,115404.5497,128997.0706,135241.624,144870.7498,175602.2285,216247.3084,206705.4057,3441,3,2,2102,2
76673,31.75371,-96.89105,TX,1253,106544.6145,115305.4265,121356.439,137913.9631,147883.2671,160156.6813,194057.113,222768.4504,215492.985,2076,3,2,1499,33
76682,31.45235,-96.90825,TX,3182,126935.5347,133040.8217,142843.5607,156139.0105,165382.3451,179676.18,213693.6375,252458.2375,251406.0457,5798,3,2,1992,12
76687,31.36914,-96.48691,TX,1915,168494.9674,183233.0682,190314.0454,201281.5556,208146.2065,218190.0303,264462.9326,312467.9041,308053.8553,2569,3,2,1616,967
76689,31.66624,-97.50471,TX,3878,144968.1658,154197.8977,166573.8118,180681.9079,196666.4702,214294.8189,259653.739,308226.9616,309154.4606,7976,4,2,1525,2497
76690,32.1031,-97.79219,TX,1200,123168.4753,134724.9173,138797.3518,147783.8673,161891.6619,176015.6834,203684.2836,228406.4587,203935.9758,3013,3,2,1742,4
76692,31.95902,-97.33382,TX,9508,96540.13223,103264.1949,112054.849,123688.2417,135741.3884,149973.27,177575.8959,207334.9454,210406.192,21681,3,2,1845,1112
76693,31.80977,-96.43843,TX,2170,103648.4284,104160.1888,104252.8796,106765.0187,118176.0114,123875.4964,152556.1277,177620.8709,178790.1571,3944,3,2,2219,1615
76701,31.55201,-97.13852,TX,1953,94643.4544,103378.7704,120248.4358,140663.7004,163021.4779,175508.3126,203258.3327,244043.3063,266037.6539,4750,5,3,3588,0
76704,31.57558,-97.12417,TX,7791,51173.8601,52254.94716,56114.97782,61528.88055,65273.29958,70291.70548,91571.08077,108822.9667,109414.3645,25693,3,2,1240,5669
76705,31.62448,-97.08814,TX,31902,90670.24254,96013.63067,106341.1938,116863.6457,126831.9883,138141.2627,163959.8924,194400.5076,199338.7071,76390,3,2,1664,2925
76706,31.465,-97.09131,TX,39488,113419.2493,122742.7079,134134.3385,145289.4521,155252.6927,166355.7909,195582.4958,232985.5945,242383.7303,78593,3,2,1816,2160
76707,31.55365,-97.15829,TX,16430,56729.78633,60407.05543,67479.75395,76232.84862,85536.2974,96828.74142,117447.6998,141032.551,144326.6795,51616,3,2,1626,6364
76708,31.62749,-97.21186,TX,26155,96828.2095,103872.1259,114280.4937,126285.7016,136292.1658,148958.8307,178984.9618,216001.0533,223021.1177,64153,3,2,1863,5057
76710,31.5387,-97.19554,TX,23385,116174.793,123910.3297,136139.2129,151342.8166,162909.1104,176769.4298,208010.799,249104.6781,252929.9146,59794,3,3,2405,4089
76711,31.51422,-97.15374,TX,10237,56880.81119,60847.90418,66800.53726,73764.8234,81868.09627,92032.84982,110953.311,138008.6931,144433.6746,28224,3,2,1319,6172
76712,31.52411,-97.25514,TX,27310,181857.4788,191407.3044,205992.6835,221190.0645,232669.9916,246491.8446,286489.3144,339418.0129,346057.5341,38704,4,3,2440,2316
76801,31.75471,-99.05462,TX,25081,101308.3816,102075.6936,102239.5752,108662.6504,115879.4375,125340.4919,142521.8256,160904.066,160765.235,53543,3,2,1840,2483
76802,31.7194,-98.8949,TX,5727,133705.6709,138060.3449,141187.9672,151332.725,162705.8659,174115.7427,199240.7087,231491.7279,232007.3592,10020,4,2,2196,2
76821,31.73862,-99.94963,TX,4430,73474.8179,75746.23145,74700.45973,80467.63404,90425.91599,96349.90618,107761.4134,118481.6717,110778.1701,10389,3,2,1369,5817
76823,31.68718,-99.16205,TX,2698,85981.89124,89907.10897,93860.44381,101509.3168,108473.4883,119622.3569,134244.0263,159985.6626,160250.7212,6163,3,2,1329,1550
76825,31.09493,-99.39329,TX,6539,79316.69518,83467.35293,82013.12367,87686.64562,90263.26503,94805.45733,102212.9846,122292.2477,117438.4869,15706,3,2,1681,4028
76834,31.87885,-99.46843,TX,4995,61541.47339,58939.61582,56760.38721,62979.02286,64672.97075,66411.2904,78208.62819,80903.75113,82290.55931,12680,3,2,1676,4497
76844,31.44387,-98.49348,TX,3243,102060.8994,110191.956,127535.4293,123341.5244,134237.376,149653.306,171980.6467,192895.6725,176543.1518,7245,3,2,1936,5
76857,31.93361,-98.93313,TX,1984,181372.9963,191440.2093,194153.4177,202258.224,210966.4686,212982.0773,201247.4984,211369.2017,194358.8918,3550,3,2,1349,4
76861,31.59216,-100.19637,TX,2053,142598.6447,146118.9055,151141.6327,154809.2334,174426.9,189347.1867,215108.3432,232101.9401,220649.851,4507,4,2,2542,7
76890,31.69229,-98.7649,TX,884,195091.0704,206117.115,210370.3586,211706.2451,217986.9675,232581.2683,287852.4471,340748.1777,333461.5819,1727,4,2,2002,2640
76903,31.48168,-100.43787,TX,30312,76710.92404,82714.59542,81186.61649,91478.38261,105364.3702,118028.9907,135832.2947,142848.9887,145881.4381,89498,3,2,1483,5692
76904,31.28844,-100.41695,TX,36132,190796.1254,197815.0373,200775.8531,202001.3256,221903.6001,240194.8868,267837.8332,295769.8741,305296.506,64215,3,3,2329,4076
76905,31.49987,-100.31583,TX,13052,121109.5674,130709.7816,134026.2566,137296.2601,154084.6401,168026.2766,189629.1466,210555.8193,216709.283,25548,3,2,1586,5307
76935,31.07744,-100.42261,TX,1916,229353.0145,236381.701,242456.9337,248580.4149,278789.4015,301895.096,342587.8022,379554.7082,378887.8021,3035,3,2,2029,15
77002,29.75635,-95.36538,TX,18892,279452.8706,277278.3737,274148.941,273405.266,269036.9237,267053.6735,266537.4342,287857.6211,293277.1265,12747,2,2,1694,2024
77003,29.74961,-95.34521,TX,9992,291382.7023,303289.2398,302042.1104,306857.7886,309897.6891,315309.7523,332434.1206,362738.3252,369461.1694,24222,3,4,2029,1978
77004,29.72477,-95.36498,TX,34197,276747.8462,280804.7678,281434.1411,287616.6779,293767.3077,302663.1461,324652.5304,352510.1596,361396.8793,64603,3,3,2115,3678
77005,29.71824,-95.42413,TX,28310,1036991.372,1037592.113,1036255.199,1070727.422,1101855.206,1117635.762,1185950.129,1295303.472,1358403.004,18843,4,4,3740,4930
77006,29.74086,-95.39126,TX,22678,463487.7897,457785.1401,455541.4166,468574.4728,471296.4759,477126.1386,502963.828,538083.9163,543589.6053,28725,3,3,2701,3141
77007,29.77152,-95.40919,TX,40653,451024.1895,437957.5147,425640.72,424172.5407,423718.0553,426875.8733,455423.8161,494195.513,507905.5876,40444,3,4,2593,2713
77008,29.79856,-95.41766,TX,37097,455217.2234,441095.6922,438999.1184,446875.5822,457625.8382,470091.5415,503508.3476,546846.5412,559319.0155,39836,3,3,2388,3790
77009,29.79499,-95.36758,TX,37654,264733.2397,271673.5013,276351.2157,290217.1847,303374.9227,317129.3622,343157.9124,375582.1807,386271.4576,82979,3,3,1982,4503
77011,29.743,-95.30785,TX,17060,83400.75816,96068.43459,109027.5496,127477.4835,148705.6834,166350.7245,178723.8856,197377.0122,198573.7065,49566,3,2,1702,4904
77012,29.71904,-95.27449,TX,17932,75780.28733,82158.20308,92867.24413,104220.861,118242.6053,132337.3492,145696.145,164014.6998,165587.7279,51767,3,2,1545,4195
77013,29.79516,-95.23895,TX,19296,97541.09644,103866.3478,112158.6215,118898.1382,133635.025,143929.7584,160414.9163,185993.1042,193785.6161,45332,3,2,1746,6655
77014,29.98025,-95.46363,TX,37471,138023.7906,147386.9845,155374.6435,164609.2158,173313.772,182235.9601,209351.3958,249794.7023,252847.4126,88221,4,3,2125,4986
77015,29.76485,-95.17216,TX,58276,100181.4453,109609.1482,118799.5285,127892.3855,139403.2365,148577.0048,167302.1689,196607.4379,203011.5479,140593,3,2,1705,6401
77016,29.86147,-95.29951,TX,30252,66061.91649,76256.9951,82502.09595,94755.7923,107945.6867,120405.4946,139386.3509,162464.0856,163948.2788,98509,3,2,1523,5765
77017,29.69153,-95.25093,TX,33627,94637.86029,102305.8477,109386.2995,118021.4832,130848.8291,142119.4953,158167.6318,181362.8174,184445.9531,87164,3,2,1721,5047
77018,29.82703,-95.42571,TX,28403,374218.1323,368924.2743,367320.5245,377868.0266,390439.5154,405730.7748,435051.1367,479009.4396,490890.7245,41739,3,3,2280,3977
77019,29.75318,-95.41212,TX,22475,583997.9886,563614.7825,551956.3547,552917.4288,553079.1523,559328.1962,583216.3709,621020.7093,629613.2304,26315,3,4,3861,2548
77020,29.76842,-95.30878,TX,26252,81953.33396,87106.03125,89422.02126,101266.9523,117920.3839,132175.8834,151773.3084,174139.2298,175619.9697,73094,3,3,1604,3352
77021,29.69713,-95.35751,TX,26287,89741.24703,99598.67709,112331.9381,125644.5543,140793.8864,150886.876,170995.7817,194452.6953,195322.532,82620,3,3,1820,4301
77022,29.8306,-95.3768,TX,26476,94236.51654,102871.8617,117316.5432,130849.5584,145019.8098,157088.4117,177935.2944,201802.2913,203288.379,83337,3,2,1776,4424
77023,29.7216,-95.31827,TX,27676,144703.2812,162567.755,178606.5412,193363.3521,209548.7731,223832.7426,243269.7168,264923.5859,262795.3134,71747,3,2,1819,5339
77024,29.77073,-95.50869,TX,37694,920635.7112,906577.7367,885232.1937,873823.4005,871356.5227,866032.8921,929678.2767,1025614.824,1055638.456,37043,4,5,4369,1592
77025,29.68584,-95.43512,TX,29539,422912.2282,425997.9654,420965.0382,410993.7098,401897.7925,399327.2578,417922.8667,447236.0421,456009.6761,33692,3,3,2822,5421
77026,29.80013,-95.32934,TX,21412,63323.47989,69104.18218,71093.82392,80997.01307,95810.40038,112794.4181,129560.5521,146406.9595,147378.4825,78988,3,2,1703,4797
77027,29.73919,-95.44609,TX,19386,613669.3866,602861.9636,608800.5721,623292.3963,641835.7046,647362.7351,681909.5361,727707.6699,724866.8109,19846,3,4,3318,4285
77028,29.82471,-95.28668,TX,19506,68959.36692,75806.54699,78660.24112,86735.02895,95792.8233,111180.3659,133094.9488,153653.3345,154469.3043,62234,3,2,1536,5854
77029,29.76382,-95.26326,TX,16223,68252.05284,73652.67457,81692.42293,91296.06746,102585.1735,114611.6617,130929.1861,151012.5484,153049.8361,49267,3,2,1514,4843
77030,29.70597,-95.40253,TX,11787,406368.4293,405961.218,411930.7644,415668.9124,413570.3841,411281.6545,432389.0109,458667.3956,466735.3888,10488,3,3,2394,3145
77031,29.65434,-95.54622,TX,16710,138701.4775,150963.1751,160785.5298,166656.4421,175650.5298,182940.4909,204912.192,236073.7368,242615.1419,42838,3,2,1745,5679
77032,29.96523,-95.34004,TX,13887,85136.811,93002.19322,99748.71802,108904.396,121477.6299,130277.2578,146801.831,173939.444,179807.2973,39524,2,2,1774,4015
77033,29.66801,-95.33801,TX,28669,63134.67134,69650.60654,76236.87573,84052.28237,97519.8807,108403.7238,123383.069,143765.0008,147300.2971,101279,3,2,1618,5901
77034,29.61522,-95.19237,TX,38875,113607.5033,124337.5636,136042.4749,144517.5224,156305.1384,165861.6589,186092.5042,215804.3798,220818.8242,94617,3,2,1761,5551
77035,29.65269,-95.47688,TX,35335,179675.021,194120.4205,200892.0022,196921.7139,200689.4024,205967.2031,224379.7062,251021.5609,255842.4819,92024,3,2,1815,5836
77036,29.70119,-95.53659,TX,68797,96304.848,103899.2108,110244.3329,115309.3796,121464.1498,127244.4924,140096.7531,162183.1083,169814.3493,209140,2,2,1535,2431
77037,29.8918,-95.39438,TX,18106,100535.3423,109353.1274,116968.8642,122908.468,135570.9866,144105.6547,161383.0852,188658.301,196593.1668,52681,4,2,1742,4083
77038,29.91906,-95.44121,TX,32275,108252.0338,119689.9609,128597.2478,138969.8215,149050.5083,157641.6578,180330.4138,212186.0398,218543.681,79006,3,2,1826,4857
77039,29.90923,-95.34137,TX,27501,85362.93992,96358.48259,106566.3898,116133.319,127901.0089,136932.8248,154144.9089,182126.5975,190401.281,73329,4,3,1779,4291
77040,29.87539,-95.52861,TX,50192,149281.516,160649.2196,167847.0638,175995.3364,183802.0537,191843.1615,217296.434,254620.9983,261999.708,111174,3,3,2133,5633
77041,29.86203,-95.58187,TX,33053,170786.0137,178676.6911,182537.888,187826.7875,198164.6028,207157.3264,235894.4875,279313.7247,286608.9232,78129,4,3,2730,6283
77042,29.74125,-95.56015,TX,40861,198682.3522,206987.2955,210909.1592,213591.8373,214834.6908,218261.738,235112.4014,262846.4767,270191.3661,99949,3,3,2281,3966
77043,29.8112,-95.57981,TX,25122,230802.9334,246963.3927,252232.9753,260553.3887,271206.4467,283215.7195,314133.9469,354242.7715,362011.6581,60013,3,3,2271,4854
77044,29.89808,-95.17685,TX,53753,181563.1485,190625.9965,195865.405,201271.1842,207535.419,214103.9691,240145.3251,282920.1212,286218.2389,78081,4,3,2650,5221
77045,29.63634,-95.43279,TX,32627,92552.48275,103114.3433,114539.9563,123255.8082,137139.6581,146141.7884,164117.7133,191412.8166,196533.4243,98826,3,2,1745,4824
77047,29.60843,-95.38662,TX,33199,135360.4566,147063.1428,155253.6235,163720.3752,172947.3372,179326.8841,202430.7121,241355.0758,246261.3961,73367,3,2,1821,4893
77048,29.62154,-95.32986,TX,19413,99597.1121,109267.9397,121060.1037,133362.7185,147806.1412,159113.3943,178011.626,204576.6231,210076.2149,53325,3,2,1627,5057
77049,29.83417,-95.14827,TX,39514,134272.3697,144389.7158,153308.1031,163501.2015,172401.1294,180292.7097,202955.2485,238926.784,245429.7071,74794,3,2,2006,6068
77050,29.90286,-95.27013,TX,5745,79164.31674,87309.19439,97441.57741,110001.4935,120491.3456,134643.3453,154439.871,181032.8214,187451.4739,13267,3,2,1846,4928
77051,29.65586,-95.38023,TX,19077,79544.33828,85092.63014,91107.60964,105083.0042,118850.7314,129283.467,148871.0831,168416.7131,169551.5144,57009,3,2,1583,5774
77053,29.58549,-95.45991,TX,30642,89927.72591,101327.9097,111054.6322,121746.4834,134091.1564,143944.1675,162195.264,190752.8607,197647.9528,91853,3,2,1564,5331
77054,29.68102,-95.40424,TX,23699,119467.7804,131500.2174,139284.5903,141761.1848,140278.2956,137544.4055,139792.9155,151186.5056,157319.7212,45633,2,2,1231,571
